results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
526	pentazocine	0.95	0.11	3.43	1	2	1527	12242	8850568	526	pentazocine	pain	0	0	4.64	1	0	212	744	195997	526	pentazocine	pain	24	81.6	0	0	116.87	1	0	20	68	38388	526	pentazocine	pain	0	0	396.67	1	0	5	44	15632	526	pentazocine	pain	0	0	218.35	1	0	16	34	27397	526	pentazocine	pain	-10.3	3.3633095185719e-05	516.61	0.98	-0.03	0.01	0	0.85	0.23	0
527	sterile water for irrigation	0	0	2.76	0.65	0	968	12244	8851127	527	sterile water for irrigation	parenteral nutrition	0	0	Inf	1	0	103	0	640	527	sterile water for irrigation	parenteral nutrition	NA	NA	0	0	Inf	1	0	0	0	0	527	sterile water for irrigation	parenteral nutrition	0	0	Inf	1	0	6	0	58	527	sterile water for irrigation	parenteral nutrition	0	0	Inf	1	0	19	0	59	527	sterile water for irrigation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
528	sorbitol	4.42	1.43	10.35	0.0062	5	819	12239	8851276	528	sorbitol	constipation	0	0	26.26	1	0	135	47	42835	528	sorbitol	constipation	4.5	85.7	0	0	86.04	1	0	40	15	11871	528	sorbitol	constipation	0	0	283.77	1	0	23	5	5711	528	sorbitol	constipation	0	0	140.75	1	0	21	12	7639	528	sorbitol	constipation	-11.66	8.63229634171954e-06	932.89	0.99	-0.04	0.01	0	-0.54	0.53	0.31
529	cosyntropin	5.06	0.13	28.65	0.18	1	143	12243	8851952	529	cosyntropin	maternal exposure during pregnancy	0	0	Inf	1	0	2	0	1023	529	cosyntropin	maternal exposure during pregnancy	NA	NA	0	0	Inf	1	0	0	0	0	529	cosyntropin	maternal exposure during pregnancy	0	0	Inf	1	0	0	0	6	529	cosyntropin	maternal exposure during pregnancy	0	0	Inf	1	0	0	0	9	529	cosyntropin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
530	lypressin	0	0	625.61	1	0	6	12244	8852089	530	lypressin	antibiotic therapy	0	0	6609.84	1	0	1	16	3023	530	lypressin	antibiotic therapy	NA	NA	0	0	Inf	1	0	0	0	0	530	lypressin	antibiotic therapy	0	0	Inf	1	0	0	0	538	530	lypressin	antibiotic therapy	0	0	Inf	1	0	1	0	523	530	lypressin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
531	mafenide acetate	0	0	175.1	1	0	17	12244	8852078	531	mafenide acetate	immunodeficiency common variable	0	0	Inf	1	0	4	0	6389	531	mafenide acetate	immunodeficiency common variable	NA	NA	0	0	Inf	1	0	0	0	0	531	mafenide acetate	immunodeficiency common variable	0	0	Inf	1	0	0	0	434	531	mafenide acetate	immunodeficiency common variable	0	0	Inf	1	0	0	0	1492	531	mafenide acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
532	ferrous fumarate	1.52	0.69	2.88	0.21	9	4290	12235	8847805	532	ferrous fumarate	rheumatoid arthritis	60.78	12.22	185.29	2.1e-05	3	257	89	463438	532	ferrous fumarate	rheumatoid arthritis	42.6	66.6	0	0	707.82	1	0	32	16	83912	532	ferrous fumarate	rheumatoid arthritis	0	0	Inf	1	0	8	0	25563	532	ferrous fumarate	rheumatoid arthritis	0	0	368.78	1	0	68	18	108889	532	ferrous fumarate	rheumatoid arthritis	-15.63	1.62921067808256e-07	14709.93	1	-0.02	0.02	0.32	-15.82	816.85	0.98
533	quinestrol	0	0	217.43	1	0	14	12244	8852081	533	quinestrol	hormone replacement therapy	0	0	1181.81	1	0	6	31	40768	533	quinestrol	hormone replacement therapy	34.3	60.9	0	0	Inf	1	0	0	2	1991	533	quinestrol	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	533	quinestrol	hormone replacement therapy	0	0	Inf	1	0	0	4	2256	533	quinestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
534	flavoxate	1.62	0.04	9.06	0.46	1	447	12243	8851648	534	flavoxate	multiple sclerosis	0	0	92.88	1	0	53	342	438307	534	flavoxate	multiple sclerosis	31.9	65.9	0	0	471.27	1	0	11	48	54554	534	flavoxate	multiple sclerosis	0	0	Inf	1	0	0	16	14268	534	flavoxate	multiple sclerosis	0	0	511.17	1	0	12	39	53016	534	flavoxate	multiple sclerosis	-8.35	0.000236396518428641	420.01	0.98	0.01	0.01	0.58	0.42	0.3	0.15
535	mesoridazine besylate	64.29	16.79	176.21	7.3e-07	4	45	12240	8852050	535	mesoridazine besylate	schizophrenia	0	0	27.79	1	0	12	782	60245	535	mesoridazine besylate	schizophrenia	19	69.8	0	0	Inf	1	0	0	108	7752	535	mesoridazine besylate	schizophrenia	0	0	Inf	1	0	0	79	5365	535	mesoridazine besylate	schizophrenia	0	0	Inf	1	0	0	44	3399	535	mesoridazine besylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
536	lithium carbonate	8.27	7.03	9.66	8.4e-89	163	14422	12081	8837673	536	lithium carbonate	bipolar disorder	1.58	1.17	2.1	0.0024	55	4220	411	49840	536	lithium carbonate	bipolar disorder	20.1	63.2	0.43	0.01	2.54	0.73	1	236	53	5417	536	lithium carbonate	bipolar disorder	0	0	3.01	0.63	0	146	25	2729	536	lithium carbonate	bipolar disorder	0.59	0.01	3.52	1	1	215	36	4536	536	lithium carbonate	bipolar disorder	-1.06	0.346455810330057	1.01	0.29	-0.01	0.01	0.29	0.07	0.26	0.78
537	glycine	0	0	4.8	1	0	558	12244	8851537	537	glycine	prophylaxis	0	0	81.21	1	0	66	76	104688	537	glycine	prophylaxis	36.9	71.9	0	0	Inf	1	0	0	10	16759	537	glycine	prophylaxis	0	0	Inf	1	0	0	10	13800	537	glycine	prophylaxis	0	0	4.5036e+15	1	0	5	1	14554	537	glycine	prophylaxis	-7.29	0.000682328052756377	1039.67	0.99	-0.02	0.01	0.11	2.4	1.05	0.02
538	procarbazine	0.57	0.07	2.07	0.6	2	2531	12242	8849564	538	procarbazine	hodgkin s disease	1.68	0.03	32.32	0.54	1	1089	2	3665	538	procarbazine	hodgkin s disease	67	67	0	0	Inf	1	0	0	0	0	538	procarbazine	hodgkin s disease	0	0	265.99	1	0	66	1	451	538	procarbazine	hodgkin s disease	0	0	Inf	1	0	59	0	353	538	procarbazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
539	trimipramine maleate	3.29	0.9	8.47	0.035	4	878	12240	8851217	539	trimipramine maleate	depression	0	0	2.72	0.65	0	209	1346	205601	539	trimipramine maleate	depression	22.3	77.3	0	0	41.96	1	0	20	154	31567	539	trimipramine maleate	depression	0	0	110.35	1	0	6	86	10992	539	trimipramine maleate	depression	0	0	92.66	1	0	14	86	25955	539	trimipramine maleate	depression	-9.86	5.22223496757448e-05	322.5	0.98	-0.02	0	0	0.81	0.15	0
540	cytarabine	0.07	0.01	0.24	6.9e-11	2	22059	12242	8830036	540	cytarabine	acute lymphocytic leukaemia	0	0	Inf	1	0	2951	0	9202	540	cytarabine	acute lymphocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	540	cytarabine	acute lymphocytic leukaemia	0	0	Inf	1	0	349	0	1164	540	cytarabine	acute lymphocytic leukaemia	0	0	Inf	1	0	309	0	934	540	cytarabine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
541	doxepin	2.68	1.83	3.78	1.2e-06	32	8657	12212	8843438	541	doxepin	depression	0.89	0.35	1.84	1	7	1207	1339	204603	541	doxepin	depression	22.3	77.3	0	0	4.02	1	0	191	154	31396	541	doxepin	depression	0	0	6.63	1	0	74	86	10924	541	doxepin	depression	0	0	8.57	1	0	134	86	25835	541	doxepin	depression	-12.12	5.44942750369681e-06	269.06	0.96	-0.02	0	0	0.81	0.15	0
542	triclofos sodium	0	0	60.38	1	0	46	12244	8852049	542	triclofos sodium	infection	0	0	116.5	1	0	17	32	14669	542	triclofos sodium	infection	48.1	65.8	0	0	Inf	1	0	0	2	1099	542	triclofos sodium	infection	0	0	Inf	1	0	0	3	1597	542	triclofos sodium	infection	0	0	Inf	1	0	0	1	1684	542	triclofos sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
543	ketamine	2.7	1.44	4.62	0.0015	13	3485	12231	8848610	543	ketamine	pain	3.34	1.22	7.37	0.011	6	476	738	195733	543	ketamine	pain	24	81.6	0	0	26.31	1	0	83	68	38325	543	ketamine	pain	0	0	38.68	1	0	37	44	15600	543	ketamine	pain	0	0	57.82	1	0	56	34	27357	543	ketamine	pain	-11.54	9.73288694718895e-06	400.15	0.98	-0.03	0.01	0	0.85	0.23	0
544	benzquinamide	0	0	4101.35	1	0	2	12244	8852093	544	benzquinamide	pain	0	0	8861.24	1	0	1	744	196208	544	benzquinamide	pain	24	81.6	0	0	Inf	1	0	0	68	38408	544	benzquinamide	pain	0	0	Inf	1	0	0	44	15637	544	benzquinamide	pain	0	0	Inf	1	0	0	34	27413	544	benzquinamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
545	amino acids	0	0	1.62	0.18	0	1653	12244	8850442	545	amino acids	prophylaxis	0	0	38.78	1	0	136	76	104618	545	amino acids	prophylaxis	36.9	71.9	0	0	793.14	1	0	11	10	16748	545	amino acids	prophylaxis	0	0	715.22	1	0	10	10	13790	545	amino acids	prophylaxis	0	0	4.5036e+15	1	0	6	1	14553	545	amino acids	prophylaxis	-9.81	5.48998467989523e-05	945.4	0.99	-0.02	0.01	0.11	2.41	1.05	0.02
546	magnesium acetate	0	0	52.18	1	0	53	12244	8852042	546	magnesium acetate	pain	0	0	133.93	1	0	9	744	196200	546	magnesium acetate	pain	24	81.6	0	0	16384	1	0	1	68	38407	546	magnesium acetate	pain	0	0	Inf	1	0	0	44	15637	546	magnesium acetate	pain	0	0	16384	1	0	1	34	27412	546	magnesium acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
547	phosphoric acid	0	0	21.3	1	0	127	12244	8851968	547	phosphoric acid	constipation	0	0	214.54	1	0	18	47	42952	547	phosphoric acid	constipation	4.5	85.7	0	0	287.53	1	0	13	15	11898	547	phosphoric acid	constipation	0	0	2227.92	1	0	4	5	5730	547	phosphoric acid	constipation	0	0	320.51	1	0	10	12	7650	547	phosphoric acid	constipation	-10.77	2.10207607804424e-05	1002.9	0.99	-0.04	0.01	0	-0.54	0.53	0.31
548	sodium acetate	0	0	0.95	0.038	0	2801	12244	8849294	548	sodium acetate	peritoneal dialysis	0	0	374.31	1	0	475	4	117241	548	sodium acetate	peritoneal dialysis	69	69	0	0	Inf	1	0	0	0	0	548	sodium acetate	peritoneal dialysis	0	0	Inf	1	0	0	0	10135	548	sodium acetate	peritoneal dialysis	0	0	Inf	1	0	0	1	8946	548	sodium acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	potassium acetate	2.68	0.98	5.85	0.027	6	1617	12238	8850478	549	potassium acetate	hypertension	0	0	34.54	1	0	129	274	324105	549	potassium acetate	hypertension	28.7	83.5	0	0	16384	1	0	2	28	65834	549	potassium acetate	hypertension	0	0	4.5036e+15	1	0	1	11	31968	549	potassium acetate	hypertension	0	0	4.5036e+15	1	0	1	21	40670	549	potassium acetate	hypertension	-6.42	0.00162865623478828	624.14	0.99	-0.03	0.01	0.01	-0.43	0.37	0.25
550	propoxyphene napsylate	1.91	1.28	2.74	0.0018	29	11005	12215	8841090	550	propoxyphene napsylate	pain	0.43	0.17	0.88	0.016	7	4275	737	191934	550	propoxyphene napsylate	pain	24	81.6	0	0	116.87	1	0	20	68	38388	550	propoxyphene napsylate	pain	0	0	11392.95	1	0	1	44	15636	550	propoxyphene napsylate	pain	0	0	180.91	1	0	19	34	27394	550	propoxyphene napsylate	pain	-10.07	4.2330613934705e-05	528.7	0.98	-0.03	0.01	0	0.85	0.23	0
551	pemoline	57.38	29.89	100.7	9.2e-19	13	164	12231	8851931	551	pemoline	bipolar disorder	0	0	41.87	1	0	12	466	54048	551	pemoline	bipolar disorder	20.1	63.2	0	0	Inf	1	0	0	54	5653	551	pemoline	bipolar disorder	0	0	Inf	1	0	0	25	2875	551	pemoline	bipolar disorder	0	0	Inf	1	0	0	37	4751	551	pemoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	oxymetholone	0	0	38.02	1	0	72	12244	8852023	556	oxymetholone	aplastic anaemia	0	0	2233.44	1	0	8	2	3126	556	oxymetholone	aplastic anaemia	NA	NA	0	0	Inf	1	0	0	0	0	556	oxymetholone	aplastic anaemia	0	0	Inf	1	0	3	0	271	556	oxymetholone	aplastic anaemia	0	0	Inf	1	0	0	0	298	556	oxymetholone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
557	mitotane	1.42	0.04	7.97	0.51	1	508	12243	8851587	557	mitotane	adrenocortical carcinoma	Inf	0.01	Inf	1	1	221	0	66	557	mitotane	adrenocortical carcinoma	58	58	0	0	Inf	1	0	0	0	0	557	mitotane	adrenocortical carcinoma	0	0	Inf	1	0	10	0	1	557	mitotane	adrenocortical carcinoma	Inf	0.01	Inf	1	1	38	0	14	557	mitotane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
558	fluocinonide	0.31	0.01	1.72	0.39	1	2345	12243	8849750	558	fluocinonide	psoriasis	0	0	63.21	1	0	394	26	162461	558	fluocinonide	psoriasis	32.2	64.3	0	0	218.17	1	0	106	7	32976	558	fluocinonide	psoriasis	0	0	333.66	1	0	71	5	21417	558	fluocinonide	psoriasis	0	0	513.98	1	0	81	4	27532	558	fluocinonide	psoriasis	-10.96	1.73833101298252e-05	868.62	0.99	-0.01	0.02	0.67	0.47	0.67	0.48
559	levodopa	5.25	4.47	6.13	1.7e-62	165	22960	12079	8829135	559	levodopa	parkinson s disease	1.65	1.23	2.21	5e-04	109	12262	88	16337	559	levodopa	parkinson s disease	48.8	78.4	2.37	1.05	5.51	0.028	16	1869	12	3326	559	levodopa	parkinson s disease	2.63	1.04	7	0.025	13	1490	9	2718	559	levodopa	parkinson s disease	2.87	0.68	13.84	0.1	6	1055	4	2017	559	levodopa	parkinson s disease	0.94	2.55998141832927	0.36	0.01	-0.04	0.01	0	0.41	0.38	0.28
560	tretinoin	0.33	0.04	1.21	0.15	2	4333	12242	8847762	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	762	0	816	560	tretinoin	acute promyelocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	48	0	37	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	46	0	48	560	tretinoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
561	technetium tc-99m sulfur colloid kit	0	0	131.96	1	0	22	12244	8852073	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	4.5036e+15	1	0	3	1	7665	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	561	technetium tc-99m sulfur colloid kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562	floxuridine	0	0	29.6	1	0	92	12244	8852003	562	floxuridine	metastases to liver	0	0	Inf	1	0	9	0	2817	562	floxuridine	metastases to liver	NA	NA	0	0	Inf	1	0	0	0	0	562	floxuridine	metastases to liver	0	0	Inf	1	0	0	0	399	562	floxuridine	metastases to liver	0	0	Inf	1	0	0	0	384	562	floxuridine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
563	arginine	2.5	0.81	5.84	0.053	5	1449	12239	8850646	563	arginine	hypertension	0	0	18.14	1	0	244	274	323990	563	arginine	hypertension	28.7	83.5	0	0	131.62	1	0	72	28	65764	563	arginine	hypertension	0	0	319.94	1	0	41	11	31928	563	arginine	hypertension	0	0	219.83	1	0	37	21	40634	563	arginine	hypertension	-10.83	1.97966069719794e-05	731.3	0.99	-0.03	0.01	0.01	-0.43	0.37	0.25
564	haloprogin	0	0	16384	1	0	1	12244	8852094	564	haloprogin	bipolar i disorder	0	0	3662.01	1	0	1	79	7867	564	haloprogin	bipolar i disorder	23.7	55	0	0	Inf	1	0	0	13	619	564	haloprogin	bipolar i disorder	0	0	Inf	1	0	0	6	447	564	haloprogin	bipolar i disorder	0	0	Inf	1	0	0	9	674	564	haloprogin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
565	bupivacaine	1.19	0.65	2	0.46	14	8494	12230	8843601	565	bupivacaine	pain	0.29	0.01	1.61	0.28	1	914	743	195295	565	bupivacaine	pain	24	81.6	0	0	6.96	1	0	307	68	38101	565	bupivacaine	pain	0	0	10.74	1	0	128	44	15509	565	bupivacaine	pain	0	0	16.48	1	0	191	34	27222	565	bupivacaine	pain	-12.3	4.55174446308323e-06	359.89	0.97	-0.03	0.01	0	0.85	0.23	0
566	carbachol	0	0	19.03	1	0	142	12244	8851953	566	carbachol	intraocular lens implant	0	0	Inf	1	0	16	0	271	566	carbachol	intraocular lens implant	NA	NA	0	0	Inf	1	0	0	0	0	566	carbachol	intraocular lens implant	0	0	Inf	1	0	2	0	39	566	carbachol	intraocular lens implant	0	0	Inf	1	0	3	0	56	566	carbachol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
567	megestrol acetate	0.48	0.17	1.04	0.065	6	9107	12238	8842988	567	megestrol acetate	non-small cell lung cancer	0	0	118.64	1	0	682	3	33415	567	megestrol acetate	non-small cell lung cancer	NA	NA	0	0	Inf	1	0	0	0	0	567	megestrol acetate	non-small cell lung cancer	0	0	Inf	1	0	36	0	3352	567	megestrol acetate	non-small cell lung cancer	0	0	Inf	1	0	28	0	2827	567	megestrol acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
568	cromolyn sodium	1.61	0.44	4.13	0.32	4	1798	12240	8850297	568	cromolyn sodium	asthma	1.52	0.04	8.66	0.48	1	447	151	102819	568	cromolyn sodium	asthma	12.5	65	0	0	49.29	1	0	35	31	12992	568	cromolyn sodium	asthma	0	0	96.17	1	0	20	15	6370	568	cromolyn sodium	asthma	0	0	96.6	1	0	33	20	14967	568	cromolyn sodium	asthma	-11.27	1.27497359038232e-05	534.33	0.98	-0.02	0.01	0.01	0.46	0.35	0.18
569	diazoxide	0	0	5.77	1	0	464	12244	8851631	569	diazoxide	hypoglycaemia	0	0	117.35	1	0	209	1	629	569	diazoxide	hypoglycaemia	54	54	0	0	Inf	1	0	0	0	0	569	diazoxide	hypoglycaemia	0	0	Inf	1	0	45	0	90	569	diazoxide	hypoglycaemia	0	0	65.58	1	0	60	1	100	569	diazoxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
570	betamethasone benzoate	0	0	131.96	1	0	22	12244	8852073	570	betamethasone benzoate	eczema	0	0	4517.75	1	0	3	3	3762	570	betamethasone benzoate	eczema	NA	NA	0	0	Inf	1	0	0	0	0	570	betamethasone benzoate	eczema	0	0	Inf	1	0	0	0	299	570	betamethasone benzoate	eczema	0	0	Inf	1	0	0	0	386	570	betamethasone benzoate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
571	flucytosine	0	0	7.05	1	0	380	12244	8851715	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	75	0	344	571	flucytosine	meningitis cryptococcal	NA	NA	0	0	Inf	1	0	0	0	0	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	5	0	49	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	7	0	22	571	flucytosine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
572	desonide	0.42	0.01	2.33	0.74	1	1730	12243	8850365	572	desonide	psoriasis	0	0	96.37	1	0	259	26	162596	572	desonide	psoriasis	32.2	64.3	0	0	305.49	1	0	76	7	33006	572	desonide	psoriasis	0	0	550	1	0	43	5	21445	572	desonide	psoriasis	0	0	657.23	1	0	64	4	27549	572	desonide	psoriasis	-10.94	1.77344762885484e-05	1035.91	0.99	-0.01	0.02	0.67	0.47	0.67	0.48
573	pancuronium bromide	0	0	3.56	0.63	0	750	12244	8851345	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	332	0	4534	573	pancuronium bromide	coronary artery bypass	NA	NA	0	0	Inf	1	0	0	0	0	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	0	0	193	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	0	0	38	573	pancuronium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
574	gonadotropin, chorionic	0	0	2.46	0.41	0	1086	12244	8851009	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	211	0	917	574	gonadotropin, chorionic	in vitro fertilisation	NA	NA	0	0	Inf	1	0	0	0	0	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	0	0	1	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	24	0	166	574	gonadotropin, chorionic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
575	sodium fluoride f-18	0	0	187.28	1	0	16	12244	8852079	575	sodium fluoride f-18	lymphoma	0	0	4.5036e+15	1	0	1	1	8129	575	sodium fluoride f-18	lymphoma	NA	NA	0	0	Inf	1	0	0	0	0	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	0	1098	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	0	759	575	sodium fluoride f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
578	pentagastrin	0	0	16384	1	0	1	12244	8852094	578	pentagastrin	chronic myeloid leukaemia	0	0	4.5036e+15	1	0	1	3	42352	578	pentagastrin	chronic myeloid leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	578	pentagastrin	chronic myeloid leukaemia	0	0	Inf	1	0	0	0	5812	578	pentagastrin	chronic myeloid leukaemia	0	0	Inf	1	0	0	0	4819	578	pentagastrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
579	isosorbide	0.73	0.48	1.06	0.12	27	26784	12217	8825311	579	isosorbide	hypertension	0.32	0.01	1.77	0.39	1	3719	273	320515	579	isosorbide	hypertension	28.7	83.5	0	0	11.9	1	0	772	28	65064	579	isosorbide	hypertension	0	0	26.62	1	0	473	11	31496	579	isosorbide	hypertension	0	0	20.89	1	0	372	21	40299	579	isosorbide	hypertension	-12.66	3.17564435421807e-06	604.79	0.98	-0.03	0.01	0.01	-0.43	0.37	0.25
580	chromic phosphate p-32	0	0	66.36	1	0	42	12244	8852053	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	7	0	1592	580	chromic phosphate p-32	adenocarcinoma pancreas	NA	NA	0	0	Inf	1	0	0	0	0	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	0	0	244	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	0	0	186	580	chromic phosphate p-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
581	enflurane	0	0	39.76	1	0	69	12244	8852026	581	enflurane	anaesthesia	0	0	Inf	1	0	21	0	6643	581	enflurane	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	581	enflurane	anaesthesia	0	0	Inf	1	0	1	0	387	581	enflurane	anaesthesia	0	0	Inf	1	0	0	0	495	581	enflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
582	imipramine pamoate	0	0	16.35	1	0	165	12244	8851930	582	imipramine pamoate	depression	0	0	14.41	1	0	41	1346	205769	582	imipramine pamoate	depression	22.3	77.3	0	0	1113.24	1	0	2	154	31585	582	imipramine pamoate	depression	0	0	4626.96	1	0	1	86	10997	582	imipramine pamoate	depression	0	0	9946.53	1	0	1	86	25968	582	imipramine pamoate	depression	-7.91	0.000367054580595098	373.1	0.98	-0.02	0	0	0.81	0.15	0
583	clorazepate dipotassium	2.07	1.07	3.62	0.019	12	4191	12232	8847904	583	clorazepate dipotassium	depression	0.33	0.01	1.87	0.38	1	457	1345	205353	583	clorazepate dipotassium	depression	22.3	77.3	0	0	21.12	1	0	38	154	31549	583	clorazepate dipotassium	depression	0	0	31.5	1	0	17	86	10981	583	clorazepate dipotassium	depression	0	0	40.22	1	0	30	86	25939	583	clorazepate dipotassium	depression	-10.99	1.68695556737774e-05	343.96	0.97	-0.02	0	0	0.81	0.15	0
584	molindone	18.08	2.15	67.47	0.0059	2	80	12242	8852015	584	molindone	depression	0	0	34.84	1	0	18	1346	205792	584	molindone	depression	22.3	77.3	0	0	Inf	1	0	0	154	31587	584	molindone	depression	0	0	4626.96	1	0	1	86	10997	584	molindone	depression	0	0	Inf	1	0	0	86	25969	584	molindone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
585	iocetamic acid	0	0	35.93	1	0	76	12244	8852019	585	iocetamic acid	hypertension	0	0	239.9	1	0	20	274	324214	585	iocetamic acid	hypertension	28.7	83.5	0	0	Inf	1	0	0	28	65836	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	11	31969	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	21	40671	585	iocetamic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
586	technetium tc-99m sodium pertechnetate generator	0	0	24.66	1	0	110	12244	8851985	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	20	0	942	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	NA	NA	0	0	Inf	1	0	0	0	0	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	0	0	69	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	0	0	89	586	technetium tc-99m sodium pertechnetate generator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
587	mazindol	0	0	39.15	1	0	70	12244	8852025	587	mazindol	cataplexy	0	0	57.66	1	0	21	52	15084	587	mazindol	cataplexy	17.6	59.4	0	0	Inf	1	0	0	18	4154	587	mazindol	cataplexy	0	0	Inf	1	0	0	5	1343	587	mazindol	cataplexy	0	0	Inf	1	0	0	17	3813	587	mazindol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
