results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
243	clidinium bromide	2.51	2.04	3.06	1.294119e-15	103	2024	176408	8685804	243	clidinium bromide	crohn s disease	1.7	0.89	2.98	0.06769995	13	193	5667	142916	243	clidinium bromide	crohn s disease	17.1	70.1	1.44	0.29	4.47	0.4709798	3	51	1308	32055	243	clidinium bromide	crohn s disease	5.35	0.12	44.23	0.1935455	1	6	427	13712	243	clidinium bromide	crohn s disease	0.94	0.11	3.58	1	2	48	1028	23124	243	clidinium bromide	crohn s disease	0.21	1.23367805995674	0.59	0.7292783	0.01	0	5.503547e-11	-0.33	0.06	2.472967e-08	8383488
244	epinephrine bitartrate	1.21	0.8	1.75	0.3446423	28	1143	176483	8686685	244	epinephrine bitartrate	musculoskeletal pain	0.86	0.31	1.94	1	6	256	172	6321	244	epinephrine bitartrate	musculoskeletal pain	37.6	82.7	0	0	Inf	1	0	0	37	1086	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	13	540	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	30	753	244	epinephrine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	liothyronine sodium	2.02	1.72	2.36	1.093682e-15	165	4019	176346	8683809	245	liothyronine sodium	hypothyroidism	1.12	0.8	1.55	0.4396319	40	858	2248	54230	245	liothyronine sodium	hypothyroidism	38.3	81.7	1.41	0.63	2.77	0.3098505	9	163	445	11373	245	liothyronine sodium	hypothyroidism	0	0	6.95	1	0	27	57	2626	245	liothyronine sodium	hypothyroidism	1.65	0.77	3.15	0.1442993	10	158	440	11489	245	liothyronine sodium	hypothyroidism	0.4	1.49182469764127	0.33	0.2235676	0	0	0.6101598	-0.58	0.14	4.086847e-05	8148078
246	hydroxyzine	1.54	1.44	1.64	1.571194e-36	1016	32595	175495	8655233	246	hydroxyzine	depression	2.4	2.01	2.84	8.597438e-20	149	2707	4585	199715	246	hydroxyzine	depression	29.8	76	1.44	0.84	2.33	0.1481221	18	391	879	27565	246	hydroxyzine	depression	1.6	0.43	4.26	0.3258621	4	146	184	10750	246	hydroxyzine	depression	1.28	0.71	2.15	0.3693127	15	366	796	24878	246	hydroxyzine	depression	0.3	1.349858807576	0.24	0.2047128	0.01	0	3.501176e-05	-0.61	0.08	5.739999e-14	8371398
247	levallorphan tartrate	0	0	28.84	1	0	8	176511	8687820	247	levallorphan tartrate	crohn s disease	0	0	134.2	1	0	2	5680	143107	247	levallorphan tartrate	crohn s disease	17.1	70.1	0	0	941.07	1	0	1	1311	32105	247	levallorphan tartrate	crohn s disease	0	0	Inf	1	0	0	428	13718	247	levallorphan tartrate	crohn s disease	0	0	865.53	1	0	1	1030	23171	247	levallorphan tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
248	phenmetrazine	0	0	16.15	1	0	13	176511	8687815	248	phenmetrazine	headache	0	0	114.74	1	0	3	650	30796	248	phenmetrazine	headache	28.9	75.1	0	0	Inf	1	0	0	162	4917	248	phenmetrazine	headache	0	0	Inf	1	0	0	44	1724	248	phenmetrazine	headache	0	0	Inf	1	0	0	138	4650	248	phenmetrazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	anileridine phosphate	0	0	1863.7	1	0	1	176511	8687827	249	anileridine phosphate	schizoaffective disorder	0	0	5957.62	1	0	1	55	9263	249	anileridine phosphate	schizoaffective disorder	30	61.2	0	0	Inf	1	0	0	3	1018	249	anileridine phosphate	schizoaffective disorder	0	0	Inf	1	0	0	3	867	249	anileridine phosphate	schizoaffective disorder	0	0	Inf	1	0	0	3	725	249	anileridine phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	prednisolone tebutate	0	0	262.27	1	0	2	176511	8687826	251	prednisolone tebutate	rheumatoid arthritis	0	0	506.96	1	0	1	32887	430899	251	prednisolone tebutate	rheumatoid arthritis	36	77	0	0	Inf	1	0	0	10577	105563	251	prednisolone tebutate	rheumatoid arthritis	0	0	Inf	1	0	0	2353	23218	251	prednisolone tebutate	rheumatoid arthritis	0	0	Inf	1	0	0	9506	99469	251	prednisolone tebutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	prochlorperazine maleate	2.36	2.22	2.49	9.057457e-152	1262	26472	175249	8661356	252	prochlorperazine maleate	nausea	1.19	0.98	1.43	0.06651743	143	5022	619	25848	252	prochlorperazine maleate	nausea	17.4	78	1.28	0.87	1.85	0.1960803	38	1309	148	6531	252	prochlorperazine maleate	nausea	1.73	0.91	3.16	0.06543446	17	685	38	2651	252	prochlorperazine maleate	nausea	1.13	0.69	1.77	0.5588285	24	793	130	4842	252	prochlorperazine maleate	nausea	0.29	1.33642748802547	0.18	0.1003414	0	0	0.263033	-0.51	0.16	0.001402152	891808
253	anileridine	0	0	74.55	1	0	4	176511	8687824	253	anileridine	non-small cell lung cancer	0	0	694.75	1	0	2	258	33840	253	anileridine	non-small cell lung cancer	48.3	80.9	0	0	Inf	1	0	0	55	5202	253	anileridine	non-small cell lung cancer	0	0	Inf	1	0	0	37	3351	253	anileridine	non-small cell lung cancer	0	0	Inf	1	0	0	25	2830	253	anileridine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	methsuximide	1.22	0.14	4.53	0.6823692	2	81	176509	8687747	254	methsuximide	convulsion	0	0	18.33	1	0	17	331	24913	254	methsuximide	convulsion	26.2	68	0	0	Inf	1	0	0	9	345	254	methsuximide	convulsion	0	0	Inf	1	0	0	5	240	254	methsuximide	convulsion	0	0	Inf	1	0	0	6	354	254	methsuximide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	fluoxymesterone	1.09	0.13	4.07	0.7062244	2	90	176509	8687738	256	fluoxymesterone	drug abuser	0	0	13592.51	1	0	1	2	884	256	fluoxymesterone	drug abuser	NA	NA	0	0	Inf	1	0	0	0	0	256	fluoxymesterone	drug abuser	0	0	Inf	1	0	0	0	6	256	fluoxymesterone	drug abuser	0	0	Inf	1	0	0	0	11	256	fluoxymesterone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	orphenadrine	2.09	1.54	2.76	3.673e-06	51	1203	176460	8686625	257	orphenadrine	pain	1.9	0.89	3.6	0.07358579	10	131	7615	189197	257	orphenadrine	pain	29.6	79.6	0.56	0.01	3.35	1	1	36	1710	34694	257	orphenadrine	pain	0	0	15.26	1	0	9	505	15167	257	orphenadrine	pain	0.62	0.02	3.75	1	1	30	1394	26022	257	orphenadrine	pain	-0.68	0.50661699236559	1.01	0.5032596	0	0	0.0005983159	-0.47	0.05	6.29315e-19	8431288
259	chlorambucil	0.57	0.38	0.81	0.001001987	30	2606	176481	8685222	259	chlorambucil	chronic lymphocytic leukaemia	0.26	0.11	0.52	5.476399e-06	8	1391	442	20090	259	chlorambucil	chronic lymphocytic leukaemia	50.1	84.5	0.13	0.02	0.47	7.743995e-05	2	416	253	6769	259	chlorambucil	chronic lymphocytic leukaemia	0.11	0	0.65	0.003152859	1	306	143	4962	259	chlorambucil	chronic lymphocytic leukaemia	0.13	0	0.76	0.01423837	1	149	138	2721	259	chlorambucil	chronic lymphocytic leukaemia	-2.05	0.128734903587804	0.71	0.003972027	-0.02	0	0.0009539575	-0.59	0.12	1.398762e-06	884218
260	tolbutamide	0.63	0.23	1.38	0.3235202	6	470	176505	8687358	260	tolbutamide	diabetes mellitus	1.54	0.18	5.71	0.3749561	2	113	2777	242333	260	tolbutamide	diabetes mellitus	39.7	79.6	26.64	0.51	331.75	0.04857661	1	3	632	50530	260	tolbutamide	diabetes mellitus	43.67	0.83	551.84	0.03004119	1	3	226	29654	260	tolbutamide	diabetes mellitus	0	0	2206.2	1	0	1	478	28004	260	tolbutamide	diabetes mellitus	3.24	25.5337217473515	1.13	0.004164167	-0.01	0	0.0003651735	-0.81	0.08	2.618876e-23	8583678
261	mepenzolate bromide	1.23	0.03	7.26	0.5616123	1	40	176510	8687788	261	mepenzolate bromide	prophylaxis	0	0	36.1	1	0	7	1980	102843	261	mepenzolate bromide	prophylaxis	21.8	81	0	0	39.97	1	0	7	420	24097	261	mepenzolate bromide	prophylaxis	0	0	250.66	1	0	3	132	13675	261	mepenzolate bromide	prophylaxis	0	0	63.85	1	0	4	338	14218	261	mepenzolate bromide	prophylaxis	-9.65	6.44255670343554e-05	200.13	0.961543	-0.01	0	0.007118036	-0.88	0.1	1.320366e-17	8283708
263	meclizine	2.88	2.65	3.13	2.861371e-103	593	10161	175918	8677667	263	meclizine	pain	1.85	1.44	2.36	3.504821e-06	72	969	7553	188359	263	meclizine	pain	29.6	79.6	1.49	0.85	2.44	0.1304075	17	233	1694	34497	263	meclizine	pain	1.33	0.27	4.07	0.499125	3	68	502	15108	263	meclizine	pain	1.36	0.73	2.34	0.2639363	14	193	1381	25859	263	meclizine	pain	0.32	1.37712776433596	0.25	0.2029616	0	0	0.0005657921	-0.47	0.05	8.127299e-19	8431288
264	prochlorperazine edisylate	2.36	2.22	2.49	9.057457e-152	1262	26472	175249	8661356	264	prochlorperazine edisylate	nausea	1.19	0.98	1.43	0.06651743	143	5022	619	25848	264	prochlorperazine edisylate	nausea	17.4	78	1.28	0.87	1.85	0.1960803	38	1309	148	6531	264	prochlorperazine edisylate	nausea	1.73	0.91	3.16	0.06543446	17	685	38	2651	264	prochlorperazine edisylate	nausea	1.13	0.69	1.77	0.5588285	24	793	130	4842	264	prochlorperazine edisylate	nausea	0.29	1.33642748802547	0.18	0.1003414	0	0	0.263033	-0.51	0.16	0.001402152	891808
265	isopropamide iodide	0	0	17.72	1	0	12	176511	8687816	265	isopropamide iodide	menopausal symptoms	0	0	93.72	1	0	3	149	5735	265	isopropamide iodide	menopausal symptoms	45.9	65.9	0	0	Inf	1	0	0	21	488	265	isopropamide iodide	menopausal symptoms	0	0	Inf	1	0	0	0	4	265	isopropamide iodide	menopausal symptoms	0	0	Inf	1	0	0	26	651	265	isopropamide iodide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	polyestradiol phosphate	0	0	19.61	1	0	11	176511	8687817	266	polyestradiol phosphate	prostate cancer	0	0	26.68	1	0	7	1172	45016	266	polyestradiol phosphate	prostate cancer	57.1	87.6	0	0	Inf	1	0	0	415	12473	266	polyestradiol phosphate	prostate cancer	0	0	Inf	1	0	0	459	14331	266	polyestradiol phosphate	prostate cancer	0	0	Inf	1	0	0	3	48	266	polyestradiol phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	perphenazine	1.77	1.38	2.23	1.051361e-05	73	2034	176438	8685794	267	perphenazine	schizophrenia	3.24	0.87	8.5	0.03832494	4	339	220	60476	267	perphenazine	schizophrenia	19	66	21.79	0.5	153.22	0.04956682	1	23	15	7534	267	perphenazine	schizophrenia	32.66	0.72	253.33	0.03473818	1	15	11	5417	267	perphenazine	schizophrenia	0	0	162.85	1	0	12	9	3422	267	perphenazine	schizophrenia	2.75	15.6426318841882	1.04	0.008398837	0.01	0.01	0.3567261	-0.12	0.44	0.7835598	888878
268	iron dextran	1.74	1.16	2.5	0.005121871	30	850	176481	8686978	268	iron dextran	anaemia	1.01	0.37	2.26	0.8353333	6	188	602	19082	268	iron dextran	anaemia	21.8	80	4.95	0.11	39.05	0.2050742	1	7	106	3673	268	iron dextran	anaemia	22.89	0.46	222.05	0.05333469	1	5	16	1850	268	iron dextran	anaemia	4.25	0.09	35.47	0.2377124	1	6	105	2678	268	iron dextran	anaemia	1.84	6.29653826102666	0.81	0.02247893	-0.01	0	0.002993602	-1.38	0.26	1.817575e-07	846628
269	deserpidine	0	0	24.94	1	0	9	176511	8687819	269	deserpidine	rheumatoid arthritis	0	0	31.71	1	0	3	32887	430897	269	deserpidine	rheumatoid arthritis	36	77	0	0	Inf	1	0	0	10577	105563	269	deserpidine	rheumatoid arthritis	0	0	Inf	1	0	0	2353	23218	269	deserpidine	rheumatoid arthritis	0	0	Inf	1	0	0	9506	99469	269	deserpidine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	brompheniramine maleate	2.75	1.24	5.36	0.00741737	9	161	176502	8687667	270	brompheniramine maleate	hypersensitivity	0	0	7.37	1	0	17	1138	34559	270	brompheniramine maleate	hypersensitivity	28.7	77	0	0	1074.98	1	0	1	264	7400	270	brompheniramine maleate	hypersensitivity	0	0	Inf	1	0	0	61	2909	270	brompheniramine maleate	hypersensitivity	0	0	1143.06	1	0	1	234	6982	270	brompheniramine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	ethotoin	0	0	6.68	1	0	29	176511	8687799	271	ethotoin	epilepsy	0	0	77.19	1	0	8	348	45710	271	ethotoin	epilepsy	19.6	70.4	0	0	Inf	1	0	0	64	4967	271	ethotoin	epilepsy	0	0	Inf	1	0	0	24	3569	271	ethotoin	epilepsy	0	0	Inf	1	0	0	48	4192	271	ethotoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	norethindrone	2.08	1.81	2.37	2.460295e-22	228	5410	176283	8682418	272	norethindrone	contraception	2.73	1.78	4.01	6.899724e-06	27	1106	1379	154123	272	norethindrone	contraception	18.7	45.4	4.53	1.43	10.99	0.006173419	5	153	196	27180	272	norethindrone	contraception	0	0	Inf	1	0	0	1	21	272	norethindrone	contraception	3.74	1.19	9.01	0.01307969	5	186	219	30434	272	norethindrone	contraception	1.2	3.32011692273655	0.46	0.008829104	0.04	0.01	1.513231e-07	1.9	1.04	0.06636104	8308668
273	anisindione	0	0	24.94	1	0	9	176511	8687819	273	anisindione	atrial fibrillation	0	0	67.37	1	0	6	1398	110813	273	anisindione	atrial fibrillation	52	88	0	0	112.62	1	0	6	267	35137	273	anisindione	atrial fibrillation	0	0	175.33	1	0	5	138	21986	273	anisindione	atrial fibrillation	0	0	4053.73	1	0	1	161	17865	273	anisindione	atrial fibrillation	-8.62	0.000180460254701048	218.24	0.9685075	-0.01	0	0.09160844	-0.38	0.12	0.001237488	8401568
274	buclizine	0	0	3.62	0.6287746	0	52	176511	8687776	274	buclizine	antiallergic therapy	0	0	1334.89	1	0	1	23	803	274	buclizine	antiallergic therapy	44.9	69.7	0	0	Inf	1	0	0	8	130	274	buclizine	antiallergic therapy	0	0	Inf	1	0	0	4	102	274	buclizine	antiallergic therapy	0	0	Inf	1	0	0	6	163	274	buclizine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	sodium phosphate p-32	0	0	1863.7	1	0	1	176511	8687827	275	sodium phosphate p-32	haemophilic arthritis	0	0	Inf	1	0	1	0	3	275	sodium phosphate p-32	haemophilic arthritis	NA	NA	0	0	Inf	1	0	0	0	0	275	sodium phosphate p-32	haemophilic arthritis	0	0	Inf	1	0	0	0	0	275	sodium phosphate p-32	haemophilic arthritis	0	0	Inf	1	0	0	0	0	275	sodium phosphate p-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	sodium iodide i-131	0.13	0.02	0.46	4.892998e-05	2	777	176509	8687051	276	sodium iodide i-131	basedow s disease	0	0	0.3	1.763104e-05	0	272	68	1461	276	sodium iodide i-131	basedow s disease	30.6	77.5	0	0	914.94	1	0	1	10	237	276	sodium iodide i-131	basedow s disease	0	0	681.67	1	0	3	1	52	276	sodium iodide i-131	basedow s disease	0	0	Inf	1	0	0	11	253	276	sodium iodide i-131	basedow s disease	-12.21	4.98040173750325e-06	1378.92	0.9929329	0.01	0.02	0.5061809	-0.91	1.07	0.392505	83208
277	mestranol	2.13	0.91	4.28	0.06128266	8	185	176503	8687643	277	mestranol	hormone replacement therapy	0	0	35.49	1	0	8	664	40133	277	mestranol	hormone replacement therapy	32.7	80.9	0	0	1465.33	1	0	1	84	3229	277	mestranol	hormone replacement therapy	0	0	Inf	1	0	0	5	1235	277	mestranol	hormone replacement therapy	0	0	926.73	1	0	1	90	2169	277	mestranol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	norethynodrel	0	0	34.16	1	0	7	176511	8687821	278	norethynodrel	asthma	0	0	232.95	1	0	2	2313	101103	278	norethynodrel	asthma	22.1	77.5	0	0	Inf	1	0	0	546	16684	278	norethynodrel	asthma	0	0	Inf	1	0	0	163	6242	278	norethynodrel	asthma	0	0	Inf	1	0	0	447	14573	278	norethynodrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	propoxyphene	2.73	2.58	2.88	1.809851e-214	1366	24789	175145	8663039	279	propoxyphene	pain	0.97	0.85	1.11	0.7393446	237	6033	7388	183295	279	propoxyphene	pain	29.6	79.6	3.4	1.55	6.7	0.001539448	10	60	1701	34670	279	propoxyphene	pain	3.01	0.07	21.22	0.302461	1	10	504	15166	279	propoxyphene	pain	3.04	1.44	5.8	0.002116943	11	68	1384	25984	279	propoxyphene	pain	1.08	2.94467955106552	0.31	0.0005229987	0	0	0.0007877769	-0.47	0.05	1.318475e-18	8431288
280	methocarbamol	2.9	2.64	3.18	7.49196e-85	480	8169	176031	8679659	280	methocarbamol	pain	2.02	1.65	2.44	6.339026e-11	114	1415	7511	187913	280	methocarbamol	pain	29.6	79.6	1.34	0.87	1.99	0.1388846	27	410	1684	34320	280	methocarbamol	pain	0.28	0.01	1.63	0.2671554	1	105	504	15071	280	methocarbamol	pain	1.44	0.93	2.16	0.09067245	26	338	1369	25714	280	methocarbamol	pain	0.21	1.23367805995674	0.2	0.2978407	0	0	0.000669997	-0.47	0.05	8.786828e-19	8431288
281	prednisolone sodium phosphate	1.29	0.8	1.96	0.2225801	22	840	176489	8686988	281	prednisolone sodium phosphate	rheumatoid arthritis	0.49	0.13	1.28	0.1944057	4	108	32883	430792	281	prednisolone sodium phosphate	rheumatoid arthritis	36	77	0	0	3.98	0.6144392	0	11	10577	105552	281	prednisolone sodium phosphate	rheumatoid arthritis	9.87	0.13	769.65	0.1755725	1	1	2352	23217	281	prednisolone sodium phosphate	rheumatoid arthritis	0.95	0.02	6.55	1	1	11	9505	99458	281	prednisolone sodium phosphate	rheumatoid arthritis	0.55	1.7332530178674	0.76	0.471128	0	0	0.5918113	0.06	0.02	0.01647691	81345468
283	niacin	1.09	1.02	1.16	0.009468887	1031	46740	175480	8641088	283	niacin	blood cholesterol increased	0.39	0.33	0.45	8.89204e-50	196	9424	4441	82423	283	niacin	blood cholesterol increased	46.4	80	0.83	0.42	1.48	0.680529	12	286	778	15365	283	niacin	blood cholesterol increased	0.8	0.32	1.72	0.7227309	7	166	329	6280	283	niacin	blood cholesterol increased	0.75	0.24	1.81	0.6882189	5	147	544	12032	283	niacin	blood cholesterol increased	-0.25	0.778800783071405	0.3	0.405937	0	0	0.6395214	0.15	0.07	0.03513453	8195108
284	triprolidine	0.47	0.15	1.11	0.08679309	5	523	176506	8687305	284	triprolidine	pain	1.46	0.29	4.52	0.4668343	3	51	7622	189277	284	triprolidine	pain	29.6	79.6	5.8	0.59	30.52	0.06367994	2	7	1709	34723	284	triprolidine	pain	0	0	160.2	1	0	2	505	15174	284	triprolidine	pain	7.48	0.71	45.73	0.04570878	2	5	1393	26047	284	triprolidine	pain	1.75	5.75460267600573	0.8	0.02951619	0	0	0.000638214	-0.47	0.05	7.1109e-19	8431288
285	triflupromazine	0	0	24.94	1	0	9	176511	8687819	285	triflupromazine	schizophrenia	0	0	1456.36	1	0	2	224	60813	285	triflupromazine	schizophrenia	19	66	0	0	Inf	1	0	0	16	7557	285	triflupromazine	schizophrenia	0	0	Inf	1	0	0	12	5432	285	triflupromazine	schizophrenia	0	0	Inf	1	0	0	9	3434	285	triflupromazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	prochlorperazine	2.38	2.25	2.52	5.309832e-156	1275	26512	175236	8661316	286	prochlorperazine	nausea	1.19	0.98	1.43	0.06656914	143	5023	619	25847	286	prochlorperazine	nausea	17.4	78	1.28	0.87	1.85	0.1960803	38	1309	148	6531	286	prochlorperazine	nausea	1.73	0.91	3.16	0.06543446	17	685	38	2651	286	prochlorperazine	nausea	1.13	0.69	1.77	0.5588285	24	793	130	4842	286	prochlorperazine	nausea	0.29	1.33642748802547	0.18	0.1003414	0	0	0.263033	-0.51	0.16	0.001402152	891808
287	chlorothiazide	1.42	0.87	2.19	0.1151113	21	728	176490	8687100	287	chlorothiazide	hypertension	0.45	0.01	2.59	0.7281307	1	81	8634	315792	287	chlorothiazide	hypertension	43.8	83	0	0	28.4	1	0	6	1791	59834	287	chlorothiazide	hypertension	0	0	125.35	1	0	3	606	31371	287	chlorothiazide	hypertension	0	0	24.13	1	0	6	1385	39301	287	chlorothiazide	hypertension	-9.26	9.51553251447417e-05	107.41	0.9312832	-0.01	0	1.193183e-17	-0.61	0.05	2.110852e-35	8726728
288	chlorothiazide sodium	1.35	0.54	2.82	0.3741309	7	255	176504	8687573	288	chlorothiazide sodium	nuclear magnetic resonance imaging	0	0	12.3	1	0	6	496	7167	288	chlorothiazide sodium	nuclear magnetic resonance imaging	29.3	61.7	0	0	Inf	1	0	0	19	446	288	chlorothiazide sodium	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	4	253	288	chlorothiazide sodium	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	19	542	288	chlorothiazide sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	methylprednisolone	1.98	1.9	2.06	1.375166e-198	2498	62639	174013	8625189	289	methylprednisolone	rheumatoid arthritis	1.53	1.42	1.64	1.918609e-26	802	6942	32085	423958	289	methylprednisolone	rheumatoid arthritis	36	77	2.57	2.3	2.86	1.419025e-54	425	1695	10152	103868	289	methylprednisolone	rheumatoid arthritis	2.5	1.98	3.15	2.420732e-13	98	396	2255	22822	289	methylprednisolone	rheumatoid arthritis	2.71	2.41	3.03	2.173022e-54	384	1524	9122	97945	289	methylprednisolone	rheumatoid arthritis	0.98	2.66445624192942	0.05	2.286005e-79	0	0	0.8739778	0.06	0.02	0.02064057	81345468
290	triamcinolone	2.08	1.89	2.28	2.747475e-45	481	11406	176030	8676422	290	triamcinolone	psoriasis	1.01	0.74	1.36	0.9399852	47	1076	6692	155066	290	triamcinolone	psoriasis	29	74	0.61	0.28	1.18	0.1745836	9	312	1882	39794	290	triamcinolone	psoriasis	0.73	0.23	1.75	0.6910344	5	164	853	20471	290	triamcinolone	psoriasis	0.57	0.21	1.26	0.1999817	6	221	1247	26143	290	triamcinolone	psoriasis	-0.47	0.625002268282701	0.31	0.1243796	0	0	0.005323696	-0.13	0.05	0.003402048	8491108
291	tannic acid	0	0	5.02	1	0	38	176511	8687790	291	tannic acid	migraine	0	0	43.42	1	0	5	1032	40995	291	tannic acid	migraine	25.2	72	0	0	Inf	1	0	0	167	7255	291	tannic acid	migraine	0	0	Inf	1	0	0	27	1054	291	tannic acid	migraine	0	0	Inf	1	0	0	161	7305	291	tannic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	zinc acetate	0.53	0.06	1.96	0.5948216	2	184	176509	8687644	292	zinc acetate	hepato-lenticular degeneration	0	0	14.11	1	0	64	2	167	292	zinc acetate	hepato-lenticular degeneration	NA	NA	0	0	Inf	1	0	0	0	0	292	zinc acetate	hepato-lenticular degeneration	0	0	Inf	1	0	14	0	19	292	zinc acetate	hepato-lenticular degeneration	0	0	Inf	1	0	19	0	33	292	zinc acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	benzonatate	1.99	1.74	2.26	2.62789e-21	243	6024	176268	8681804	293	benzonatate	cough	1.55	1.03	2.26	0.03115881	32	1068	256	13235	293	benzonatate	cough	15.1	79.1	1.44	0.72	2.66	0.2246892	13	391	65	2806	293	benzonatate	cough	0.88	0.1	3.64	1	2	149	22	1444	293	benzonatate	cough	1.58	0.73	3.09	0.1698234	11	272	55	2145	293	benzonatate	cough	0.33	1.39096812846378	0.31	0.2762135	0	0	0.8325387	-0.59	0.24	0.01497279	841008
294	phenprocoumon	0.47	0.26	0.77	0.001566314	15	1576	176496	8686252	294	phenprocoumon	hypertension	0.15	0	0.85	0.02500043	1	242	8634	315631	294	phenprocoumon	hypertension	43.8	83	0	0	4.37	1	0	30	1791	59810	294	phenprocoumon	hypertension	0	0	10.51	1	0	20	606	31354	294	phenprocoumon	hypertension	0	0	7.92	1	0	15	1385	39292	294	phenprocoumon	hypertension	-9.8	5.54515994321769e-05	89.97	0.9132711	-0.01	0	1.418797e-17	-0.61	0.05	2.301912e-35	8726728
295	dextromethorphan	0.39	0.3	0.49	1.83597e-19	66	8390	176445	8679438	295	dextromethorphan	cough	0.22	0.06	0.57	0.0002104593	4	856	284	13447	295	dextromethorphan	cough	15.1	79.1	0.16	0	0.93	0.02812582	1	240	77	2957	295	dextromethorphan	cough	0.53	0.01	3.32	1	1	121	23	1472	295	dextromethorphan	cough	0.19	0	1.1	0.08878565	1	183	65	2234	295	dextromethorphan	cough	-1.29	0.275270783089752	0.72	0.07331869	0	0	0.7475142	-0.59	0.24	0.0139946	841008
296	furazolidone	4.61	0.9	14.75	0.03217938	3	32	176508	8687796	296	furazolidone	helicobacter infection	0	0	25.84	1	0	13	35	2637	296	furazolidone	helicobacter infection	19.6	71.2	0	0	27.16	1	0	9	11	516	296	furazolidone	helicobacter infection	0	0	Inf	1	0	0	5	233	296	furazolidone	helicobacter infection	0	0	27.24	1	0	10	8	403	296	furazolidone	helicobacter infection	-13.62	1.21593163161713e-06	1248.11	0.9912917	-0.02	0.02	0.3040842	0.08	0.58	0.8952049	86598
297	sodium polystyrene sulfonate	0.88	0.66	1.14	0.3752314	56	3147	176455	8684681	297	sodium polystyrene sulfonate	hypertension	0.1	0	0.54	0.00102863	1	376	8634	315497	297	sodium polystyrene sulfonate	hypertension	43.8	83	0.39	0.01	2.25	0.5232839	1	85	1790	59755	297	sodium polystyrene sulfonate	hypertension	0.82	0.02	4.76	1	1	63	605	31311	297	sodium polystyrene sulfonate	hypertension	0	0	2.98	0.6378564	0	37	1385	39270	297	sodium polystyrene sulfonate	hypertension	-0.97	0.379083038103399	1	0.3339392	-0.01	0	1.189302e-17	-0.61	0.05	2.479479e-35	8726728
