results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
589	xenon xe-133	0	0	1450.07	1	0	2	32604	8831733	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133		NA	NA	0	0	Inf	1	0	0	0	0	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
592	technetium tc-99m sodium pertechnetate	0	0	1450.07	1	0	2	32604	8831733	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	37	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	NA	NA	0	0	Inf	1	0	0	0	0	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	3	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	0	0	5	592	technetium tc-99m sodium pertechnetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
593	mebutamate	0	0	667.75	1	0	3	32604	8831732	593	mebutamate	myelodysplastic syndrome	0	0	16384	1	0	2	12	24499	593	mebutamate	myelodysplastic syndrome	66.4	74.3	0	0	Inf	1	0	0	0	1339	593	mebutamate	myelodysplastic syndrome	0	0	Inf	1	0	0	0	2747	593	mebutamate	myelodysplastic syndrome	0	0	Inf	1	0	0	2	2248	593	mebutamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
594	trimethoprim	0.91	0.79	1.03	0.1526868	217	64888	32387	8766847	594	trimethoprim	hiv infection	1.01	0.58	1.64	1	18	5595	170	53108	594	trimethoprim	hiv infection	14.8	58.7	0.63	0.02	3.83	1	1	363	31	7139	594	trimethoprim	hiv infection	0.63	0.02	3.84	1	1	300	29	5494	594	trimethoprim	hiv infection	0	0	17.32	1	0	135	7	3337	594	trimethoprim	hiv infection	-0.66	0.516851334491699	1.02	0.5184435	-0.01	0.01	0.1774447	1.07	0.43	0.01268195	893038
595	magnesium chloride	0.08	0	0.45	0.0001366498	1	3324	32603	8828411	595	magnesium chloride	peritoneal dialysis	0	0	86.73	1	0	488	12	117220	595	magnesium chloride	peritoneal dialysis	64	72.9	0	0	Inf	1	0	0	0	3966	595	magnesium chloride	peritoneal dialysis	0	0	Inf	1	0	0	2	10133	595	magnesium chloride	peritoneal dialysis	0	0	Inf	1	0	0	0	8947	595	magnesium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	sodium gluconate	0	0	1.28	0.1279002	0	784	32604	8830951	596	sodium gluconate	peritoneal dialysis	0	0	88.75	1	0	477	12	117231	596	sodium gluconate	peritoneal dialysis	64	72.9	0	0	Inf	1	0	0	0	3966	596	sodium gluconate	peritoneal dialysis	0	0	Inf	1	0	0	2	10133	596	sodium gluconate	peritoneal dialysis	0	0	Inf	1	0	0	0	8947	596	sodium gluconate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
597	silver sulfadiazine	0.79	0.16	2.31	1	3	1029	32601	8830706	597	silver sulfadiazine	pain	1.65	0.2	6.08	0.344528	2	146	1620	195185	597	silver sulfadiazine	pain	27	83	5.95	0.7	22.93	0.04795938	2	47	273	38192	597	silver sulfadiazine	pain	9.56	1.09	38.67	0.02129029	2	28	116	15535	597	silver sulfadiazine	pain	0	0	18.62	1	0	30	193	27224	597	silver sulfadiazine	pain	1.53	4.61817682229978	0.72	0.03447732	-0.01	0	0.0007737208	0.08	0.12	0.5074923	8431288
598	magnesium acetate tetrahydrate	0	0	9.5	1	0	107	32604	8831628	598	magnesium acetate tetrahydrate	off label use	0	0	78.28	1	0	20	37	13701	598	magnesium acetate tetrahydrate	off label use	18.8	82.7	0	0	Inf	1	0	0	8	2755	598	magnesium acetate tetrahydrate	off label use	0	0	Inf	1	0	0	3	1210	598	magnesium acetate tetrahydrate	off label use	0	0	Inf	1	0	0	7	2083	598	magnesium acetate tetrahydrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
599	metolazone	1.02	0.7	1.46	0.8552135	31	8197	32573	8823538	599	metolazone	pulmonary arterial hypertension	1.78	0.04	10.43	0.4353676	1	1055	46	86283	599	metolazone	pulmonary arterial hypertension	17.5	73	0	0	13.61	1	0	367	20	24562	599	metolazone	pulmonary arterial hypertension	0	0	63.83	1	0	149	5	8659	599	metolazone	pulmonary arterial hypertension	3.64	0.09	22.91	0.2494627	1	359	20	26155	599	metolazone	pulmonary arterial hypertension	1.08	2.94467955106552	1.02	0.2927065	-0.01	0.01	0.1572276	-0.35	0.5	0.4815314	8353488
600	dydrogesterone	4.23	0.51	15.6	0.08336581	2	128	32602	8831607	600	dydrogesterone	drug exposure during pregnancy	0	0	77.5	1	0	5	91	6388	600	dydrogesterone	drug exposure during pregnancy	NA	NA	0	0	Inf	1	0	0	0	0	600	dydrogesterone	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	600	dydrogesterone	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	600	dydrogesterone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
601	azathioprine sodium	0.34	0.25	0.45	1.92504e-19	47	37807	32557	8793928	601	azathioprine sodium	crohn s disease	0.65	0.3	1.23	0.2186901	10	14483	143	134153	601	azathioprine sodium	crohn s disease	15.8	64.5	0.27	0.01	1.57	0.2591113	1	2616	42	29260	601	azathioprine sodium	crohn s disease	0.69	0.02	4.48	1	1	1167	16	12962	601	azathioprine sodium	crohn s disease	0.38	0.01	2.3	0.5122863	1	1876	31	22294	601	azathioprine sodium	crohn s disease	-0.7	0.49658530379141	0.72	0.3352921	0	0.01	0.6537916	-0.08	0.3	0.7840593	8383488
602	dopamine	0.43	0.19	0.86	0.009933522	8	4994	32596	8826741	602	dopamine	prophylaxis	0	0	3.98	1	0	343	285	104202	602	dopamine	prophylaxis	26.7	79	0	0	27.35	1	0	48	69	23023	602	dopamine	prophylaxis	0	0	36.93	1	0	35	43	13732	602	dopamine	prophylaxis	0	0	63.52	1	0	27	35	14498	602	dopamine	prophylaxis	-11.7	8.29381916075737e-06	501.93	0.9813965	0	0.01	0.8488242	0.26	0.23	0.2493448	8283708
604	clonidine	2.31	2.06	2.58	2.686089e-38	314	37066	32290	8794669	604	clonidine	hypertension	0.68	0.42	1.06	0.1077344	20	7899	1166	315423	604	clonidine	hypertension	42	82.9	0.61	0.12	1.81	0.641496	3	1276	234	60645	604	clonidine	hypertension	0	0	2.2	0.4200117	0	527	102	31351	604	clonidine	hypertension	0.73	0.15	2.19	0.8019276	3	992	163	39534	604	clonidine	hypertension	-0.72	0.486752255959972	0.58	0.2146661	-0.02	0	2.440523e-06	-0.27	0.13	0.03456896	8726728
605	copper	0.47	0.26	0.79	0.002272527	14	8079	32590	8823656	605	copper	contraception	0.38	0.16	0.76	0.00293223	8	6799	462	149366	605	copper	contraception	17	44.9	0.52	0.18	1.18	0.1405659	6	3702	77	24568	605	copper	contraception	0	0	Inf	1	0	0	0	22	605	copper	contraception	0.46	0.16	1.03	0.06391535	6	3916	90	26832	605	copper	contraception	-0.81	0.444858066222941	0.42	0.05650095	0.02	0.01	0.1338465	-10.82	508.47	0.9830267	8308668
606	prazepam	4.55	2.77	7.06	5.174916e-08	20	1191	32584	8830544	606	prazepam	depression	0.71	0.08	2.6	1	2	159	3618	203377	606	prazepam	depression	19	72.9	0	0	75.17	1	0	4	603	29881	606	prazepam	depression	0	0	284.75	1	0	2	204	10878	606	prazepam	depression	0	0	59.74	1	0	5	469	25581	606	prazepam	depression	-9.34	8.78394360868463e-05	201.35	0.9630044	-0.02	0	3.132673e-20	-0.01	0.08	0.8866468	8371398
607	carmustine	0.58	0.19	1.36	0.301282	5	2333	32599	8829402	607	carmustine	non-hodgkin s lymphoma	0	0	20.54	1	0	227	11	11630	607	carmustine	non-hodgkin s lymphoma	48	71.5	0	0	Inf	1	0	26	0	932	607	carmustine	non-hodgkin s lymphoma	0	0	Inf	1	0	36	0	1032	607	carmustine	non-hodgkin s lymphoma	0	0	321.55	1	0	14	2	816	607	carmustine	non-hodgkin s lymphoma	-16.12	9.98097463080468e-08	9682.53	0.9986716	-0.01	0.04	0.7987847	-17.52	2415.35	0.9942137	819008
608	pilocarpine	2.86	1.92	4.09	7.33288e-07	30	2847	32574	8828888	608	pilocarpine	rheumatoid arthritis	0	0	8.26	1	0	463	450	462874	608	pilocarpine	rheumatoid arthritis	38	77.7	0	0	29.22	1	0	120	125	115253	608	pilocarpine	rheumatoid arthritis	0	0	588.45	1	0	9	23	25539	608	pilocarpine	rheumatoid arthritis	0	0	27.79	1	0	124	120	108731	608	pilocarpine	rheumatoid arthritis	-10.73	2.18786343020052e-05	342.55	0.9750088	-0.01	0.01	0.01255893	-0.18	0.23	0.44183	81345468
609	dinoprost tromethamine	0	0	9067.65	1	0	1	32604	8831734	609	dinoprost tromethamine		0	0	Inf	1	0	0	0	0	609	dinoprost tromethamine		NA	NA	0	0	Inf	1	0	0	0	0	609	dinoprost tromethamine		0	0	Inf	1	0	0	0	0	609	dinoprost tromethamine		0	0	Inf	1	0	0	0	0	609	dinoprost tromethamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
610	prazosin	1.19	0.68	1.93	0.4927108	16	3656	32588	8828079	610	prazosin	hypertension	1.13	0.23	3.31	0.7523758	3	726	1183	322596	610	prazosin	hypertension	42	82.9	0	0	9.13	1	0	108	237	61813	610	prazosin	hypertension	0	0	15.36	1	0	78	102	31800	610	prazosin	hypertension	0	0	15.1	1	0	62	166	40464	610	prazosin	hypertension	-11.06	1.57290694547894e-05	201.32	0.9562035	-0.02	0	2.757035e-06	-0.26	0.13	0.0380664	8726728
611	dantrolene sodium	6.49	4.26	9.5	1.106164e-13	27	1127	32577	8830608	611	dantrolene sodium	multiple sclerosis	29.95	15.96	51.86	3.501615e-16	14	157	1302	437229	611	dantrolene sodium	multiple sclerosis	26	67.2	0	0	66.2	1	0	17	221	59944	611	dantrolene sodium	multiple sclerosis	0	0	208.66	1	0	6	59	14219	611	dantrolene sodium	multiple sclerosis	0	0	92.56	1	0	13	189	52865	611	dantrolene sodium	multiple sclerosis	-8.92	0.0001336882447914	202.26	0.9648347	-0.01	0	0.01007701	0.14	0.15	0.3354442	8673518
612	disopyramide phosphate	0	0	1.19	0.08329278	0	843	32604	8830892	612	disopyramide phosphate	atrial fibrillation	0	0	13.84	1	0	177	172	111868	612	disopyramide phosphate	atrial fibrillation	50.5	90.9	0	0	81.18	1	0	32	58	37328	612	disopyramide phosphate	atrial fibrillation	0	0	355.47	1	0	10	29	22090	612	disopyramide phosphate	atrial fibrillation	0	0	76.49	1	0	27	36	17964	612	disopyramide phosphate	atrial fibrillation	-10.24	3.57128496416352e-05	393.71	0.9792565	0	0.01	0.8171758	-0.42	0.25	0.09597245	8401568
613	miconazole nitrate	1.31	0.57	2.59	0.4119611	8	1652	32596	8830083	613	miconazole nitrate	vulvovaginal mycotic infection	Inf	0.07	Inf	0.265618	1	590	0	1634	613	miconazole nitrate	vulvovaginal mycotic infection	NA	NA	0	0	Inf	1	0	0	0	0	613	miconazole nitrate	vulvovaginal mycotic infection	0	0	Inf	1	0	0	0	5	613	miconazole nitrate	vulvovaginal mycotic infection	0	0	Inf	1	0	172	0	365	613	miconazole nitrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
614	technetium tc-99m etidronate kit	0	0	1450.07	1	0	2	32604	8831733	614	technetium tc-99m etidronate kit	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	450	463336	614	technetium tc-99m etidronate kit	rheumatoid arthritis	38	77.7	0	0	Inf	1	0	0	125	115373	614	technetium tc-99m etidronate kit	rheumatoid arthritis	0	0	Inf	1	0	0	23	25548	614	technetium tc-99m etidronate kit	rheumatoid arthritis	0	0	Inf	1	0	0	120	108855	614	technetium tc-99m etidronate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
615	technetium tc-99m sulfur colloid	0	0	39.7	1	0	27	32604	8831708	615	technetium tc-99m sulfur colloid	lymphatic mapping	0	0	Inf	1	0	7	0	132	615	technetium tc-99m sulfur colloid	lymphatic mapping	NA	NA	0	0	Inf	1	0	0	0	0	615	technetium tc-99m sulfur colloid	lymphatic mapping	0	0	Inf	1	0	0	0	10	615	technetium tc-99m sulfur colloid	lymphatic mapping	0	0	Inf	1	0	7	0	40	615	technetium tc-99m sulfur colloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
616	ibuprofen	1.79	1.68	1.91	1.05355e-59	965	147879	31639	8683856	616	ibuprofen	pain	1.29	1.1	1.51	0.001413967	188	17991	1434	177340	616	ibuprofen	pain	27	83	1.06	0.69	1.58	0.7578472	28	3680	247	34559	616	ibuprofen	pain	0.73	0.31	1.5	0.5172979	8	1404	110	14159	616	ibuprofen	pain	1.2	0.75	1.85	0.4097947	24	2879	169	24375	616	ibuprofen	pain	-0.03	0.970445533548508	0.19	0.8650072	-0.01	0	0.0007431859	0.08	0.12	0.4933243	8431288
617	terbutaline	1.63	1.1	2.34	0.01331615	30	4977	32574	8826758	617	terbutaline	asthma	0.34	0.04	1.23	0.1401416	2	1066	566	101784	617	terbutaline	asthma	7	65.8	0	0	4.71	1	0	163	69	13811	617	terbutaline	asthma	0	0	10.86	1	0	75	31	6299	617	terbutaline	asthma	0	0	7.14	1	0	164	49	14807	617	terbutaline	asthma	-12.99	2.28304609518647e-06	405.87	0.9744697	-0.04	0.01	1.662181e-14	0.11	0.24	0.6362385	8214258
618	pimozide	1.37	0.28	4.03	0.4859169	3	592	32601	8831143	618	pimozide	psychotic disorder	0	0	10.59	1	0	33	167	14797	618	pimozide	psychotic disorder	12.6	64.6	0	0	153.93	1	0	3	34	2119	618	pimozide	psychotic disorder	0	0	2018.62	1	0	1	27	1442	618	pimozide	psychotic disorder	0	0	563.59	1	0	2	11	1124	618	pimozide	psychotic disorder	-10.99	1.68695556737774e-05	832.79	0.989467	-0.02	0.01	0.07061665	0.57	0.36	0.1170135	826078
619	gallium citrate ga-67	0	0	187.86	1	0	7	32604	8831728	619	gallium citrate ga-67	scan gallium	0	0	Inf	1	0	3	0	0	619	gallium citrate ga-67	scan gallium	NA	NA	0	0	Inf	1	0	0	0	0	619	gallium citrate ga-67	scan gallium	0	0	Inf	1	0	0	0	0	619	gallium citrate ga-67	scan gallium	0	0	Inf	1	0	0	0	0	619	gallium citrate ga-67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
620	mebendazole	1.02	0.12	3.72	0.7229576	2	529	32602	8831206	620	mebendazole	intentional self-injury	0	0	48.6	1	0	11	8	804	620	mebendazole	intentional self-injury	22.5	51	0	0	Inf	1	0	0	1	221	620	mebendazole	intentional self-injury	0	0	Inf	1	0	0	2	116	620	mebendazole	intentional self-injury	0	0	87.81	1	0	8	3	262	620	mebendazole	intentional self-injury	-14.31	6.09882208039594e-07	2306.07	0.9950484	-0.01	0.03	0.7735071	0.44	0.93	0.6331733	83918
621	potassium phosphate, monobasic	0	0	54.88	1	0	20	32604	8831715	621	potassium phosphate, monobasic	induction of anaesthesia	0	0	1081.42	1	0	9	3	3675	621	potassium phosphate, monobasic	induction of anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	621	potassium phosphate, monobasic	induction of anaesthesia	0	0	Inf	1	0	0	0	302	621	potassium phosphate, monobasic	induction of anaesthesia	0	0	Inf	1	0	0	0	355	621	potassium phosphate, monobasic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
622	potassium phosphate, dibasic	0	0	187.86	1	0	7	32604	8831728	622	potassium phosphate, dibasic	prophylaxis of nausea and vomiting	0	0	2240.03	1	0	3	10	8416	622	potassium phosphate, dibasic	prophylaxis of nausea and vomiting	68	68	0	0	Inf	1	0	0	0	0	622	potassium phosphate, dibasic	prophylaxis of nausea and vomiting	0	0	Inf	1	0	0	0	1027	622	potassium phosphate, dibasic	prophylaxis of nausea and vomiting	0	0	Inf	1	0	0	1	1324	622	potassium phosphate, dibasic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
623	calcitonin salmon	2.12	1.44	2.99	0.0001418805	32	4100	32572	8827635	623	calcitonin salmon	osteoporosis	4.42	2.39	7.53	7.790007e-06	14	1399	373	164702	623	calcitonin salmon	osteoporosis	52.1	86.5	0	0	35.07	1	0	39	77	26599	623	calcitonin salmon	osteoporosis	0	0	2135.24	1	0	8	2	2956	623	calcitonin salmon	osteoporosis	0	0	36.84	1	0	35	85	27635	623	calcitonin salmon	osteoporosis	-10.62	2.44226396829177e-05	361.26	0.9765505	-0.02	0.01	0.01216268	-1.58	0.72	0.0273659	8307218
624	glyburide	0.76	0.61	0.93	0.005696598	93	33291	32511	8798444	624	glyburide	diabetes mellitus	1.82	1.1	2.85	0.01433209	20	6983	375	237847	624	glyburide	diabetes mellitus	43.9	81.6	0.78	0.02	4.45	1	1	780	83	50197	624	glyburide	diabetes mellitus	0	0	5.67	1	0	416	48	29420	624	glyburide	diabetes mellitus	1.36	0.03	8.01	0.5258707	1	457	45	27980	624	glyburide	diabetes mellitus	-0.34	0.71177032276261	1.01	0.737874	-0.01	0.01	0.4873869	-0.01	0.21	0.9708233	8583678
625	calcium	0.71	0.66	0.76	2.979742e-24	823	310242	31781	8521493	625	calcium	peritoneal dialysis	1.13	0.3	5.11	1	8	75312	4	42396	625	calcium	peritoneal dialysis	64	72.9	0	0	Inf	1	0	3336	0	630	625	calcium	peritoneal dialysis	Inf	0.05	Inf	1	2	8049	0	2084	625	calcium	peritoneal dialysis	0	0	Inf	1	0	7415	0	1532	625	calcium	peritoneal dialysis	17.47	38647784.1431601	5406.24	0.9974221	0.03	0.05	0.5322221	17.91	3615.03	0.996048	8190828
626	meglumine	1.64	0.2	5.96	0.3464711	2	331	32602	8831404	626	meglumine	nuclear magnetic resonance imaging	15.62	0.35	116.51	0.06948597	1	54	9	7605	626	meglumine	nuclear magnetic resonance imaging	34.8	60.5	0	0	Inf	1	0	0	4	390	626	meglumine	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	1	256	626	meglumine	nuclear magnetic resonance imaging	Inf	2.85	Inf	0.008912656	1	0	4	556	626	meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
629	loxapine succinate	1.15	0.03	6.49	0.5808999	1	235	32603	8831500	629	loxapine succinate	bipolar disorder	0	0	10.59	1	0	27	745	53754	629	loxapine succinate	bipolar disorder	15.4	68.5	0	0	Inf	1	0	0	104	6452	629	loxapine succinate	bipolar disorder	0	0	Inf	1	0	0	43	2857	629	loxapine succinate	bipolar disorder	0	0	Inf	1	0	0	73	4715	629	loxapine succinate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
630	trimethobenzamide	6.36	3.97	9.69	2.858349e-11	22	937	32582	8830798	630	trimethobenzamide	nausea	14.39	6.32	28.86	3.985228e-08	9	140	140	31343	630	trimethobenzamide	nausea	28.2	68	0	0	36.73	1	0	18	36	5563	630	trimethobenzamide	nausea	0	0	266.84	1	0	7	10	3374	630	trimethobenzamide	nausea	0	0	37	1	0	20	33	5736	630	trimethobenzamide	nausea	-12.11	5.50419516062203e-06	756.03	0.9872173	-0.02	0.01	0.005409758	-0.59	0.36	0.1007175	891808
631	clonazepam	3.56	3.35	3.78	1.101008e-270	1147	89512	31457	8742223	631	clonazepam	depression	1.18	1.03	1.34	0.01629293	252	12177	3368	191359	631	clonazepam	depression	19	72.9	0.87	0.6	1.22	0.4621569	36	2037	567	27848	631	clonazepam	depression	0.97	0.45	1.83	1	10	551	194	10329	631	clonazepam	depression	0.87	0.57	1.29	0.5712267	27	1676	442	23910	631	clonazepam	depression	-0.08	0.923116346386636	0.17	0.6517837	-0.02	0	3.574443e-20	-0.01	0.08	0.8765097	8371398
632	butalbital	1.2	0.79	1.74	0.3410634	27	6111	32577	8825624	632	butalbital	migraine	0.83	0.33	1.73	0.8598195	7	968	356	40701	632	butalbital	migraine	24	62.8	1.37	0.16	5.25	0.659659	2	139	67	6390	632	butalbital	migraine	0	0	120.2	1	0	22	3	1056	632	butalbital	migraine	1.17	0.14	4.43	0.691204	2	172	72	7220	632	butalbital	migraine	0.14	1.15027379885723	0.72	0.8489141	0	0.01	0.682006	-1.28	0.59	0.02976609	885478
633	probucol	0	0	3.1	0.6375315	0	324	32604	8831411	633	probucol	cerebral infarction	0	0	223.64	1	0	106	2	4430	633	probucol	cerebral infarction	77.8	77.8	0	0	Inf	1	0	0	0	0	633	probucol	cerebral infarction	0	0	273.88	1	0	57	1	401	633	probucol	cerebral infarction	0	0	Inf	1	0	30	0	282	633	probucol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
634	betamethasone dipropionate	1.29	0.79	2	0.2495892	20	4193	32584	8827542	634	betamethasone dipropionate	psoriasis	5.73	2.26	12.12	0.0003195348	7	1217	162	161495	634	betamethasone dipropionate	psoriasis	26.7	73.2	0	0	12.24	1	0	312	43	42373	634	betamethasone dipropionate	psoriasis	0	0	21.48	1	0	153	26	21314	634	betamethasone dipropionate	psoriasis	0	0	23.66	1	0	203	23	27391	634	betamethasone dipropionate	psoriasis	-12.64	3.23979662562167e-06	567.4	0.9822213	-0.01	0.01	0.1208157	0.37	0.29	0.1934075	8491108
635	technetium tc-99m pyrophosphate kit	0	0	108.22	1	0	11	32604	8831724	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	5	0	33	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	NA	NA	0	0	Inf	1	0	0	0	0	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	1	0	3	635	technetium tc-99m pyrophosphate kit	multiple gated acquisition scan	0	0	Inf	1	0	2	0	3	635	technetium tc-99m pyrophosphate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
636	maprotiline	2.14	0.92	4.22	0.03794069	8	1015	32596	8830720	636	maprotiline	depression	0.62	0.17	1.61	0.543556	4	361	3616	203175	636	maprotiline	depression	19	72.9	0	0	7.89	1	0	25	603	29860	636	maprotiline	depression	0	0	58.55	1	0	5	204	10875	636	maprotiline	depression	0	0	8.7	1	0	25	469	25561	636	maprotiline	depression	-10.5	2.75364493497472e-05	160.54	0.9478301	-0.02	0	3.151548e-20	-0.01	0.08	0.8815295	8371398
637	sodium nitroprusside	0	0	1.84	0.2774076	0	544	32604	8831191	637	sodium nitroprusside	coronary artery bypass	0	0	17.96	1	0	182	7	4677	637	sodium nitroprusside	coronary artery bypass	NA	NA	0	0	Inf	1	0	0	0	0	637	sodium nitroprusside	coronary artery bypass	0	0	Inf	1	0	0	0	193	637	sodium nitroprusside	coronary artery bypass	0	0	Inf	1	0	0	0	38	637	sodium nitroprusside	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
638	potassium perchlorate	0	0	38.16	1	0	28	32604	8831707	638	potassium perchlorate	neuroblastoma	0	0	Inf	1	0	11	0	1116	638	potassium perchlorate	neuroblastoma	NA	NA	0	0	Inf	1	0	0	0	0	638	potassium perchlorate	neuroblastoma	0	0	Inf	1	0	0	0	135	638	potassium perchlorate	neuroblastoma	0	0	Inf	1	0	0	0	103	638	potassium perchlorate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
639	carbidopa	1.95	1.65	2.29	1.235114e-13	151	20990	32453	8810745	639	carbidopa	parkinson s disease	1.57	1.14	2.16	0.005632338	80	11069	81	17566	639	carbidopa	parkinson s disease	58.8	83.4	1.12	0.38	2.96	0.8152447	7	1797	14	4010	639	carbidopa	parkinson s disease	0.96	0.21	3.43	1	4	1338	9	2879	639	carbidopa	parkinson s disease	0.74	0.13	2.98	0.7646993	3	952	9	2118	639	carbidopa	parkinson s disease	-0.16	0.852143788966211	0.45	0.7180247	0	0.02	0.9536394	-0.24	0.4	0.5573458	873128
640	halcinonide	0	0	11.88	1	0	86	32604	8831649	640	halcinonide	psoriasis	0	0	108.34	1	0	35	169	162677	640	halcinonide	psoriasis	26.7	73.2	0	0	461.83	1	0	10	43	42675	640	halcinonide	psoriasis	0	0	942.76	1	0	5	26	21462	640	halcinonide	psoriasis	0	0	901.39	1	0	7	23	27587	640	halcinonide	psoriasis	-8.64	0.000176886902242567	417.62	0.9834912	-0.01	0.01	0.1203457	0.37	0.29	0.1931161	8491108
641	danazol	0	0	0.63	0.005689145	0	1588	32604	8830147	641	danazol	idiopathic thrombocytopenic purpura	0	0	11.74	1	0	481	10	12620	641	danazol	idiopathic thrombocytopenic purpura	NA	NA	0	0	Inf	1	0	0	0	0	641	danazol	idiopathic thrombocytopenic purpura	0	0	Inf	1	0	0	0	0	641	danazol	idiopathic thrombocytopenic purpura	0	0	Inf	1	0	0	0	0	641	danazol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
642	albuterol	1.28	1.19	1.37	3.160733e-11	810	172547	31794	8659188	642	albuterol	asthma	0.86	0.72	1.03	0.09775446	191	38117	377	64733	642	albuterol	asthma	7	65.8	1.19	0.71	1.96	0.5415181	32	5891	37	8083	642	albuterol	asthma	2.48	1.15	5.51	0.01376759	18	2284	13	4090	642	albuterol	asthma	0.74	0.38	1.39	0.380845	16	5923	33	9048	642	albuterol	asthma	0.17	1.18530485132037	0.23	0.4636141	-0.04	0.01	1.9215e-14	0.12	0.24	0.6183932	8214258
643	colestipol	0.56	0.15	1.44	0.3431053	4	1929	32600	8829806	643	colestipol	crohn s disease	2.3	0.06	13.08	0.3545953	1	424	152	148212	643	colestipol	crohn s disease	15.8	64.5	0	0	31.55	1	0	92	43	31784	643	colestipol	crohn s disease	0	0	91.23	1	0	39	17	14090	643	colestipol	crohn s disease	0	0	37.1	1	0	81	32	24089	643	colestipol	crohn s disease	-11.96	6.39496241626996e-06	595.3	0.9839749	0	0.01	0.6151901	-0.08	0.3	0.778115	8383488
644	sulfacytine	0	0	9067.65	1	0	1	32604	8831734	644	sulfacytine	elevated mood	0	0	1111.38	1	0	1	2	57	644	sulfacytine	elevated mood	16	16	0	0	Inf	1	0	0	0	0	644	sulfacytine	elevated mood	0	0	155.62	1	0	1	1	3	644	sulfacytine	elevated mood	0	0	Inf	1	0	0	0	1	644	sulfacytine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
