results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
684	dimethyl sulfoxide	0	0	11.22	1	0	104	28442	8835793	684	dimethyl sulfoxide	stem cell transplant	0	0	15081.47	1	0	12	1	6070	684	dimethyl sulfoxide	stem cell transplant	NA	NA	0	0	Inf	1	0	0	0	0	684	dimethyl sulfoxide	stem cell transplant	0	0	Inf	1	0	0	0	411	684	dimethyl sulfoxide	stem cell transplant	0	0	Inf	1	0	1	0	248	684	dimethyl sulfoxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
685	lorazepam	3.69	3.47	3.92	4.3e-278	1127	97681	27315	8738216	685	lorazepam	anxiety	0.81	0.71	0.91	0.00049	299	12312	2369	78848	685	lorazepam	anxiety	23	69.7	0.51	0.36	0.71	1.7e-05	40	2407	460	14197	685	lorazepam	anxiety	0.39	0.18	0.74	0.0018	10	1062	137	5636	685	lorazepam	anxiety	0.53	0.37	0.76	0.00017	35	2283	375	13081	685	lorazepam	anxiety	-0.6	0.548811636094027	0.16	0	-0.02	0	0	-0.21	0.1	0.03
686	thallous chloride tl-201	0	0	25.95	1	0	46	28442	8835851	686	thallous chloride tl-201	cardiac stress test	0	0	3203.03	1	0	11	1	950	686	thallous chloride tl-201	cardiac stress test	NA	NA	0	0	Inf	1	0	0	0	0	686	thallous chloride tl-201	cardiac stress test	0	0	Inf	1	0	0	0	69	686	thallous chloride tl-201	cardiac stress test	0	0	Inf	1	0	0	0	89	686	thallous chloride tl-201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
687	dinoprostone	0	0	1.57	0.18	0	730	28442	8835167	687	dinoprostone	labour induction	0	0	Inf	1	0	383	0	564	687	dinoprostone	labour induction	NA	NA	0	0	Inf	1	0	0	0	0	687	dinoprostone	labour induction	0	0	Inf	1	0	2	0	35	687	dinoprostone	labour induction	0	0	Inf	1	0	22	0	103	687	dinoprostone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
688	dobutamine	0.4	0.13	0.93	0.032	5	3896	28437	8832001	688	dobutamine	cardiac failure	0	0	19.69	1	0	263	12	14306	688	dobutamine	cardiac failure	44.9	78.4	0	0	411.72	1	0	14	3	2267	688	dobutamine	cardiac failure	0	0	783.43	1	0	16	2	2270	688	dobutamine	cardiac failure	0	0	344.73	1	0	11	3	1469	688	dobutamine	cardiac failure	-13.35	1.59282721194051e-06	1997.2	0.99	-0.02	0.02	0.24	-0.83	0.92	0.36
689	cyclobenzaprine	3.13	2.83	3.46	1.5e-81	401	40163	28041	8795734	689	cyclobenzaprine	pain	3.17	2.61	3.84	2e-25	122	6291	1157	189383	689	cyclobenzaprine	pain	24.5	74.3	2	1.14	3.31	0.014	17	1540	178	32302	689	cyclobenzaprine	pain	1.46	0.17	5.57	0.65	2	418	50	15211	689	cyclobenzaprine	pain	2.08	1.13	3.56	0.013	15	1250	150	26032	689	cyclobenzaprine	pain	0.64	1.89648087930495	0.25	0.01	-0.02	0	0	-0.56	0.16	0
690	etidronate disodium	0.54	0.06	1.94	0.6	2	1159	28440	8834738	690	etidronate disodium	rheumatoid arthritis	0	0	6.77	1	0	471	539	462777	690	etidronate disodium	rheumatoid arthritis	25.2	73	0	0	4842.65	1	0	2	137	114667	690	etidronate disodium	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	15	25555	690	etidronate disodium	rheumatoid arthritis	0	0	4459.94	1	0	2	140	108833	690	etidronate disodium	rheumatoid arthritis	-7.14	0.000792752096466469	295.32	0.98	-0.02	0.01	0	-0.74	0.27	0.01
695	technetium tc-99m albumin aggregated	0	0	10187.45	1	0	1	28442	8835896	695	technetium tc-99m albumin aggregated	pulmonary embolism	0	0	16384	1	0	1	19	14944	695	technetium tc-99m albumin aggregated	pulmonary embolism	30.5	39.4	0	0	Inf	1	0	0	0	389	695	technetium tc-99m albumin aggregated	pulmonary embolism	0	0	Inf	1	0	0	0	2677	695	technetium tc-99m albumin aggregated	pulmonary embolism	0	0	Inf	1	0	0	2	3533	695	technetium tc-99m albumin aggregated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
696	baclofen	1.24	1.08	1.41	0.0019	229	57692	28213	8778205	696	baclofen	multiple sclerosis	1.15	0.86	1.51	0.33	53	15577	1249	421823	696	baclofen	multiple sclerosis	27	66	1.05	0.58	1.77	0.79	15	3649	212	53997	696	baclofen	multiple sclerosis	0.87	0.1	3.4	1	2	931	33	13318	696	baclofen	multiple sclerosis	1.07	0.59	1.81	0.78	15	3354	207	49491	696	baclofen	multiple sclerosis	0.12	1.12749685157938	0.25	0.63	-0.02	0	0	-0.54	0.18	0
697	metoclopramide	1.2	1.05	1.37	0.0084	220	57016	28222	8778881	697	metoclopramide	nausea	2.33	1.63	3.29	4.1e-06	47	4463	122	27000	697	metoclopramide	nausea	25	67.8	0	0	1.34	0.1	0	634	24	5109	697	metoclopramide	nausea	0	0	10.62	1	0	424	4	2963	697	metoclopramide	nausea	0.77	0.09	3.15	1	2	582	23	5182	697	metoclopramide	nausea	-0.36	0.697676326071031	0.73	0.62	-0.03	0.01	0	-1.21	0.54	0.02
698	desoximetasone	5.14	2.65	9.04	6.9e-06	12	725	28430	8835172	698	desoximetasone	psoriasis	0	0	21.62	1	0	144	197	162540	698	desoximetasone	psoriasis	23.8	67.9	0	0	58.25	1	0	50	54	39706	698	desoximetasone	psoriasis	0	0	116.96	1	0	35	22	21436	698	desoximetasone	psoriasis	0	0	77.47	1	0	36	40	27541	698	desoximetasone	psoriasis	-10.83	1.97966069719794e-05	467.6	0.98	-0.01	0.01	0.08	-0.35	0.27	0.19
699	butorphanol tartrate	1.27	0.55	2.51	0.42	8	1954	28434	8833943	699	butorphanol tartrate	migraine	0.98	0.27	2.56	1	4	530	316	41182	699	butorphanol tartrate	migraine	20	63.6	0	0	34.13	1	0	15	58	6913	699	butorphanol tartrate	migraine	0	0	Inf	1	0	0	5	1076	699	butorphanol tartrate	migraine	0	0	24.95	1	0	19	65	7382	699	butorphanol tartrate	migraine	-11.7	8.29381916075737e-06	548.53	0.98	-0.02	0.01	0.01	-0.67	0.47	0.15
700	fluorescein sodium	0	0	2.75	0.65	0	418	28442	8835479	700	fluorescein sodium	angiogram retina	0	0	Inf	1	0	100	0	85	700	fluorescein sodium	angiogram retina	NA	NA	0	0	Inf	1	0	0	0	0	700	fluorescein sodium	angiogram retina	0	0	Inf	1	0	10	0	11	700	fluorescein sodium	angiogram retina	0	0	Inf	1	0	3	0	1	700	fluorescein sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
701	metyrosine	0	0	111.45	1	0	12	28442	8835885	701	metyrosine	phaeochromocytoma	0	0	Inf	1	0	5	0	116	701	metyrosine	phaeochromocytoma	NA	NA	0	0	Inf	1	0	0	0	0	701	metyrosine	phaeochromocytoma	0	0	Inf	1	0	0	0	15	701	metyrosine	phaeochromocytoma	0	0	Inf	1	0	0	0	11	701	metyrosine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
702	scopolamine	1.73	1.03	2.74	0.028	18	3227	28424	8832670	702	scopolamine	nausea	1.57	0.32	4.72	0.45	3	357	166	31106	702	scopolamine	nausea	25	67.8	10.36	1.94	35.76	0.0044	3	78	21	5665	702	scopolamine	nausea	0	0	129.52	1	0	40	4	3347	702	scopolamine	nausea	9.55	1.8	32.76	0.0054	3	81	22	5683	702	scopolamine	nausea	1.9	6.68589444227927	0.62	0	-0.03	0.01	0	-1.24	0.54	0.02
703	triazolam	1.68	1.21	2.27	0.0018	42	7772	28400	8828125	703	triazolam	insomnia	0.57	0.27	1.06	0.085	10	1737	688	68096	703	triazolam	insomnia	28	76	0.49	0.01	2.79	0.73	1	182	128	11304	703	triazolam	insomnia	1.34	0.03	8.21	0.53	1	136	30	5482	703	triazolam	insomnia	0	0	2.02	0.27	0	144	116	8909	703	triazolam	insomnia	-0.82	0.440431654505999	1.01	0.42	-0.03	0	0	-0.82	0.2	0
704	iodamide meglumine	0	0	1675.66	1	0	2	28442	8835895	704	iodamide meglumine	endoscopic retrograde cholangiopancreatography	0	0	Inf	1	0	1	0	61	704	iodamide meglumine	endoscopic retrograde cholangiopancreatography	NA	NA	0	0	Inf	1	0	0	0	0	704	iodamide meglumine	endoscopic retrograde cholangiopancreatography	0	0	Inf	1	0	0	0	4	704	iodamide meglumine	endoscopic retrograde cholangiopancreatography	0	0	Inf	1	0	0	0	3	704	iodamide meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
705	technetium tc-99m gluceptate kit	0	0	181.92	1	0	8	28442	8835889	705	technetium tc-99m gluceptate kit	hypoglycaemia	0	0	13005.1	1	0	2	1	836	705	technetium tc-99m gluceptate kit	hypoglycaemia	25.7	25.7	0	0	Inf	1	0	0	0	0	705	technetium tc-99m gluceptate kit	hypoglycaemia	0	0	Inf	1	0	0	1	134	705	technetium tc-99m gluceptate kit	hypoglycaemia	0	0	Inf	1	0	2	0	159	705	technetium tc-99m gluceptate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
706	sulindac	0.71	0.26	1.54	0.49	6	2636	28436	8833261	706	sulindac	rheumatoid arthritis	0	0	3.77	1	0	845	539	462403	706	sulindac	rheumatoid arthritis	25.2	73	0	0	24.78	1	0	128	137	114541	706	sulindac	rheumatoid arthritis	0	0	345.69	1	0	22	15	25534	706	sulindac	rheumatoid arthritis	0	0	23.56	1	0	125	140	108710	706	sulindac	rheumatoid arthritis	-10.81	2.01965249607964e-05	323.53	0.97	-0.02	0.01	0	-0.74	0.27	0.01
707	cimetidine	2.72	2.11	3.46	1.6e-12	67	7654	28375	8828243	707	cimetidine	premedication	1.63	0.19	6.15	0.35	2	510	68	28279	707	cimetidine	premedication	28.4	73.1	0	0	45.26	1	0	27	18	5057	707	cimetidine	premedication	0	0	944.9	1	0	8	3	2838	707	cimetidine	premedication	0	0	42.03	1	0	25	17	4066	707	cimetidine	premedication	-12.89	2.52315614902625e-06	1119.59	0.99	-0.01	0.01	0.61	-1.39	0.63	0.03
708	desmopressin acetate	0.27	0.06	0.79	0.0095	3	3440	28439	8832457	708	desmopressin acetate	hypopituitarism	0	0	7.8	1	0	457	5	3256	708	desmopressin acetate	hypopituitarism	56	67	0	0	Inf	1	0	1	0	72	708	desmopressin acetate	hypopituitarism	0	0	Inf	1	0	27	0	297	708	desmopressin acetate	hypopituitarism	0	0	25.01	1	0	27	3	270	708	desmopressin acetate	hypopituitarism	-16.82	4.9564053191725e-08	5750.26	1	0.05	0.03	0.17	-17.63	2466.54	0.99
709	insulin pork	0.8	0.7	0.92	0.0012	207	80100	28235	8755797	709	insulin pork	diabetes mellitus	1.52	1.09	2.08	0.011	45	17860	375	226945	709	insulin pork	diabetes mellitus	42.2	83.1	1.04	0.33	2.56	0.81	5	3281	72	49365	709	insulin pork	diabetes mellitus	1.1	0.03	7.23	0.61	1	1824	14	28045	709	insulin pork	diabetes mellitus	1.04	0.33	2.54	0.81	5	1910	67	26501	709	insulin pork	diabetes mellitus	0.05	1.05127109637602	0.42	0.91	0	0.01	0.79	-1.62	0.28	0
710	insulin susp protamine zinc purified beef	0	0	467.48	1	0	4	28442	8835893	710	insulin susp protamine zinc purified beef	diabetes mellitus	0	0	905.28	1	0	4	420	244801	710	insulin susp protamine zinc purified beef	diabetes mellitus	42.2	83.1	0	0	Inf	1	0	0	77	52646	710	insulin susp protamine zinc purified beef	diabetes mellitus	0	0	Inf	1	0	0	15	29869	710	insulin susp protamine zinc purified beef	diabetes mellitus	0	0	Inf	1	0	0	72	28411	710	insulin susp protamine zinc purified beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
711	insulin susp isophane beef	0.54	0.18	1.27	0.24	5	2858	28437	8833039	711	insulin susp isophane beef	diabetes mellitus	0	0	3.73	1	0	580	420	244225	711	insulin susp isophane beef	diabetes mellitus	42.2	83.1	0	0	21.09	1	0	124	77	52522	711	insulin susp isophane beef	diabetes mellitus	0	0	119.42	1	0	71	15	29798	711	insulin susp isophane beef	diabetes mellitus	0	0	23.95	1	0	64	72	28347	711	insulin susp isophane beef	diabetes mellitus	-10.98	1.70390975269345e-05	330.16	0.97	0	0.01	0.8	-1.62	0.28	0
715	hydrocortisone valerate	0	0	4.37	1	0	264	28442	8835633	715	hydrocortisone valerate	hiv infection	0	0	397.37	1	0	11	61	58819	715	hydrocortisone valerate	hiv infection	24	57.2	0	0	Inf	1	0	0	13	6905	715	hydrocortisone valerate	hiv infection	0	0	Inf	1	0	0	13	5811	715	hydrocortisone valerate	hiv infection	0	0	Inf	1	0	0	3	3476	715	hydrocortisone valerate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
716	bretylium tosylate	0	0	10187.45	1	0	1	28442	8835896	716	bretylium tosylate	chest pain	0	0	4430.04	1	0	1	55	6711	716	bretylium tosylate	chest pain	48.2	74.2	0	0	3592.2	1	0	1	12	1170	716	bretylium tosylate	chest pain	0	0	Inf	1	0	0	4	970	716	bretylium tosylate	chest pain	0	0	3418.55	1	0	1	10	925	716	bretylium tosylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
717	bromocriptine mesylate	1.59	0.72	3.02	0.2	9	1764	28433	8834133	717	bromocriptine mesylate	parkinson s disease	2.27	0.61	5.98	0.11	4	318	157	28317	717	bromocriptine mesylate	parkinson s disease	52.7	81.9	0	0	60.55	1	0	10	45	5911	717	bromocriptine mesylate	parkinson s disease	0	0	56.83	1	0	12	28	4190	717	bromocriptine mesylate	parkinson s disease	0	0	710.79	1	0	2	23	3057	717	bromocriptine mesylate	parkinson s disease	-11.27	1.27497359038232e-05	638.19	0.99	-0.04	0.01	0	-0.16	0.28	0.58
718	metoprolol tartrate	1.3	1.14	1.47	7.7e-05	249	59708	28193	8776189	718	metoprolol tartrate	hypertension	1.34	0.97	1.8	0.057	46	9774	1102	313586	718	metoprolol tartrate	hypertension	37	82.3	1.82	0.66	4.06	0.16	6	1332	153	61752	718	metoprolol tartrate	hypertension	1.92	0.23	7.37	0.29	2	707	46	31225	718	metoprolol tartrate	hypertension	1.55	0.41	4.08	0.34	4	814	126	39748	718	metoprolol tartrate	hypertension	0.52	1.68202764969889	0.42	0.21	-0.02	0	0	-0.78	0.17	0
719	estradiol cypionate	0	0	2.92	0.64	0	394	28442	8835503	719	estradiol cypionate	hormone replacement therapy	0	0	8.4	1	0	107	171	40527	719	estradiol cypionate	hormone replacement therapy	40.8	73.1	0	0	110.42	1	0	12	11	2925	719	estradiol cypionate	hormone replacement therapy	0	0	Inf	1	0	0	2	1238	719	estradiol cypionate	hormone replacement therapy	0	0	61.14	1	0	16	11	2233	719	estradiol cypionate	hormone replacement therapy	-12.25	4.78511739212901e-06	986.96	0.99	-0.01	0.02	0.55	-1.13	0.77	0.14
720	testosterone cypionate	0.62	0.28	1.17	0.19	9	4526	28433	8831371	720	testosterone cypionate	androgen replacement therapy	Inf	0.15	Inf	0.15	1	693	0	4061	720	testosterone cypionate	androgen replacement therapy	58.5	58.5	0	0	Inf	1	0	0	0	0	720	testosterone cypionate	androgen replacement therapy	Inf	0.14	Inf	0.16	1	201	0	1068	720	testosterone cypionate	androgen replacement therapy	0	0	Inf	1	0	0	0	2	720	testosterone cypionate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
721	tamoxifen citrate	2.05	1.55	2.67	1.3e-06	56	8495	28386	8827402	721	tamoxifen citrate	breast cancer	2.7	1.56	4.42	0.00028	19	4030	112	64067	721	tamoxifen citrate	breast cancer	43.9	68.8	6.2	0.71	25.15	0.047	2	80	30	7445	721	tamoxifen citrate	breast cancer	0	0	Inf	1	0	0	0	116	721	tamoxifen citrate	breast cancer	7.57	1.47	24.57	0.0092	3	141	33	11743	721	tamoxifen citrate	breast cancer	1.91	6.75308879853129	0.61	0	-0.03	0.01	0.03	-12.67	599.48	0.98
722	technetium tc-99m medronate kit	0	0	43.74	1	0	28	28442	8835869	722	technetium tc-99m medronate kit	bone scan	0	0	17.41	1	0	11	4	114	722	technetium tc-99m medronate kit	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	722	technetium tc-99m medronate kit	bone scan	0	0	Inf	1	0	0	0	3	722	technetium tc-99m medronate kit	bone scan	0	0	Inf	1	0	0	0	11	722	technetium tc-99m medronate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
724	carboprost tromethamine	0	0	19.37	1	0	61	28442	8835836	724	carboprost tromethamine	postpartum haemorrhage	0	0	Inf	1	0	22	0	232	724	carboprost tromethamine	postpartum haemorrhage	NA	NA	0	0	Inf	1	0	0	0	0	724	carboprost tromethamine	postpartum haemorrhage	0	0	Inf	1	0	0	0	0	724	carboprost tromethamine	postpartum haemorrhage	0	0	Inf	1	0	1	0	30	724	carboprost tromethamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
725	insulin zinc susp prompt beef	0	0	93.71	1	0	14	28442	8835883	725	insulin zinc susp prompt beef	diabetes mellitus	0	0	210.11	1	0	12	420	244793	725	insulin zinc susp prompt beef	diabetes mellitus	42.2	83.1	0	0	Inf	1	0	0	77	52646	725	insulin zinc susp prompt beef	diabetes mellitus	0	0	Inf	1	0	0	15	29869	725	insulin zinc susp prompt beef	diabetes mellitus	0	0	Inf	1	0	0	72	28411	725	insulin zinc susp prompt beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
726	insulin zinc susp extended beef	0	0	43.74	1	0	28	28442	8835869	726	insulin zinc susp extended beef	diabetes mellitus	0	0	495.67	1	0	6	420	244799	726	insulin zinc susp extended beef	diabetes mellitus	42.2	83.1	0	0	Inf	1	0	0	77	52646	726	insulin zinc susp extended beef	diabetes mellitus	0	0	Inf	1	0	0	15	29869	726	insulin zinc susp extended beef	diabetes mellitus	0	0	Inf	1	0	0	72	28411	726	insulin zinc susp extended beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
727	insulin zinc susp beef	0	0	12.99	1	0	90	28442	8835807	727	insulin zinc susp beef	diabetes mellitus	0	0	63.22	1	0	36	420	244769	727	insulin zinc susp beef	diabetes mellitus	42.2	83.1	0	0	16384	1	0	1	77	52645	727	insulin zinc susp beef	diabetes mellitus	0	0	Inf	1	0	0	15	29869	727	insulin zinc susp beef	diabetes mellitus	0	0	2156.53	1	0	2	72	28409	727	insulin zinc susp beef	diabetes mellitus	-7.63	0.000485660858340389	378.59	0.98	0	0.01	0.8	-1.62	0.28	0
728	meclofenamate sodium	9.27	1.1	34.86	0.021	2	67	28440	8835830	728	meclofenamate sodium	renal cell carcinoma	0	0	1247.91	1	0	8	10	18965	728	meclofenamate sodium	renal cell carcinoma	70	70	0	0	Inf	1	0	0	0	0	728	meclofenamate sodium	renal cell carcinoma	0	0	Inf	1	0	0	0	2675	728	meclofenamate sodium	renal cell carcinoma	0	0	Inf	1	0	0	3	1160	728	meclofenamate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
730	timolol maleate	0.43	0.26	0.68	5.1e-05	19	13582	28423	8822315	730	timolol maleate	glaucoma	0.4	0.08	1.31	0.17	3	4521	24	14406	730	timolol maleate	glaucoma	55.6	79.9	2.8	0.23	24.52	0.25	2	514	3	2161	730	timolol maleate	glaucoma	3.72	0.05	292.13	0.38	1	308	1	1148	730	timolol maleate	glaucoma	0.99	0.02	10.03	1	1	566	4	2242	730	timolol maleate	glaucoma	0.43	1.53725752354828	0.84	0.61	-0.01	0.02	0.59	-0.27	0.84	0.75
731	amoxapine	1.7	0.35	4.99	0.26	3	549	28439	8835348	731	amoxapine	depression	0.64	0.08	2.36	0.77	2	183	3451	203520	731	amoxapine	depression	19.1	70	0	0	42.92	1	0	6	564	28430	731	amoxapine	depression	0	0	116.49	1	0	4	143	10937	731	amoxapine	depression	0	0	126.87	1	0	3	488	25564	731	amoxapine	depression	-9.35	8.69654190944029e-05	200.42	0.96	-0.02	0	0	-0.42	0.1	0
732	nalbuphine	1.26	0.34	3.24	0.57	4	985	28438	8834912	732	nalbuphine	pain	0	0	3.02	0.64	0	189	1279	195485	732	nalbuphine	pain	24.5	74.3	0	0	77.9	1	0	10	195	33832	732	nalbuphine	pain	0	0	53.91	1	0	23	52	15606	732	nalbuphine	pain	0	0	141.45	1	0	6	165	27276	732	nalbuphine	pain	-10.7	2.25449379132122e-05	267.65	0.97	-0.02	0	0	-0.57	0.16	0
733	technetium tc-99m medronate	0	0	86.64	1	0	15	28442	8835882	733	technetium tc-99m medronate	bone scan	0	0	15.7	1	0	12	4	113	733	technetium tc-99m medronate	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	733	technetium tc-99m medronate	bone scan	0	0	Inf	1	0	0	0	3	733	technetium tc-99m medronate	bone scan	0	0	Inf	1	0	1	0	10	733	technetium tc-99m medronate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
734	miconazole	0.4	0.15	0.87	0.014	6	4678	28436	8831219	734	miconazole	vulvovaginal mycotic infection	0	0	29.22	0.43	0	1272	1	952	734	miconazole	vulvovaginal mycotic infection	NA	NA	0	0	Inf	1	0	0	0	0	734	miconazole	vulvovaginal mycotic infection	0	0	Inf	1	0	0	0	5	734	miconazole	vulvovaginal mycotic infection	0	0	Inf	1	0	304	0	233	734	miconazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
735	calcitriol	0.26	0.13	0.48	1.4e-07	10	11802	28432	8824095	735	calcitriol	hypertension	0.45	0.05	1.64	0.34	2	1242	1146	322118	735	calcitriol	hypertension	37	82.3	0	0	5.32	1	0	279	159	62805	735	calcitriol	hypertension	0	0	16.56	1	0	155	48	31777	735	calcitriol	hypertension	0	0	6.41	1	0	183	130	40379	735	calcitriol	hypertension	-12.6	3.37201523413918e-06	348.76	0.97	-0.02	0	0	-0.78	0.17	0
736	estramustine phosphate sodium	0	0	2.07	0.43	0	556	28442	8835341	736	estramustine phosphate sodium	prostate cancer stage iv	0	0	Inf	1	0	181	0	794	736	estramustine phosphate sodium	prostate cancer stage iv	NA	NA	0	0	Inf	1	0	0	0	0	736	estramustine phosphate sodium	prostate cancer stage iv	0	0	Inf	1	0	0	0	208	736	estramustine phosphate sodium	prostate cancer stage iv	0	0	Inf	1	0	0	0	0	736	estramustine phosphate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
737	chlorpheniramine polistirex	3.61	1.17	8.5	0.014	5	430	28437	8835467	737	chlorpheniramine polistirex	cough	6.9	0.8	26.98	0.037	2	71	59	14459	737	chlorpheniramine polistirex	cough	26	86.6	15.44	1.61	74.27	0.01	2	40	11	3408	737	chlorpheniramine polistirex	cough	0	0	146.88	1	0	13	5	1599	737	chlorpheniramine polistirex	cough	22.51	2.23	120.7	0.0056	2	27	8	2446	737	chlorpheniramine polistirex	cough	2.75	15.6426318841882	0.78	0	0	0.01	0.74	-0.23	0.55	0.68
739	cisplatin	0.1	0.06	0.17	6.3e-41	14	42574	28428	8793323	739	cisplatin	non-small cell lung cancer	0.51	0.01	3.52	1	1	5148	11	28940	739	cisplatin	non-small cell lung cancer	NA	NA	0	0	Inf	1	0	0	0	0	739	cisplatin	non-small cell lung cancer	0	0	Inf	1	0	147	0	3241	739	cisplatin	non-small cell lung cancer	0	0	Inf	1	0	110	0	2745	739	cisplatin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
740	nadolol	1.26	0.8	1.89	0.29	23	5675	28419	8830222	740	nadolol	hypertension	1.86	0.6	4.38	0.2	5	757	1143	322603	740	nadolol	hypertension	37	82.3	0	0	10.25	1	0	146	159	62938	740	nadolol	hypertension	0	0	42.24	1	0	62	48	31870	740	nadolol	hypertension	0	0	11.74	1	0	101	130	40461	740	nadolol	hypertension	-11.63	8.89518890375525e-06	306.05	0.97	-0.02	0	0	-0.78	0.17	0
741	cinoxacin	28.25	0.66	194.9	0.038	1	11	28441	8835886	741	cinoxacin	hepatitis c	Inf	6.98	Inf	0.0037	1	0	348	94948	741	cinoxacin	hepatitis c	33.5	66.3	0	0	Inf	1	0	0	71	18483	741	cinoxacin	hepatitis c	0	0	Inf	1	0	0	32	12580	741	cinoxacin	hepatitis c	0	0	Inf	1	0	0	47	10006	741	cinoxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
742	oxamniquine	0	0	744.01	1	0	3	28442	8835894	742	oxamniquine	schistosomiasis	0	0	Inf	1	0	2	0	48	742	oxamniquine	schistosomiasis	NA	NA	0	0	Inf	1	0	0	0	0	742	oxamniquine	schistosomiasis	0	0	Inf	1	0	0	0	6	742	oxamniquine	schistosomiasis	0	0	Inf	1	0	0	0	3	742	oxamniquine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
744	valproic acid	0.62	0.45	0.82	0.00058	46	23162	28396	8812735	744	valproic acid	epilepsy	0.19	0.04	0.57	0.00037	3	5167	125	40771	744	valproic acid	epilepsy	23.1	63.2	0.97	0.11	3.97	1	2	347	22	3700	744	valproic acid	epilepsy	0.9	0.02	6.34	1	1	359	10	3223	744	valproic acid	epilepsy	0.73	0.02	4.7	1	1	335	16	3888	744	valproic acid	epilepsy	-0.2	0.818730753077982	0.74	0.79	0	0.01	0.56	-0.27	0.39	0.49
746	guanadrel	0	0	1675.66	1	0	2	28442	8835895	746	guanadrel	epilepsy	0	0	1964.68	1	0	2	128	45936	746	guanadrel	epilepsy	23.1	63.2	0	0	Inf	1	0	0	24	4047	746	guanadrel	epilepsy	0	0	Inf	1	0	0	11	3582	746	guanadrel	epilepsy	0	0	Inf	1	0	0	17	4223	746	guanadrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
747	phenylpropanolamine	1.08	0.13	3.93	0.71	2	574	28440	8835323	747	phenylpropanolamine	nasopharyngitis	0	0	14.58	1	0	92	36	12199	747	phenylpropanolamine	nasopharyngitis	22.9	64	0	0	9548.15	1	0	1	4	1150	747	phenylpropanolamine	nasopharyngitis	0	0	Inf	1	0	0	1	857	747	phenylpropanolamine	nasopharyngitis	0	0	536.66	1	0	3	7	1390	747	phenylpropanolamine	nasopharyngitis	-11.18	1.39504331499963e-05	1385.28	0.99	-0.01	0.02	0.71	-1.47	1.07	0.17
