results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
748	amcinonide	9.79	5.45	16.6	2.553212e-11	17	85	177532	8686705	748	amcinonide	eczema	411.69	62.89	15436.19	4.52093e-21	15	1	130	3622	748	amcinonide	eczema	17.2	67.9	0	0	1166.37	1	0	1	13	395	748	amcinonide	eczema	0	0	Inf	1	0	0	7	292	748	amcinonide	eczema	0	0	1791.2	1	0	1	8	377	748	amcinonide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
749	gonadorelin	0.32	0.01	1.8	0.3821249	1	154	177548	8686636	749	gonadorelin	in vitro fertilisation	0	0	31.51	1	0	17	10	1101	749	gonadorelin	in vitro fertilisation	30.9	35.7	0	0	Inf	1	0	0	0	67	749	gonadorelin	in vitro fertilisation	0	0	Inf	1	0	0	0	1	749	gonadorelin	in vitro fertilisation	0	0	Inf	1	0	0	2	188	749	gonadorelin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
750	piroxicam	3.29	2.93	3.69	1.901108e-69	323	4805	177226	8681985	750	piroxicam	rheumatoid arthritis	6.07	4.06	8.77	3.714561e-14	30	672	3380	459705	750	piroxicam	rheumatoid arthritis	33	75	2.87	0.34	10.76	0.1586929	2	75	1058	113863	750	piroxicam	rheumatoid arthritis	0	0	24.75	1	0	23	180	25368	750	piroxicam	rheumatoid arthritis	3.75	0.44	14.23	0.1041792	2	57	1009	107907	750	piroxicam	rheumatoid arthritis	1.05	2.85765111806316	0.72	0.141942	-0.01	0	1.31923e-06	-0.26	0.08	0.001384422	81345468
751	flunisolide	4.48	3.86	5.18	2.443148e-62	199	2174	177350	8684616	751	flunisolide	asthma	1.55	0.7	3	0.2038019	9	192	3035	100182	751	flunisolide	asthma	9	76	0	0	5.93	1	0	22	540	17494	751	flunisolide	asthma	0	0	15.45	1	0	12	147	6246	751	flunisolide	asthma	0	0	12.7	1	0	11	458	14551	751	flunisolide	asthma	-10.69	2.27715183061422e-05	183.2	0.9534585	-0.02	0	1.316414e-26	-0.41	0.1	3.210294e-05	8214258
752	minoxidil	0.65	0.56	0.75	3.593812e-10	184	13912	177365	8672878	752	minoxidil	alopecia	0.02	0.01	0.02	0	39	7962	1132	3565	752	minoxidil	alopecia	19.9	60.6	0.04	0.02	0.08	1.62359e-24	8	2021	42	406	752	minoxidil	alopecia	0.03	0.01	0.08	1.543088e-21	5	1082	40	284	752	minoxidil	alopecia	0.07	0.02	0.29	8.900569e-05	5	3548	6	308	752	minoxidil	alopecia	-2.99	0.0502874367235919	0.36	1.786741e-16	-0.03	0.01	0.007414727	1.32	0.38	0.0004955162	852788
753	temazepam	4.25	4.06	4.44	0	2138	24851	175411	8661939	753	temazepam	pain	3.06	2.72	3.45	1.330413e-60	329	2455	8140	186029	753	temazepam	pain	23	79	1.79	1.16	2.66	0.00599601	27	504	1061	35513	753	temazepam	pain	3.12	1.66	5.43	0.000367303	14	194	350	15123	753	temazepam	pain	1.36	0.77	2.26	0.2330727	16	366	841	26224	753	temazepam	pain	0.68	1.97387773223045	0.19	0.0003275149	-0.02	0	4.215633e-38	-0.28	0.06	8.973542e-06	8431288
754	naproxen sodium	1.18	1.12	1.24	5.267382e-10	1595	66448	175954	8620342	754	naproxen sodium	pain	0.94	0.82	1.07	0.3641748	242	5725	8227	182759	754	naproxen sodium	pain	23	79	0.74	0.47	1.11	0.1712451	24	1070	1064	34947	754	naproxen sodium	pain	1	0.49	1.83	1	11	462	353	14855	754	naproxen sodium	pain	0.59	0.34	0.96	0.0311319	17	880	840	25710	754	naproxen sodium	pain	-0.29	0.748263567578565	0.19	0.1282419	-0.02	0	1.914166e-37	-0.28	0.06	7.829853e-06	8431288
755	oxprenolol	0	0	2.09	0.427286	0	88	177549	8686702	755	oxprenolol	hypertension	0	0	12.84	1	0	15	6895	317598	755	oxprenolol	hypertension	38	82.9	0	0	Inf	1	0	0	981	62409	755	oxprenolol	hypertension	0	0	Inf	1	0	0	341	31639	755	oxprenolol	hypertension	0	0	Inf	1	0	0	762	39930	755	oxprenolol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
756	insulin purified pork	2.68	1.51	4.43	0.0005836755	16	292	177533	8686498	756	insulin purified pork	diabetes mellitus	8.44	4.26	15.22	5.881386e-08	12	149	2315	242749	756	insulin purified pork	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	756	insulin purified pork	diabetes mellitus	0	0	Inf	1	0	0	140	29744	756	insulin purified pork	diabetes mellitus	0	0	Inf	1	0	0	281	28202	756	insulin purified pork	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
757	insulin susp isophane purified pork	0.31	0.01	1.77	0.3836948	1	156	177548	8686634	757	insulin susp isophane purified pork	diabetes mellitus	0	0	20.06	1	0	21	2327	242877	757	insulin susp isophane purified pork	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	757	insulin susp isophane purified pork	diabetes mellitus	0	0	Inf	1	0	0	140	29744	757	insulin susp isophane purified pork	diabetes mellitus	0	0	Inf	1	0	0	281	28202	757	insulin susp isophane purified pork	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
758	amiloride	1.01	0.82	1.23	0.8794288	101	4884	177448	8681906	758	amiloride	hypertension	0.61	0.35	1	0.04635963	16	1206	6879	316407	758	amiloride	hypertension	38	82.9	1.98	0.72	4.41	0.1349088	6	193	975	62216	758	amiloride	hypertension	0	0	5.27	1	0	67	341	31572	758	amiloride	hypertension	2	0.72	4.47	0.1336691	6	158	756	39772	758	amiloride	hypertension	0.59	1.80398841539786	0.42	0.1542692	-0.02	0	5.723906e-37	-0.59	0.07	2.038876e-19	8726728
759	aminoglutethimide	8.15	2.47	21.23	0.000633919	5	30	177544	8686760	759	aminoglutethimide	prostate cancer	51.95	11.4	194.82	3.920846e-06	4	8	440	45743	759	aminoglutethimide	prostate cancer	56.9	87.4	0	0	Inf	1	0	0	102	12804	759	aminoglutethimide	prostate cancer	0	0	Inf	1	0	0	114	14676	759	aminoglutethimide	prostate cancer	0	0	Inf	1	0	0	0	51	759	aminoglutethimide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	safflower oil	0	0	11.12	1	0	18	177549	8686772	760	safflower oil	hypertension	0	0	50.28	1	0	5	6895	317608	760	safflower oil	hypertension	38	82.9	0	0	69.49	1	0	5	981	62404	760	safflower oil	hypertension	0	0	Inf	1	0	0	341	31639	760	safflower oil	hypertension	0	0	57.3	1	0	5	762	39925	760	safflower oil	hypertension	-8.59	0.000185956087655102	145.12	0.9528019	-0.02	0	8.067228e-37	-0.59	0.07	1.668369e-19	8726728
761	trazodone	3.42	3.31	3.54	0	3581	51918	173968	8634872	761	trazodone	depression	1.34	1.25	1.44	1.057035e-14	860	8722	13511	184063	761	trazodone	depression	21	73.3	1.18	0.98	1.42	0.07926201	131	1536	1931	26806	761	trazodone	depression	1.58	1.12	2.18	0.008330523	44	469	593	9978	761	trazodone	depression	1.15	0.93	1.43	0.1906679	99	1261	1572	23123	761	trazodone	depression	0.29	1.33642748802547	0.09	0.001324806	-0.01	0	3.358294e-34	-0.14	0.05	0.004250294	8371398
762	bumetanide	2.03	1.84	2.23	4.717074e-40	449	10835	177100	8675955	762	bumetanide	hypertension	2.18	1.6	2.92	1.927687e-06	48	1018	6847	316595	762	bumetanide	hypertension	38	82.9	2.76	1.3	5.19	0.004793448	10	232	971	62177	762	bumetanide	hypertension	0.76	0.02	4.34	1	1	122	340	31517	762	bumetanide	hypertension	3.3	1.47	6.48	0.002469726	9	144	753	39786	762	bumetanide	hypertension	1.01	2.74560101501692	0.32	0.001929837	-0.02	0	3.889356e-37	-0.59	0.07	1.744731e-19	8726728
763	etomidate	14.24	12.44	16.23	6.092339e-206	291	1002	177258	8685788	763	etomidate	anaesthesia	0.58	0.01	3.43	1	1	186	59	6418	763	etomidate	anaesthesia	23	71.2	0	0	42.8	1	0	8	9	561	763	etomidate	anaesthesia	0	0	2854.22	1	0	5	1	382	763	etomidate	anaesthesia	0	0	46.2	1	0	6	10	479	763	etomidate	anaesthesia	-13.13	1.98478492464544e-06	1145.04	0.9908534	0	0.01	0.8872464	-2.08	1.05	0.04771755	88838
764	sterile water for	0	0	0.48	0.001191136	0	374	177549	8686416	764	sterile water for	parenteral nutrition	0	0	15.19	1	0	68	4	671	764	sterile water for	parenteral nutrition	NA	NA	0	0	Inf	1	0	0	0	0	764	sterile water for	parenteral nutrition	0	0	Inf	1	0	0	0	64	764	sterile water for	parenteral nutrition	0	0	Inf	1	0	2	0	76	764	sterile water for	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
765	heparin calcium	0.09	0.03	0.24	1.171676e-13	4	2095	177545	8684695	765	heparin calcium	hypertension	0	0	0.77	0.01696565	0	222	6895	317391	765	heparin calcium	hypertension	38	82.9	0	0	3.9	1	0	62	981	62347	765	heparin calcium	hypertension	0	0	10.05	1	0	36	341	31603	765	heparin calcium	hypertension	0	0	5.07	1	0	40	762	39890	765	heparin calcium	hypertension	-11.15	1.43752870900291e-05	164.96	0.9460869	-0.02	0	1.023014e-36	-0.59	0.07	1.711467e-19	8726728
766	dipivefrin	0.94	0.02	5.48	1	1	52	177548	8686738	766	dipivefrin	juvenile idiopathic arthritis	0	0	2680.65	1	0	1	107	7675	766	dipivefrin	juvenile idiopathic arthritis	5.9	32.9	0	0	Inf	1	0	0	62	3835	766	dipivefrin	juvenile idiopathic arthritis	0	0	Inf	1	0	0	14	1245	766	dipivefrin	juvenile idiopathic arthritis	0	0	Inf	1	0	0	57	3402	766	dipivefrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767	atenolol	1.84	1.78	1.9	2.384587e-252	3906	104872	173643	8581918	767	atenolol	hypertension	1.43	1.32	1.54	4.340486e-17	702	23385	6193	294228	767	atenolol	hypertension	38	82.9	1.27	1	1.6	0.0447283	81	4124	900	58285	767	atenolol	hypertension	1.21	0.76	1.85	0.3534326	24	1856	317	29783	767	atenolol	hypertension	1.15	0.87	1.5	0.2843925	61	2808	701	37122	767	atenolol	hypertension	0.15	1.16183424272828	0.11	0.1764394	-0.02	0	8.108908e-37	-0.59	0.07	2.28353e-19	8726728
768	tocainide	4.08	0.1	27.56	0.2312795	1	12	177548	8686778	768	tocainide	pain	0	0	118.53	1	0	2	8469	188482	768	tocainide	pain	23	79	0	0	Inf	1	0	0	1088	36017	768	tocainide	pain	0	0	Inf	1	0	0	364	15317	768	tocainide	pain	0	0	Inf	1	0	0	857	26590	768	tocainide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
769	technetium tc-99m albumin colloid kit	2.33	0.06	14.48	0.3592553	1	21	177548	8686769	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	108.79	1	0	5	1477	147307	769	technetium tc-99m albumin colloid kit	crohn s disease	15.6	67	0	0	Inf	1	0	0	406	32694	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	Inf	1	0	0	148	13998	769	technetium tc-99m albumin colloid kit	crohn s disease	0	0	Inf	1	0	0	305	23897	769	technetium tc-99m albumin colloid kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
770	sodium citrate	0.62	0.42	0.88	0.005149085	31	2454	177518	8684336	770	sodium citrate	cataract operation	0	0	2.51	0.347091	0	451	6	1327	770	sodium citrate	cataract operation	NA	NA	0	0	Inf	1	0	0	0	0	770	sodium citrate	cataract operation	0	0	Inf	1	0	41	0	60	770	sodium citrate	cataract operation	0	0	Inf	1	0	61	0	179	770	sodium citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
771	alprazolam	4.28	4.19	4.37	0	9623	114834	167926	8571956	771	alprazolam	anxiety	1.17	1.12	1.22	2.833439e-11	2835	18279	8516	64198	771	alprazolam	anxiety	20	75	0.92	0.82	1.03	0.1475365	424	4080	1494	13217	771	alprazolam	anxiety	0.89	0.72	1.09	0.2682465	127	1323	527	4868	771	alprazolam	anxiety	0.93	0.82	1.06	0.3042089	334	3391	1150	10899	771	alprazolam	anxiety	0	1	0.06	0.976445	-0.01	0	8.659345e-32	0	0.05	0.9392354	8226198
772	pindolol	2.58	1.84	3.51	1.618502e-07	42	798	177507	8685992	772	pindolol	hypertension	2.05	0.81	4.34	0.09151047	7	157	6888	317456	772	pindolol	hypertension	38	82.9	0	0	9.71	1	0	26	981	62383	772	pindolol	hypertension	0	0	25.98	1	0	15	341	31624	772	pindolol	hypertension	0	0	12.72	1	0	17	762	39913	772	pindolol	hypertension	-10.45	2.89482732982116e-05	153.23	0.9456352	-0.02	0	7.559689e-37	-0.59	0.07	1.70364e-19	8726728
774	secretin	0	0	21.83	1	0	10	177549	8686780	774	secretin	exocrine pancreatic function test	0	0	Inf	1	0	3	0	1	774	secretin	exocrine pancreatic function test	NA	NA	0	0	Inf	1	0	0	0	0	774	secretin	exocrine pancreatic function test	0	0	Inf	1	0	0	0	0	774	secretin	exocrine pancreatic function test	0	0	Inf	1	0	0	0	0	774	secretin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	trifluridine	0.4	0.21	0.7	0.0003805205	12	1467	177537	8685323	776	trifluridine	colon cancer	0	0	1.08	0.08110064	0	676	74	14295	776	trifluridine	colon cancer	44.6	81.9	0	0	1.2	0.1046616	0	407	23	2798	776	trifluridine	colon cancer	0	0	2.44	0.3836328	0	264	12	1776	776	trifluridine	colon cancer	0	0	2.07	0.2409818	0	202	15	1484	776	trifluridine	colon cancer	-15.78	1.40227462590254e-07	818.56	0.9846205	0.01	0.01	0.4708468	-0.41	0.39	0.2964567	837538
777	potassium iodide	0.84	0.36	1.67	0.7439771	8	465	177541	8686325	777	potassium iodide	nutritional supplementation	0	0	16.42	1	0	20	53	4165	777	potassium iodide	nutritional supplementation	13	80.3	0	0	Inf	1	0	0	28	2237	777	potassium iodide	nutritional supplementation	0	0	Inf	1	0	0	13	907	777	potassium iodide	nutritional supplementation	0	0	Inf	1	0	0	19	1770	777	potassium iodide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
778	isosulfan blue	0.6	0.01	3.42	1	1	82	177548	8686708	778	isosulfan blue	hormone replacement therapy	0	0	227.06	1	0	2	936	39867	778	isosulfan blue	hormone replacement therapy	34.3	74	0	0	Inf	1	0	0	91	3006	778	isosulfan blue	hormone replacement therapy	0	0	Inf	1	0	0	48	1192	778	isosulfan blue	hormone replacement therapy	0	0	Inf	1	0	0	56	2204	778	isosulfan blue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
779	calcifediol	0.26	0.01	1.47	0.1936699	1	188	177548	8686602	779	calcifediol	hypertension	0	0	4.23	1	0	42	6895	317571	779	calcifediol	hypertension	38	82.9	0	0	69.49	1	0	5	981	62404	779	calcifediol	hypertension	0	0	223.89	1	0	3	341	31636	779	calcifediol	hypertension	0	0	126.83	1	0	3	762	39927	779	calcifediol	hypertension	-8.19	0.000277413884240626	131.09	0.9501873	-0.02	0	8.1698e-37	-0.59	0.07	1.697411e-19	8726728
780	technetium tc-99m oxidronate kit	0.31	0.01	1.74	0.3864759	1	159	177548	8686631	780	technetium tc-99m oxidronate kit	bone scan	0	0	2.22	0.1082105	0	67	3	59	780	technetium tc-99m oxidronate kit	bone scan	NA	NA	0	0	Inf	1	0	0	0	0	780	technetium tc-99m oxidronate kit	bone scan	0	0	Inf	1	0	1	0	2	780	technetium tc-99m oxidronate kit	bone scan	0	0	Inf	1	0	4	0	7	780	technetium tc-99m oxidronate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
781	sucralfate	2.8	2.58	3.03	2.704524e-105	633	11087	176916	8675703	781	sucralfate	gastrooesophageal reflux disease	1.65	1.27	2.11	0.0001703233	69	1098	2899	75930	781	sucralfate	gastrooesophageal reflux disease	22.4	77.2	1.73	0.93	2.98	0.05087388	14	320	464	18377	781	sucralfate	gastrooesophageal reflux disease	1.43	0.29	4.38	0.4725818	3	112	149	7971	781	sucralfate	gastrooesophageal reflux disease	1.63	0.8	3.01	0.1172692	11	258	369	14131	781	sucralfate	gastrooesophageal reflux disease	0.45	1.56831218549017	0.28	0.1008366	-0.02	0	6.807628e-24	-0.34	0.1	0.0004059851	8230048
782	magnesium	1.89	1.81	1.96	2.984463e-195	2797	73111	174752	8613679	782	magnesium	prophylaxis	1.09	0.83	1.41	0.4960706	62	4627	1217	98924	782	magnesium	prophylaxis	23.9	79.7	0.95	0.45	1.78	1	10	1206	197	22454	782	magnesium	prophylaxis	1.24	0.39	3.03	0.606146	5	684	77	13044	782	magnesium	prophylaxis	1.09	0.46	2.22	0.7059154	8	718	140	13694	782	magnesium	prophylaxis	0.15	1.16183424272828	0.29	0.6119491	-0.01	0	0.0247831	-0.52	0.14	0.0001639295	8283708
783	sodium phosphate	0.84	0.69	1	0.05359428	122	7131	177427	8679659	783	sodium phosphate	prophylaxis	0	0	0.44	0.0005658304	0	678	1279	102873	783	sodium phosphate	prophylaxis	23.9	79.7	0	0	2.62	0.4092742	0	163	207	23497	783	sodium phosphate	prophylaxis	0	0	5.79	1	0	110	82	13618	783	sodium phosphate	prophylaxis	0	0	5.08	1	0	73	148	14339	783	sodium phosphate	prophylaxis	-12.73	2.96095117009214e-06	290.89	0.9650883	-0.01	0	0.02373785	-0.52	0.14	0.0001796096	8283708
784	captopril	1.9	1.71	2.1	4.510649e-29	384	9920	177165	8676870	784	captopril	hypertension	1.57	1.25	1.94	9.96578e-05	89	2631	6806	314982	784	captopril	hypertension	38	82.9	2.43	1.24	4.33	0.005570255	12	316	969	62093	784	captopril	hypertension	1.88	0.38	5.64	0.2212455	3	149	338	31490	784	captopril	hypertension	2.14	0.96	4.15	0.04345992	9	222	753	39708	784	captopril	hypertension	0.59	1.80398841539786	0.3	0.04668462	-0.02	0	2.047286e-36	-0.59	0.07	1.831003e-19	8726728
786	insulin zinc susp purified pork	2.45	1.41	3.98	0.001048717	17	340	177532	8686450	786	insulin zinc susp purified pork	diabetes mellitus	8.44	4.26	15.22	5.881386e-08	12	149	2315	242749	786	insulin zinc susp purified pork	diabetes mellitus	39.3	82	0	0	335.36	1	0	3	377	52481	786	insulin zinc susp purified pork	diabetes mellitus	0	0	7336.16	1	0	1	140	29743	786	insulin zinc susp purified pork	diabetes mellitus	0	0	242.13	1	0	3	281	28199	786	insulin zinc susp purified pork	diabetes mellitus	-7.66	0.000471307410795765	161.26	0.9621291	-0.01	0	0.0002507853	-0.75	0.1	4.165832e-13	8583678
787	bentiromide	0	0	1852.91	1	0	1	177549	8686789	787	bentiromide	rheumatoid arthritis	0	0	4865.13	1	0	1	3410	460376	787	bentiromide	rheumatoid arthritis	33	75	0	0	Inf	1	0	0	1060	113938	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	180	25391	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	1011	107964	787	bentiromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	insulin zinc susp prompt purified pork	4.08	0.8	12.91	0.04301957	3	36	177546	8686754	788	insulin zinc susp prompt purified pork	diabetes mellitus	20.89	3.88	73.85	0.0006259178	3	15	2324	242883	788	insulin zinc susp prompt purified pork	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	788	insulin zinc susp prompt purified pork	diabetes mellitus	0	0	Inf	1	0	0	140	29744	788	insulin zinc susp prompt purified pork	diabetes mellitus	0	0	Inf	1	0	0	281	28202	788	insulin zinc susp prompt purified pork	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
790	insulin zinc susp extended purified beef	2.61	0.69	6.97	0.07444206	4	75	177545	8686715	790	insulin zinc susp extended purified beef	diabetes mellitus	0	0	22.38	1	0	19	2327	242879	790	insulin zinc susp extended purified beef	diabetes mellitus	39.3	82	0	0	5004.87	1	0	1	377	52483	790	insulin zinc susp extended purified beef	diabetes mellitus	0	0	7336.16	1	0	1	140	29743	790	insulin zinc susp extended purified beef	diabetes mellitus	0	0	Inf	1	0	0	281	28202	790	insulin zinc susp extended purified beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	buprenorphine	1.33	1.26	1.41	7.156239e-23	1338	49281	176211	8637509	791	buprenorphine	drug dependence	0.9	0.74	1.09	0.2677549	396	7643	169	2930	791	buprenorphine	drug dependence	21.2	63.9	1.49	0.83	2.89	0.1893416	77	1389	14	377	791	buprenorphine	drug dependence	1.45	0.74	3.04	0.2924379	47	763	12	282	791	buprenorphine	drug dependence	1.03	0.44	2.79	1	37	765	7	149	791	buprenorphine	drug dependence	0.25	1.28402541668774	0.26	0.3446824	0.01	0.01	0.3096718	0.18	0.21	0.389098	820628
792	gemfibrozil	2.3	2.11	2.5	2.637789e-67	576	12264	176973	8674526	792	gemfibrozil	hypertension	3.14	2.52	3.88	4.486396e-20	94	1392	6801	316221	792	gemfibrozil	hypertension	38	82.9	0.88	0.24	2.28	1	4	290	977	62119	792	gemfibrozil	hypertension	1.13	0.14	4.19	0.6979693	2	164	339	31475	792	gemfibrozil	hypertension	0.75	0.09	2.78	1	2	139	760	39791	792	gemfibrozil	hypertension	-0.13	0.878095430920561	0.5	0.8039375	-0.02	0	7.914156e-37	-0.59	0.07	1.760967e-19	8726728
793	diflunisal	5.31	3.98	6.98	1.148313e-22	58	534	177491	8686256	793	diflunisal	rheumatoid arthritis	0	0	4.4	1	0	115	3410	460262	793	diflunisal	rheumatoid arthritis	33	75	0	0	18.73	1	0	23	1060	113915	793	diflunisal	rheumatoid arthritis	0	0	737.25	1	0	2	180	25389	793	diflunisal	rheumatoid arthritis	0	0	20.54	1	0	21	1011	107943	793	diflunisal	rheumatoid arthritis	-8.85	0.000143381736276293	111.57	0.9367567	-0.01	0	1.323191e-06	-0.26	0.08	0.001413986	81345468
795	glutathione disulfide	0	0	0.46	0.000836422	0	396	177549	8686394	795	glutathione disulfide	eye irrigation	0	0	Inf	1	0	202	0	228	795	glutathione disulfide	eye irrigation	NA	NA	0	0	Inf	1	0	0	0	0	795	glutathione disulfide	eye irrigation	0	0	Inf	1	0	0	0	13	795	glutathione disulfide	eye irrigation	0	0	Inf	1	0	1	0	23	795	glutathione disulfide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	sodium bicarbonate	2.37	2.19	2.56	1.882041e-87	711	14712	176838	8672078	796	sodium bicarbonate	prophylaxis	1.61	0.97	2.51	0.04457907	20	1014	1259	102537	796	sodium bicarbonate	prophylaxis	23.9	79.7	1.39	0.28	4.18	0.4811912	3	247	204	23413	796	sodium bicarbonate	prophylaxis	0.92	0.02	5.33	1	1	182	81	13546	796	sodium bicarbonate	prophylaxis	1.73	0.21	6.52	0.3266649	2	113	146	14299	796	sodium bicarbonate	prophylaxis	0.28	1.32312981233744	0.58	0.6295638	-0.01	0	0.02559977	-0.52	0.14	0.0001559659	8283708
797	calcitonin human	0	0	118.34	1	0	3	177549	8686787	797	calcitonin human	osteoporosis	0	0	95.6	1	0	2	8802	157684	797	calcitonin human	osteoporosis	53.1	85	0	0	Inf	1	0	0	808	24568	797	calcitonin human	osteoporosis	0	0	Inf	1	0	0	31	2935	797	calcitonin human	osteoporosis	0	0	Inf	1	0	0	868	26887	797	calcitonin human	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
798	oxymetazoline	2.68	1.86	3.74	3.86832e-07	36	658	177513	8686132	798	oxymetazoline	nasal congestion	1.26	0.33	3.39	0.5639147	4	113	154	5486	798	oxymetazoline	nasal congestion	18.8	78.9	0	0	9.43	1	0	28	22	1362	798	oxymetazoline	nasal congestion	0	0	47.35	1	0	15	5	603	798	oxymetazoline	nasal congestion	0	0	17.02	1	0	14	21	1099	798	oxymetazoline	nasal congestion	-13.24	1.77803808671934e-06	725.19	0.9854371	-0.01	0.01	0.4108578	-0.83	0.5	0.09518884	817578
799	insulin zinc susp purified beef	3.26	0.86	8.8	0.03961569	4	60	177545	8686730	799	insulin zinc susp purified beef	diabetes mellitus	9.09	2.37	24.93	0.001315958	4	46	2323	242852	799	insulin zinc susp purified beef	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	799	insulin zinc susp purified beef	diabetes mellitus	0	0	Inf	1	0	0	140	29744	799	insulin zinc susp purified beef	diabetes mellitus	0	0	Inf	1	0	0	281	28202	799	insulin zinc susp purified beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
800	insulin purified beef	2.2	0.59	5.83	0.1170591	4	89	177545	8686701	800	insulin purified beef	diabetes mellitus	7.34	1.93	19.85	0.002746417	4	57	2323	242841	800	insulin purified beef	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	800	insulin purified beef	diabetes mellitus	0	0	Inf	1	0	0	140	29744	800	insulin purified beef	diabetes mellitus	0	0	Inf	1	0	0	281	28202	800	insulin purified beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	insulin susp isophane purified beef	3.11	1.31	6.31	0.005821364	8	126	177541	8686664	801	insulin susp isophane purified beef	diabetes mellitus	9.95	2.59	27.47	0.0009608498	4	42	2323	242856	801	insulin susp isophane purified beef	diabetes mellitus	39.3	82	0	0	Inf	1	0	0	377	52484	801	insulin susp isophane purified beef	diabetes mellitus	0	0	Inf	1	0	0	140	29744	801	insulin susp isophane purified beef	diabetes mellitus	0	0	Inf	1	0	0	281	28202	801	insulin susp isophane purified beef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
802	nifedipine	1.33	1.25	1.41	2.261131e-17	1005	37079	176544	8649711	802	nifedipine	hypertension	1.2	1.05	1.36	0.005426842	266	10296	6629	307317	802	nifedipine	hypertension	38	82.9	0.79	0.49	1.22	0.367899	21	1673	960	60736	802	nifedipine	hypertension	0.19	0.02	0.68	0.003731825	2	975	339	30664	802	nifedipine	hypertension	1.09	0.67	1.67	0.6502242	22	1064	740	38866	802	nifedipine	hypertension	-0.34	0.71177032276261	0.21	0.1074151	-0.02	0	4.536695e-37	-0.59	0.07	1.946379e-19	8726728
