results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
2044	desvenlafaxine	0.5	0.18	1.09	0.1060816	6	875	120457	8743001	2044	desvenlafaxine	depression	0.37	0.01	2.11	0.5298432	1	192	2840	204123	2044	desvenlafaxine	depression	31	85.8	0	0	5.85	1	0	54	369	30370	2044	desvenlafaxine	depression	0	0	15.27	1	0	21	139	10924	2044	desvenlafaxine	depression	0	0	7.42	1	0	49	273	25733	2044	desvenlafaxine	depression	-10.82	1.99955661797474e-05	172.2	0.9499069	0.03	0	3.063988e-22	0.2	0.1	0.06091783	8371398	52	549	523
2077	desvenlafaxine fumarate	0.5	0.18	1.09	0.1054661	6	871	120457	8743005	2077	desvenlafaxine fumarate	depression	0.38	0.01	2.14	0.5289951	1	190	2840	204125	2077	desvenlafaxine fumarate	depression	31	85.8	0	0	5.96	1	0	53	369	30371	2077	desvenlafaxine fumarate	depression	0	0	15.27	1	0	21	139	10924	2077	desvenlafaxine fumarate	depression	0	0	7.58	1	0	48	273	25734	2077	desvenlafaxine fumarate	depression	-10.81	2.01965249607964e-05	173.42	0.9502762	0.03	0	3.06484e-22	0.2	0.1	0.06086532	8371398	52	549	523
1575	desvenlafaxine succinate	0.36	0.3	0.44	1.758919e-34	103	20574	120360	8723302	1575	desvenlafaxine succinate	depression	0.28	0.2	0.4	8.804725e-20	35	8574	2806	195741	1575	desvenlafaxine succinate	depression	31	85.8	0.38	0.12	0.9	0.02100624	5	1057	364	29367	1575	desvenlafaxine succinate	depression	0.31	0.01	1.76	0.3815539	1	252	138	10693	1575	desvenlafaxine succinate	depression	0.4	0.11	1.03	0.06920771	4	935	269	24847	1575	desvenlafaxine succinate	depression	-0.92	0.398519041084514	0.45	0.04091655	0.03	0	4.161912e-22	0.19	0.11	0.07249461	8371398	52	549	523
541	doxepin	1.58	1.36	1.83	1.011187e-08	185	8504	120278	8735372	541	doxepin	depression	2.86	2.08	3.85	1.510432e-09	46	1168	2795	203147	541	doxepin	depression	31	85.8	0.43	0.01	2.47	0.7319843	1	189	368	30235	541	doxepin	depression	1.08	0.03	6.3	0.608191	1	73	138	10872	541	doxepin	depression	0	0	2.64	0.4092402	0	134	273	25648	541	doxepin	depression	-0.89	0.410655752752346	1	0.3745529	0.03	0	2.498083e-22	0.2	0.1	0.0589437	8371398	52	549	523
1469	duloxetine	0.9	0.85	0.96	0.0003077796	1262	101290	119201	8642586	1469	duloxetine	depression	0.66	0.58	0.75	2.865334e-11	258	26857	2583	177458	1469	duloxetine	depression	31	85.8	0.44	0.3	0.64	1.65816e-06	32	5357	337	25067	1469	duloxetine	depression	0.53	0.26	0.99	0.0466865	11	1520	128	9425	1469	duloxetine	depression	0.45	0.28	0.69	5.563047e-05	24	4525	249	21257	1469	duloxetine	depression	-0.73	0.481908990090202	0.18	3.868421e-05	0.03	0	4.604264e-22	0.18	0.11	0.09191117	8371398	52	549	523
1261	emedastine difumarate	0	0	8.32	1	0	34	120463	8743842	1261	emedastine difumarate	depression	0	0	78.48	1	0	5	2841	204310	1261	emedastine difumarate	depression	31	85.8	0	0	Inf	1	0	0	369	30424	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	139	10945	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	273	25782	1261	emedastine difumarate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1443	escitalopram oxalate	1.91	1.82	2.01	2.499821e-133	1806	68985	118657	8674891	1443	escitalopram oxalate	depression	1.68	1.5	1.87	2.521489e-18	379	17184	2462	187131	1443	escitalopram oxalate	depression	31	85.8	1.45	1.02	2.01	0.02780274	42	2477	327	27947	1443	escitalopram oxalate	depression	1.2	0.62	2.14	0.5254708	13	865	126	10080	1443	escitalopram oxalate	depression	1.61	1.09	2.31	0.01154971	35	2159	238	23623	1443	escitalopram oxalate	depression	0.35	1.41906754859326	0.16	0.02537312	0.03	0	4.321283e-22	0.2	0.1	0.05965158	8371398	52	549	523
889	fluoxetine	1.58	1.51	1.66	1.102396e-66	1673	77049	118790	8666827	889	fluoxetine	depression	1.28	1.14	1.44	5.520067e-05	324	18657	2517	185658	889	fluoxetine	depression	31	85.8	1.35	0.97	1.85	0.06182642	46	2907	323	27517	889	fluoxetine	depression	1.21	0.67	2.06	0.4698943	16	1061	123	9884	889	fluoxetine	depression	1.16	0.77	1.69	0.4224964	32	2646	241	23136	889	fluoxetine	depression	0.28	1.32312981233744	0.16	0.06865012	0.03	0	1.098648e-22	0.2	0.1	0.05933884	8371398	52	549	523
1130	fluvoxamine maleate	1.06	0.81	1.36	0.6477963	63	4327	120400	8739549	1130	fluvoxamine maleate	depression	1.13	0.67	1.8	0.6111212	18	1144	2823	203171	1130	fluvoxamine maleate	depression	31	85.8	1.23	0.03	7.14	0.5598681	1	67	368	30357	1130	fluvoxamine maleate	depression	0	0	13.83	1	0	23	139	10922	1130	fluvoxamine maleate	depression	1.78	0.04	10.46	0.4341185	1	53	272	25729	1130	fluvoxamine maleate	depression	0.24	1.2712491503214	1.01	0.8107895	0.03	0	2.567965e-22	0.2	0.1	0.06056581	8371398	52	549	523
246	hydroxyzine	2.53	2.39	2.69	1.836983e-157	1128	32483	119335	8711393	246	hydroxyzine	depression	3.22	2.65	3.89	9.511051e-26	119	2737	2722	201578	246	hydroxyzine	depression	31	85.8	1.55	0.66	3.12	0.2590645	8	428	361	29996	246	hydroxyzine	depression	2.19	0.58	5.86	0.1195754	4	146	135	10799	246	hydroxyzine	depression	1.26	0.4	3	0.6051483	5	376	268	25406	246	hydroxyzine	depression	0.48	1.61607440219289	0.34	0.1585001	0.03	0	2.310177e-22	0.2	0.1	0.05999928	8371398	52	549	523
336	imipramine	2.08	1.75	2.46	7.803423e-15	143	4989	120320	8738887	336	imipramine	depression	2.28	1.49	3.34	0.0001994079	27	858	2814	203457	336	imipramine	depression	31	85.8	2.64	0.53	8.03	0.1111014	3	94	366	30330	336	imipramine	depression	3.04	0.07	18.79	0.2890406	1	26	138	10919	336	imipramine	depression	2.34	0.28	8.82	0.2160994	2	81	271	25701	336	imipramine	depression	0.86	2.36316069370579	0.59	0.1439901	0.03	0	2.928701e-22	0.2	0.1	0.05876472	8371398	52	549	523
582	imipramine pamoate	0.44	0.01	2.5	0.7313974	1	164	120462	8743712	582	imipramine pamoate	depression	0	0	6.77	1	0	41	2841	204274	582	imipramine pamoate	depression	31	85.8	0	0	433.78	1	0	2	369	30422	582	imipramine pamoate	depression	0	0	2930.34	1	0	1	139	10944	582	imipramine pamoate	depression	0	0	3482.77	1	0	1	273	25781	582	imipramine pamoate	depression	-8.41	0.000222629856918889	229.6	0.9707845	0.03	0	2.613907e-22	0.2	0.1	0.06050967	8371398	52	549	523
348	isocarboxazid	1.4	0.03	8.13	0.5157678	1	52	120462	8743824	348	isocarboxazid	depression	0	0	13.13	1	0	22	2841	204293	348	isocarboxazid	depression	31	85.8	0	0	90.28	1	0	5	369	30419	348	isocarboxazid	depression	0	0	425.45	1	0	2	139	10943	348	isocarboxazid	depression	0	0	227.97	1	0	3	273	25779	348	isocarboxazid	depression	-9.26	9.51553251447417e-05	235.14	0.9685761	0.03	0	2.608707e-22	0.2	0.1	0.0606863	8371398	52	549	523
2050	levomilnacipran	0.21	0.02	0.74	0.008229878	2	707	120461	8743169	2050	levomilnacipran	depression	0.32	0.01	1.81	0.3826776	1	224	2840	204091	2050	levomilnacipran	depression	31	85.8	0.69	0.02	3.96	1	1	119	368	30305	2050	levomilnacipran	depression	1.68	0.04	9.98	0.4550445	1	47	138	10898	2050	levomilnacipran	depression	0	0	3.79	1	0	94	273	25688	2050	levomilnacipran	depression	-0.37	0.690734330637355	1.01	0.7154832	0.03	0	2.735641e-22	0.2	0.1	0.0603838	8371398	52	549	523
1795	loracarbef	1.19	0.14	4.39	0.6868742	2	122	120461	8743754	1795	loracarbef	depression	0	0	61.21	1	0	6	2841	204309	1795	loracarbef	depression	31	85.8	0	0	Inf	1	0	0	369	30424	1795	loracarbef	depression	0	0	Inf	1	0	0	139	10945	1795	loracarbef	depression	0	0	Inf	1	0	0	273	25782	1795	loracarbef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
636	maprotiline	1.52	0.94	2.34	0.05862968	21	1002	120442	8742874	636	maprotiline	depression	1.82	0.82	3.5	0.1061417	9	356	2832	203959	636	maprotiline	depression	31	85.8	2.95	0.07	17.94	0.2951519	1	28	368	30396	636	maprotiline	depression	19.79	0.4	201.56	0.06116069	1	4	138	10941	636	maprotiline	depression	0	0	15.09	1	0	25	273	25757	636	maprotiline	depression	1.13	3.09565650012471	1.02	0.2672322	0.03	0	2.613796e-22	0.2	0.1	0.05962994	8371398	52	549	523
109	methantheline bromide	1.61	0.04	9.46	0.4670942	1	45	120462	8743831	109	methantheline bromide	depression	0	0	21.7	1	0	14	2841	204301	109	methantheline bromide	depression	31	85.8	0	0	Inf	1	0	0	369	30424	109	methantheline bromide	depression	0	0	Inf	1	0	0	139	10945	109	methantheline bromide	depression	0	0	Inf	1	0	0	273	25782	109	methantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
347	methdilazine	0	0	79.18	1	0	5	120463	8743871	347	methdilazine	depression	0	0	385.78	1	0	2	2841	204313	347	methdilazine	depression	31	85.8	0	0	Inf	1	0	0	369	30424	347	methdilazine	depression	0	0	Inf	1	0	0	139	10945	347	methdilazine	depression	0	0	Inf	1	0	0	273	25782	347	methdilazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
2061	methylene blue	0.28	0.03	1.01	0.05581895	2	523	120461	8743353	2061	methylene blue	depression	0	0	2.76	0.6478459	0	98	2841	204217	2061	methylene blue	depression	31	85.8	0	0	15.11	1	0	22	369	30402	2061	methylene blue	depression	0	0	26.09	1	0	13	139	10932	2061	methylene blue	depression	0	0	26.47	1	0	15	273	25767	2061	methylene blue	depression	-11.15	1.43752870900291e-05	270.73	0.9671364	0.03	0	2.557123e-22	0.2	0.1	0.06020132	8371398	52	549	523
1167	mirtazapine	1.48	1.38	1.59	2.507668e-25	806	39526	119657	8704350	1167	mirtazapine	depression	0.94	0.79	1.11	0.5025152	144	10976	2697	193339	1167	mirtazapine	depression	31	85.8	0.75	0.4	1.28	0.3361156	14	1524	355	28900	1167	mirtazapine	depression	0.67	0.26	1.43	0.409414	7	800	132	10145	1167	mirtazapine	depression	0.91	0.43	1.7	0.877501	10	1038	263	24744	1167	mirtazapine	depression	-0.32	0.726149037073691	0.25	0.1939251	0.03	0	1.795344e-22	0.21	0.11	0.05111387	8371398	52	549	523
584	molindone	0.9	0.02	5.14	1	1	81	120462	8743795	584	molindone	depression	0	0	16.36	1	0	18	2841	204297	584	molindone	depression	31	85.8	0	0	Inf	1	0	0	369	30424	584	molindone	depression	0	0	2930.34	1	0	1	139	10944	584	molindone	depression	0	0	Inf	1	0	0	273	25782	584	molindone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1100	nefazodone	2.6	2.11	3.17	1.626915e-16	101	2822	120362	8741054	1100	nefazodone	depression	3.42	2.43	4.69	8.66391e-11	41	872	2800	203443	1100	nefazodone	depression	31	85.8	0	0	13.75	1	0	24	369	30400	1100	nefazodone	depression	0	0	35.46	1	0	10	139	10935	1100	nefazodone	depression	0	0	24.62	1	0	16	273	25766	1100	nefazodone	depression	-10.14	3.94688028255435e-05	172.31	0.9530627	0.03	0	2.588118e-22	0.2	0.1	0.0601144	8371398	52	549	523
458	nortriptyline	1.69	1.49	1.9	4.93783e-15	269	11584	120194	8732292	458	nortriptyline	depression	2.06	1.46	2.83	5.326873e-05	40	1407	2801	202908	458	nortriptyline	depression	31	85.8	0.74	0.09	2.74	1	2	221	367	30203	458	nortriptyline	depression	0.97	0.02	5.66	1	1	81	138	10864	458	nortriptyline	depression	0.54	0.01	3.1	1	1	173	272	25609	458	nortriptyline	depression	-0.38	0.683861409212356	0.71	0.5906866	0.03	0	2.553956e-22	0.2	0.1	0.06008783	8371398	52	549	523
468	oxazepam	1.59	1.36	1.85	1.691859e-08	174	7938	120289	8735938	468	oxazepam	depression	1.59	0.92	2.57	0.06384375	17	770	2824	203545	468	oxazepam	depression	31	85.8	3.78	1	10.1	0.02487089	4	88	365	30336	468	oxazepam	depression	6.17	1.2	19.77	0.01551119	3	39	136	10906	468	oxazepam	depression	2.43	0.29	9.17	0.2045992	2	78	271	25704	468	oxazepam	depression	1.26	3.52542148736538	0.46	0.006596324	0.03	0	3.515474e-22	0.2	0.11	0.06308353	8371398	52	549	523
1067	paroxetine	1.55	1.48	1.62	2.104528e-66	1824	85869	118639	8658007	1067	paroxetine	depression	1.21	1.08	1.36	0.0009491046	359	21772	2482	182543	1067	paroxetine	depression	31	85.8	1.66	1.1	2.42	0.01186194	30	1540	339	28884	1067	paroxetine	depression	0.69	0.22	1.65	0.5600425	5	564	134	10381	1067	paroxetine	depression	2.33	1.53	3.42	7.715214e-05	30	1299	243	24483	1067	paroxetine	depression	0.53	1.69893230861855	0.18	0.002966614	0.03	0	3.522699e-22	0.2	0.1	0.05883506	8371398	52	549	523
342	phenelzine	0.62	0.33	1.06	0.09720721	13	1530	120450	8742346	342	phenelzine	depression	0.49	0.13	1.27	0.209214	4	585	2837	203730	342	phenelzine	depression	31	85.8	1.31	0.03	7.61	0.538076	1	63	368	30361	342	phenelzine	depression	0	0	26.09	1	0	13	139	10932	342	phenelzine	depression	1.78	0.04	10.46	0.4341185	1	53	272	25729	342	phenelzine	depression	0.08	1.08328706767496	1.01	0.9373771	0.03	0	2.683811e-22	0.2	0.1	0.06041904	8371398	52	549	523
606	prazepam	1.53	0.99	2.27	0.04528947	25	1186	120438	8742690	606	prazepam	depression	0.45	0.01	2.54	0.7303205	1	160	2840	204155	606	prazepam	depression	31	85.8	0	0	57.41	1	0	7	369	30417	606	prazepam	depression	0	0	425.45	1	0	2	139	10943	606	prazepam	depression	0	0	103.62	1	0	5	273	25777	606	prazepam	depression	-9.33	8.87222370960982e-05	200.13	0.9628096	0.03	0	2.575781e-22	0.2	0.1	0.06061051	8371398	52	549	523
382	propiomazine	3.52	1.49	7.1	0.002719513	8	165	120455	8743711	382	propiomazine	depression	0	0	17.44	1	0	17	2841	204298	382	propiomazine	depression	31	85.8	0	0	Inf	1	0	0	369	30424	382	propiomazine	depression	0	0	Inf	1	0	0	139	10945	382	propiomazine	depression	0	0	Inf	1	0	0	273	25782	382	propiomazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1239	quetiapine fumarate	0.69	0.65	0.74	2.983658e-30	863	90362	119600	8653514	1239	quetiapine fumarate	depression	0.85	0.73	0.98	0.02803296	188	15771	2653	188544	1239	quetiapine fumarate	depression	31	85.8	1.12	0.63	1.85	0.5901246	16	1186	353	29238	1239	quetiapine fumarate	depression	1.09	0.39	2.46	0.8249519	6	434	133	10511	1239	quetiapine fumarate	depression	0.98	0.46	1.84	1	10	961	263	24821	1239	quetiapine fumarate	depression	0.1	1.10517091807565	0.26	0.6872951	0.03	0	2.486732e-22	0.2	0.1	0.06071712	8371398	52	549	523
1031	sertraline	1.73	1.66	1.8	4.505943e-137	2550	108081	117913	8635795	1031	sertraline	depression	1.46	1.33	1.61	6.529792e-14	520	27103	2321	177212	1031	sertraline	depression	31	85.8	1.06	0.78	1.43	0.7026674	53	4149	316	26275	1031	sertraline	depression	1.2	0.74	1.89	0.4007153	24	1618	115	9327	1031	sertraline	depression	1.04	0.73	1.46	0.7957129	41	3743	232	22039	1031	sertraline	depression	0.11	1.11627807045887	0.14	0.4243071	0.03	0	2.397286e-22	0.2	0.1	0.06197144	8371398	52	549	523
982	terconazole	8.42	6.3	11.07	2.538083e-32	58	500	120405	8743376	982	terconazole	depression	1.22	0.03	7.07	0.5633711	1	59	2840	204256	982	terconazole	depression	31	85.8	0	0	199.13	1	0	3	369	30421	982	terconazole	depression	0	0	Inf	1	0	0	139	10945	982	terconazole	depression	0	0	143.03	1	0	4	273	25778	982	terconazole	depression	-8.55	0.000193545099558094	263.87	0.974137	0.03	0	2.667226e-22	0.2	0.1	0.06070575	8371398	52	549	523
1713	tetracycline phosphate complex	0	0	13.94	1	0	21	120463	8743855	1713	tetracycline phosphate complex	depression	0	0	25.9	1	0	12	2841	204303	1713	tetracycline phosphate complex	depression	31	85.8	0	0	3061.76	1	0	1	369	30423	1713	tetracycline phosphate complex	depression	0	0	Inf	1	0	0	139	10945	1713	tetracycline phosphate complex	depression	0	0	3482.77	1	0	1	273	25781	1713	tetracycline phosphate complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
334	thioridazine	1.61	1.05	2.35	0.01950214	27	1221	120436	8742655	334	thioridazine	depression	1.78	0.48	4.64	0.2957702	4	162	2837	204153	334	thioridazine	depression	31	85.8	0	0	48.47	1	0	8	369	30416	334	thioridazine	depression	0	0	190.85	1	0	3	139	10942	334	thioridazine	depression	0	0	55.58	1	0	8	273	25774	334	thioridazine	depression	-10.31	3.3298440297091e-05	261.47	0.9685474	0.03	0	2.549433e-22	0.2	0.1	0.06041901	8371398	52	549	523
380	tranylcypromine	0.69	0.28	1.43	0.4264781	7	738	120456	8743138	380	tranylcypromine	depression	1.72	0.68	3.59	0.1371624	7	293	2834	204022	380	tranylcypromine	depression	31	85.8	0	0	11.66	1	0	28	369	30396	380	tranylcypromine	depression	0	0	119.88	1	0	4	139	10941	380	tranylcypromine	depression	0	0	13.89	1	0	27	273	25755	380	tranylcypromine	depression	-10.97	1.72103433040437e-05	258.69	0.9661727	0.03	0	2.684019e-22	0.2	0.1	0.06155258	8371398	52	549	523
761	trazodone	1.81	1.71	1.91	8.225549e-85	1342	54157	119121	8689719	761	trazodone	depression	1.86	1.62	2.13	9.900655e-17	233	9349	2608	194966	761	trazodone	depression	31	85.8	1.08	0.67	1.67	0.7304883	22	1684	347	28740	761	trazodone	depression	1.79	0.86	3.34	0.06784368	11	502	128	10443	761	trazodone	depression	0.98	0.53	1.68	1	14	1346	259	24436	761	trazodone	depression	0.16	1.17351087099181	0.21	0.4525458	0.03	0	3.000629e-22	0.2	0.1	0.05939238	8371398	52	549	523
299	trimeprazine tartrate	1.24	0.4	2.92	0.6098407	5	293	120458	8743583	299	trimeprazine tartrate	depression	1.89	0.05	11.21	0.4164406	1	38	2840	204277	299	trimeprazine tartrate	depression	31	85.8	0	0	Inf	1	0	0	369	30424	299	trimeprazine tartrate	depression	0	0	Inf	1	0	0	139	10945	299	trimeprazine tartrate	depression	0	0	Inf	1	0	0	273	25782	299	trimeprazine tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
539	trimipramine maleate	0.66	0.29	1.31	0.307214	8	874	120455	8743002	539	trimipramine maleate	depression	0	0	1.28	0.1253015	0	209	2841	204106	539	trimipramine maleate	depression	31	85.8	0	0	16.76	1	0	20	369	30404	539	trimipramine maleate	depression	0	0	67.41	1	0	6	139	10939	539	trimipramine maleate	depression	0	0	28.62	1	0	14	273	25768	539	trimipramine maleate	depression	-10.22	3.64342970605703e-05	196.49	0.9585349	0.03	0	2.547111e-22	0.2	0.1	0.06046532	8371398	52	549	523
1544	urokinase	3.59	1.7	6.75	0.0007318239	10	202	120453	8743674	1544	urokinase	depression	0	0	11.44	1	0	25	2841	204290	1544	urokinase	depression	31	85.8	0	0	199.13	1	0	3	369	30421	1544	urokinase	depression	0	0	Inf	1	0	0	139	10945	1544	urokinase	depression	0	0	227.97	1	0	3	273	25779	1544	urokinase	depression	-8.11	0.000300518873191348	187.48	0.9655131	0.03	0	2.626411e-22	0.2	0.1	0.06073977	8371398	52	549	523
1099	venlafaxine	1.35	1.29	1.43	4.182539e-29	1539	82749	118924	8661127	1099	venlafaxine	depression	0.96	0.85	1.09	0.5654442	301	22377	2540	181938	1099	venlafaxine	depression	31	85.8	0.7	0.46	1.01	0.05654181	30	3430	339	26994	1099	venlafaxine	depression	0.64	0.29	1.26	0.2474383	9	1069	130	9876	1099	venlafaxine	depression	0.69	0.42	1.07	0.1012921	22	2905	251	22877	1099	venlafaxine	depression	-0.37	0.690734330637355	0.19	0.04995118	0.03	0	3.561547e-22	0.19	0.11	0.06656984	8371398	52	549	523
1679	vilazodone	0.28	0.17	0.44	1.938018e-12	20	5155	120443	8738721	1679	vilazodone	depression	0.13	0.04	0.35	1.019884e-08	4	2121	2837	202194	1679	vilazodone	depression	31	85.8	0	0	1.03	0.05495152	0	297	369	30127	1679	vilazodone	depression	0	0	3.39	0.6305748	0	88	139	10857	1679	vilazodone	depression	0	0	1.31	0.1218395	0	266	273	25516	1679	vilazodone	depression	-12.97	2.32916668565209e-06	207.73	0.9501962	0.03	0	3.457476e-22	0.19	0.1	0.06427789	8371398	52	549	523
2055	vortioxetine	0.13	0.03	0.39	9.260472e-07	3	1631	120460	8742245	2055	vortioxetine	depression	0.11	0	0.64	0.003008895	1	628	2840	203687	2055	vortioxetine	depression	31	85.8	0.27	0.01	1.54	0.2769527	1	300	368	30124	2055	vortioxetine	depression	0	0	2.85	0.6433365	0	104	139	10841	2055	vortioxetine	depression	0.31	0.01	1.78	0.3827998	1	298	272	25484	2055	vortioxetine	depression	-1.35	0.259240260645892	1	0.1784447	0.03	0	4.000064e-22	0.2	0.1	0.06228214	8371398	52	549	523
1185	acarbose	1.52	1.13	1.99	0.004870828	53	2539	120410	8741337	1185	acarbose	diabetes mellitus	2.13	1.19	3.55	0.007162831	15	641	2654	241915	1185	acarbose	diabetes mellitus	49.3	84	4.68	1.83	10	0.001097	7	119	597	47471	1185	acarbose	diabetes mellitus	6.75	2.62	14.64	0.000139938	7	87	351	29439	1185	acarbose	diabetes mellitus	0	0	5.86	1	0	58	317	28108	1185	acarbose	diabetes mellitus	1.24	3.45561346476268	0.39	0.00146039	0.04	0	6.477515e-29	0.1	0.08	0.2120363	8583678	43	592	570
859	acetohydroxamic acid	0	0	61.54	1	0	6	120463	8743870	859	acetohydroxamic acid	diabetes mellitus	0	0	478.73	1	0	2	2669	242554	859	acetohydroxamic acid	diabetes mellitus	49.3	84	0	0	Inf	1	0	0	604	47590	859	acetohydroxamic acid	diabetes mellitus	0	0	Inf	1	0	0	358	29526	859	acetohydroxamic acid	diabetes mellitus	0	0	Inf	1	0	0	317	28166	859	acetohydroxamic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	592	570
1632	alogliptin benzoate	2.2	1.58	2.99	5.559843e-06	42	1385	120421	8742491	1632	alogliptin benzoate	diabetes mellitus	4.06	2.51	6.22	1.034503e-07	22	496	2647	242060	1632	alogliptin benzoate	diabetes mellitus	49.3	84	6.09	3.33	10.38	9.937789e-08	15	198	589	47392	1632	alogliptin benzoate	diabetes mellitus	4.36	1.83	8.9	0.0007837149	8	154	350	29372	1632	alogliptin benzoate	diabetes mellitus	6.74	2.62	14.6	0.0001392613	7	94	310	28072	1632	alogliptin benzoate	diabetes mellitus	1.54	4.66459027098813	0.27	1.187938e-08	0.04	0	1.131486e-28	0.09	0.08	0.2326627	8583678	43	592	570
1757	bacampicillin	0	0	12.06	1	0	24	120463	8743852	1757	bacampicillin	diabetes mellitus	0	0	218.94	1	0	3	2669	242553	1757	bacampicillin	diabetes mellitus	49.3	84	0	0	2932.13	1	0	1	604	47589	1757	bacampicillin	diabetes mellitus	0	0	Inf	1	0	0	358	29526	1757	bacampicillin	diabetes mellitus	0	0	3287.28	1	0	1	317	28165	1757	bacampicillin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	592	570
317	chlorpropamide	6.25	3.9	9.59	2.408526e-11	23	267	120440	8743609	317	chlorpropamide	diabetes mellitus	12.36	6.34	22.2	2.594467e-10	13	96	2656	242460	317	chlorpropamide	diabetes mellitus	49.3	84	0	0	67.04	1	0	6	604	47584	317	chlorpropamide	diabetes mellitus	0	0	3062.64	1	0	1	358	29525	317	chlorpropamide	diabetes mellitus	0	0	97.38	1	0	5	317	28161	317	chlorpropamide	diabetes mellitus	-8.4	0.000224867324178848	132.34	0.9493648	0.04	0	2.664347e-29	0.1	0.08	0.1965706	8583678	43	592	570
1190	glimepiride	2.04	1.93	2.16	2.469721e-109	1242	44391	119221	8699485	1190	glimepiride	diabetes mellitus	1.87	1.63	2.14	1.983449e-17	241	12220	2428	230336	1190	glimepiride	diabetes mellitus	49.3	84	1.7	1.25	2.27	0.0006450955	52	2495	552	45095	1190	glimepiride	diabetes mellitus	1.79	1.2	2.59	0.003771584	32	1533	326	27993	1190	glimepiride	diabetes mellitus	1.61	1.02	2.44	0.02773448	25	1418	292	26748	1190	glimepiride	diabetes mellitus	0.42	1.52196155561863	0.14	0.002471332	0.04	0	2.262936e-28	0.1	0.08	0.206406	8583678	43	592	570
682	glipizide	2.21	2.09	2.34	8.022012e-135	1274	42067	119189	8701809	682	glipizide	diabetes mellitus	1.49	1.25	1.76	1.571474e-05	142	8830	2527	233726	682	glipizide	diabetes mellitus	49.3	84	1.59	1.1	2.25	0.01242075	35	1768	569	45822	682	glipizide	diabetes mellitus	1.6	0.93	2.58	0.06804386	18	946	340	28580	682	glipizide	diabetes mellitus	1.43	0.82	2.34	0.1817528	17	1073	300	27093	682	glipizide	diabetes mellitus	0.31	1.36342511413218	0.18	0.08017301	0.04	0	7.200423e-29	0.1	0.08	0.190578	8583678	43	592	570
357	glucagon	3.28	2.45	4.3	4.127074e-13	54	1197	120409	8742679	357	glucagon	diabetes mellitus	0	0	2.66	0.6528899	0	128	2669	242428	357	glucagon	diabetes mellitus	49.3	84	0	0	12.55	1	0	25	604	47565	357	glucagon	diabetes mellitus	0	0	21.48	1	0	16	358	29510	357	glucagon	diabetes mellitus	0	0	13.6	1	0	26	317	28140	357	glucagon	diabetes mellitus	-10.9	1.84582339957806e-05	217.09	0.9599601	0.04	0	2.837154e-29	0.1	0.08	0.1957494	8583678	43	592	570
