results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
362	spironolactone	0.86	0.78	0.95	0.0022	420	68610	61996	8733313	362	spironolactone	hypertension	0.89	0.69	1.13	0.38	68	9374	2549	312517	362	spironolactone	hypertension	43.3	85	0.88	0.51	1.43	0.73	17	2085	566	61177	362	spironolactone	hypertension	0.65	0.18	1.71	0.53	4	1085	173	30718	362	spironolactone	hypertension	0.94	0.51	1.6	1	14	1265	459	38954	362	spironolactone	hypertension	-0.14	0.869358235398806	0.24	0.55	-0.01	0	0.02	-0.75	0.09	0
363	urea	1.12	0.56	2	0.63	11	1390	62405	8800533	363	urea	hypertension	0.81	0.02	4.58	1	1	152	2616	321739	363	urea	hypertension	43.3	85	0	0	14.75	1	0	29	583	63233	363	urea	hypertension	0	0	50.53	1	0	15	177	31788	363	urea	hypertension	0	0	25.71	1	0	14	473	40205	363	urea	hypertension	-9.8	5.54515994321769e-05	162.69	0.95	-0.01	0	0.02	-0.75	0.09	0
364	orphenadrine citrate	2.65	1.74	3.88	9.8e-06	27	1436	62389	8800487	364	orphenadrine citrate	pain	0.28	0.01	1.55	0.28	1	256	2745	193951	364	orphenadrine citrate	pain	33	80.8	0	0	5.13	1	0	43	620	35399	364	orphenadrine citrate	pain	0	0	30.28	1	0	11	205	15465	364	orphenadrine citrate	pain	0	0	6.33	1	0	34	489	26924	364	orphenadrine citrate	pain	-11.49	1.02319027318752e-05	216.73	0.96	0	0	0.77	-0.32	0.08	0
365	bendroflumethiazide	2.16	1.8	2.56	6.2e-15	132	8637	62284	8793286	365	bendroflumethiazide	hypertension	3.32	2.53	4.28	5.2e-15	62	2338	2555	319553	365	bendroflumethiazide	hypertension	43.3	85	0.33	0.01	1.84	0.38	1	331	582	62931	365	bendroflumethiazide	hypertension	0	0	4.72	1	0	143	177	31660	365	bendroflumethiazide	hypertension	1.11	0.23	3.32	0.75	3	229	470	39990	365	bendroflumethiazide	hypertension	-0.12	0.886920436717157	0.58	0.83	-0.01	0	0.02	-0.75	0.09	0
366	acetic acid, glacial	0.68	0.08	2.46	1	2	416	62414	8801507	366	acetic acid, glacial	hypertension	0	0	6.56	1	0	71	2617	321820	366	acetic acid, glacial	hypertension	43.3	85	0	0	165.26	1	0	4	583	63258	366	acetic acid, glacial	hypertension	0	0	434.48	1	0	3	177	31800	366	acetic acid, glacial	hypertension	0	0	447.55	1	0	2	473	40217	366	acetic acid, glacial	hypertension	-7.73	0.000439444117101845	143.84	0.96	-0.01	0	0.02	-0.75	0.09	0
367	norethindrone acetate	1.68	1.38	2.04	6.5e-07	108	9047	62308	8792876	367	norethindrone acetate	hormone replacement therapy	1.05	0.45	2.13	0.85	8	1746	169	38882	367	norethindrone acetate	hormone replacement therapy	39.8	73	0	0	5.38	1	0	40	53	2856	367	norethindrone acetate	hormone replacement therapy	0	0	1644.78	1	0	1	28	1211	367	norethindrone acetate	hormone replacement therapy	1.4	0.03	8.79	0.52	1	50	31	2178	367	norethindrone acetate	hormone replacement therapy	0.36	1.43332941456034	1.03	0.73	0.01	0.01	0.51	0.5	0.26	0.06
368	fluorouracil	0.26	0.21	0.33	2.1e-53	82	43765	62334	8758158	368	fluorouracil	colorectal cancer metastatic	2.08	0.72	6.46	0.14	10	5031	7	7341	368	fluorouracil	colorectal cancer metastatic	48	78.3	2.72	0.03	213.19	0.47	1	494	1	1343	368	fluorouracil	colorectal cancer metastatic	5.12	0.73	56.79	0.057	4	379	2	972	368	fluorouracil	colorectal cancer metastatic	0	0	Inf	1	0	254	0	698	368	fluorouracil	colorectal cancer metastatic	1.63	5.10387471853673	0.87	0.06	-0.02	0.03	0.49	17.12	1502.25	0.99
369	phendimetrazine tartrate	1.28	0.03	7.29	0.54	1	110	62415	8801813	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	471.97	1	0	2	883	79111	369	phendimetrazine tartrate	gastrooesophageal reflux disease	39	82.6	0	0	Inf	1	0	0	264	19102	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	75	8160	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	221	14548	369	phendimetrazine tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	chlordiazepoxide	3.24	2.69	3.89	3.5e-27	121	5267	62295	8796656	370	chlordiazepoxide	depression	2.11	1.26	3.34	0.0037	19	471	3871	202795	370	chlordiazepoxide	depression	26.8	78	0.92	0.11	3.43	1	2	86	754	29740	370	chlordiazepoxide	depression	0	0	9.49	1	0	20	233	10831	370	chlordiazepoxide	depression	1.16	0.14	4.35	0.69	2	72	609	25372	370	chlordiazepoxide	depression	-0.08	0.923116346386636	0.72	0.92	0	0	0.75	-0.11	0.08	0.15
371	acetophenazine maleate	0	0	339.07	1	0	3	62416	8801920	371	acetophenazine maleate	atrial fibrillation	0	0	10849.64	1	0	1	334	111882	371	acetophenazine maleate	atrial fibrillation	53.4	89.5	0	0	Inf	1	0	0	96	36261	371	acetophenazine maleate	atrial fibrillation	0	0	Inf	1	0	0	51	22078	371	acetophenazine maleate	atrial fibrillation	0	0	Inf	1	0	0	56	17971	371	acetophenazine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	fluprednisolone	0	0	213.76	1	0	4	62416	8801919	372	fluprednisolone	rheumatoid arthritis	0	0	311.19	1	0	4	2246	461537	372	fluprednisolone	rheumatoid arthritis	40.2	81	0	0	Inf	1	0	0	955	115943	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	161	25410	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	913	108062	372	fluprednisolone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	trichlormethiazide	0.22	0.03	0.81	0.011	2	1268	62414	8800655	373	trichlormethiazide	hypertension	0	0	1.05	0.056	0	433	2617	321458	373	trichlormethiazide	hypertension	43.3	85	0	0	11.09	1	0	38	583	63224	373	trichlormethiazide	hypertension	0	0	28.83	1	0	25	177	31778	373	trichlormethiazide	hypertension	0	0	14.83	1	0	23	473	40196	373	trichlormethiazide	hypertension	-10.79	2.06045218288883e-05	208.4	0.96	-0.01	0	0.02	-0.75	0.09	0
374	chlorthalidone	1.27	0.95	1.68	0.095	51	5645	62365	8796278	374	chlorthalidone	hypertension	0.98	0.53	1.65	1	14	1756	2603	320135	374	chlorthalidone	hypertension	43.3	85	0.26	0.01	1.48	0.19	1	411	582	62851	374	chlorthalidone	hypertension	0.84	0.02	4.81	1	1	213	176	31590	374	chlorthalidone	hypertension	0	0	1.28	0.12	0	247	473	39972	374	chlorthalidone	hypertension	-1.42	0.241714016897036	1	0.16	-0.01	0	0.01	-0.75	0.09	0
375	oxytocin	0.07	0	0.38	1.5e-05	1	2045	62415	8799878	375	oxytocin	labour induction	0	0	Inf	1	0	253	0	694	375	oxytocin	labour induction	NA	NA	0	0	Inf	1	0	0	0	0	375	oxytocin	labour induction	0	0	Inf	1	0	1	0	36	375	oxytocin	labour induction	0	0	Inf	1	0	25	0	100	375	oxytocin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	dextrothyroxine sodium	0	0	5064.64	1	0	1	62416	8801922	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		NA	NA	0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	guanethidine monosulfate	0	0	71.43	1	0	9	62416	8801914	377	guanethidine monosulfate	hypertension	0	0	295.8	1	0	3	2617	321888	377	guanethidine monosulfate	hypertension	43.3	85	0	0	Inf	1	0	0	583	63262	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	177	31803	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	473	40219	377	guanethidine monosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	isoetharine	0	0	7.11	1	0	75	62416	8801848	379	isoetharine	asthma	0	0	17.45	1	0	33	698	102687	379	isoetharine	asthma	24.2	80.2	0	0	Inf	1	0	0	186	17451	379	isoetharine	asthma	0	0	Inf	1	0	0	44	6361	379	isoetharine	asthma	0	0	Inf	1	0	0	162	14858	379	isoetharine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	tranylcypromine	3.89	2.36	6.06	6.2e-07	20	725	62396	8801198	380	tranylcypromine	depression	1.25	0.5	2.61	0.52	7	293	3883	202973	380	tranylcypromine	depression	26.8	78	0	0	5.17	1	0	30	756	29796	380	tranylcypromine	depression	0	0	70.81	1	0	4	233	10847	380	tranylcypromine	depression	0	0	6.11	1	0	27	611	25417	380	tranylcypromine	depression	-10.82	1.99955661797474e-05	158.53	0.95	0	0	0.75	-0.11	0.08	0.15
381	ethosuximide	1.95	1.01	3.43	0.039	12	866	62404	8801057	381	ethosuximide	epilepsy	1.83	0.78	3.68	0.091	8	324	608	45126	381	ethosuximide	epilepsy	12	74.2	13.98	2.54	50.79	0.0021	3	15	83	5808	381	ethosuximide	epilepsy	0	0	17.43	1	0	19	45	3529	381	ethosuximide	epilepsy	9.42	1.77	32.21	0.0056	3	27	49	4161	381	ethosuximide	epilepsy	1.89	6.61936868104308	0.62	0	0.01	0	0.05	0.03	0.21	0.89
382	propiomazine	3.34	0.9	8.71	0.035	4	169	62412	8801754	382	propiomazine	depression	0	0	12.66	1	0	17	3890	203249	382	propiomazine	depression	26.8	78	0	0	Inf	1	0	0	756	29826	382	propiomazine	depression	0	0	Inf	1	0	0	233	10851	382	propiomazine	depression	0	0	Inf	1	0	0	611	25444	382	propiomazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	colchicine	0.59	0.44	0.78	7.1e-05	51	12131	62365	8789792	383	colchicine	gout	0.74	0.41	1.26	0.28	17	2929	94	12037	383	colchicine	gout	56.2	86.9	0.57	0.11	1.89	0.46	3	586	25	2803	383	colchicine	gout	0.55	0.06	2.32	0.56	2	519	18	2576	383	colchicine	gout	1.38	0.24	5.59	0.71	3	274	9	1137	383	colchicine	gout	-0.13	0.878095430920561	0.49	0.78	0.03	0.01	0.07	-0.19	0.37	0.62
384	pseudoephedrine	1.2	1.02	1.41	0.028	150	17591	62266	8784332	384	pseudoephedrine	hypersensitivity	0.62	0.3	1.12	0.14	11	1848	323	33532	384	pseudoephedrine	hypersensitivity	24.8	78	0	0	0.52	0.0017	0	624	86	7413	384	pseudoephedrine	hypersensitivity	0	0	3.17	0.63	0	162	22	2786	384	pseudoephedrine	hypersensitivity	0	0	0.66	0.0098	0	508	75	6634	384	pseudoephedrine	hypersensitivity	-14.96	3.18386431028753e-07	414.84	0.97	0	0.01	0.4	-0.35	0.24	0.16
385	nitrofurantoin sodium	0	0	27.09	1	0	21	62416	8801902	385	nitrofurantoin sodium	hypertension	0	0	295.8	1	0	3	2617	321888	385	nitrofurantoin sodium	hypertension	43.3	85	0	0	261.32	1	0	3	583	63259	385	nitrofurantoin sodium	hypertension	0	0	Inf	1	0	0	177	31803	385	nitrofurantoin sodium	hypertension	0	0	205.22	1	0	3	473	40216	385	nitrofurantoin sodium	hypertension	-8.07	0.000312783281065711	187.42	0.97	-0.01	0	0.02	-0.75	0.09	0
386	biperiden lactate	1.2	0.81	1.71	0.31	30	3530	62386	8798393	386	biperiden lactate	schizophrenia	0.89	0.24	2.32	1	4	1035	259	59741	386	biperiden lactate	schizophrenia	20.1	71.3	1.1	0.03	6.55	0.6	1	154	45	7638	386	biperiden lactate	schizophrenia	2.24	0.05	13.87	0.37	1	82	29	5332	386	biperiden lactate	schizophrenia	0	0	6.88	1	0	90	22	3331	386	biperiden lactate	schizophrenia	-0.05	0.951229424500714	1.01	0.96	0.01	0.01	0.47	-0.13	0.28	0.65
387	benzphetamine	0	0	9.26	1	0	58	62416	8801865	387	benzphetamine	pain	0	0	379.12	1	0	2	2746	194205	387	benzphetamine	pain	33	80.8	0	0	Inf	1	0	0	620	35442	387	benzphetamine	pain	0	0	Inf	1	0	0	205	15476	387	benzphetamine	pain	0	0	Inf	1	0	0	489	26958	387	benzphetamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	thioguanine	0.27	0.03	0.98	0.041	2	1044	62414	8800879	388	thioguanine	acute lymphocytic leukaemia	0	0	5.5	1	0	242	35	11876	388	thioguanine	acute lymphocytic leukaemia	17.9	61.9	0	0	130.92	1	0	11	5	1194	388	thioguanine	acute lymphocytic leukaemia	0	0	499.51	1	0	8	3	1502	388	thioguanine	acute lymphocytic leukaemia	0	0	206.44	1	0	10	4	1229	388	thioguanine	acute lymphocytic leukaemia	-12.47	3.84014665764072e-06	1530.8	0.99	0.01	0.02	0.32	-0.45	0.77	0.56
389	atropine	1.07	0.89	1.27	0.43	126	16612	62290	8785311	389	atropine	crohn s disease	3.6	2.07	5.85	1.2e-05	17	1714	404	146654	389	atropine	crohn s disease	25	75.4	0	0	2.98	0.64	0	372	100	29328	389	atropine	crohn s disease	0	0	12.67	1	0	141	31	13974	389	atropine	crohn s disease	0	0	4.22	1	0	262	82	23858	389	atropine	crohn s disease	-12.97	2.32916668565209e-06	322.73	0.97	0.02	0.01	0	-0.38	0.21	0.07
390	diphenoxylate	1.4	1.15	1.69	0.00095	109	10994	62307	8790929	390	diphenoxylate	crohn s disease	3.54	2.04	5.76	1.5e-05	17	1743	404	146625	390	diphenoxylate	crohn s disease	25	75.4	0	0	2.88	0.64	0	384	100	29316	390	diphenoxylate	crohn s disease	0	0	12.4	1	0	144	31	13971	390	diphenoxylate	crohn s disease	0	0	4.09	1	0	270	82	23850	390	diphenoxylate	crohn s disease	-12.97	2.32916668565209e-06	318.42	0.97	0.02	0.01	0	-0.38	0.21	0.07
392	chlorprothixene	0.42	0.01	2.35	0.74	1	337	62415	8801586	392	chlorprothixene	depression	1.14	0.03	6.66	0.59	1	46	3889	203220	392	chlorprothixene	depression	26.8	78	0	0	59.93	1	0	4	756	29822	392	chlorprothixene	depression	0	0	1766.17	1	0	1	233	10850	392	chlorprothixene	depression	0	0	63.1	1	0	4	611	25440	392	chlorprothixene	depression	-8.83	0.000146278239484437	145.21	0.95	0	0	0.75	-0.11	0.08	0.15
393	methysergide maleate	0	0	15.67	1	0	35	62416	8801888	393	methysergide maleate	migraine	0	0	18.46	1	0	17	546	41469	393	methysergide maleate	migraine	24	68.1	0	0	1966.81	1	0	1	137	7127	393	methysergide maleate	migraine	0	0	Inf	1	0	0	12	1069	393	methysergide maleate	migraine	0	0	1963.92	1	0	1	141	7324	393	methysergide maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	methyclothiazide	0	0	7.86	1	0	68	62416	8801855	394	methyclothiazide	hypertension	0	0	37.1	1	0	14	2617	321877	394	methyclothiazide	hypertension	43.3	85	0	0	261.32	1	0	3	583	63259	394	methyclothiazide	hypertension	0	0	960.81	1	0	2	177	31801	394	methyclothiazide	hypertension	0	0	3152.84	1	0	1	473	40218	394	methyclothiazide	hypertension	-7.66	0.000471307410795765	185.38	0.97	-0.01	0	0.02	-0.75	0.09	0
395	oxyphenbutazone	0	0	153.99	1	0	5	62416	8801918	395	oxyphenbutazone	osteoporosis	0	0	132.31	1	0	4	1881	164603	395	oxyphenbutazone	osteoporosis	53.9	88	0	0	Inf	1	0	0	332	26456	395	oxyphenbutazone	osteoporosis	0	0	Inf	1	0	0	23	2943	395	oxyphenbutazone	osteoporosis	0	0	Inf	1	0	0	348	27407	395	oxyphenbutazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	metronidazole	1.07	0.95	1.21	0.26	259	34052	62157	8767871	396	metronidazole	crohn s disease	0.88	0.35	1.83	1	7	2799	414	145569	396	metronidazole	crohn s disease	25	75.4	0	0	2.69	0.65	0	411	100	29289	396	metronidazole	crohn s disease	0	0	8.2	1	0	216	31	13899	396	metronidazole	crohn s disease	0	0	3.48	0.63	0	317	82	23803	396	metronidazole	crohn s disease	-13.67	1.15662994617537e-06	460.96	0.98	0.02	0.01	0	-0.38	0.21	0.07
397	cyproheptadine	1.57	1.07	2.22	0.014	32	2872	62384	8799051	397	cyproheptadine	pain	0	0	1.43	0.19	0	184	2746	194023	397	cyproheptadine	pain	33	80.8	0	0	9.11	1	0	25	620	35417	397	cyproheptadine	pain	0	0	21.18	1	0	15	205	15461	397	cyproheptadine	pain	0	0	6.98	1	0	31	489	26927	397	cyproheptadine	pain	-11.45	1.06494746038243e-05	214.31	0.96	0	0	0.79	-0.32	0.08	0
398	betamethasone	1.06	0.84	1.32	0.56	81	10728	62335	8791195	398	betamethasone	psoriasis	1.73	0.56	4.07	0.22	5	775	603	161498	398	betamethasone	psoriasis	34.1	77	3.08	0.83	8.12	0.045	4	210	249	40328	398	betamethasone	psoriasis	1.81	0.04	10.51	0.43	1	120	98	21274	398	betamethasone	psoriasis	3.54	0.71	10.76	0.057	3	127	182	27305	398	betamethasone	psoriasis	1	2.71828182845905	0.51	0.05	0.02	0	0	-0.37	0.12	0
399	vinblastine	0.25	0.08	0.59	0.00016	5	2807	62411	8799116	399	vinblastine	hodgkin s disease	0.64	0.12	2.38	0.58	3	1330	12	3412	399	vinblastine	hodgkin s disease	29.7	49.4	Inf	1.01	Inf	0.024	2	40	0	224	399	vinblastine	hodgkin s disease	Inf	0.71	Inf	0.044	2	107	0	409	399	vinblastine	hodgkin s disease	0	0	161.44	1	0	80	1	331	399	vinblastine	hodgkin s disease	2.09	8.08491516430506	1.23	0.09	-0.02	0.03	0.52	0.38	1.23	0.76
401	amitriptyline	2.35	2.19	2.51	1.3e-108	893	54094	61523	8747829	401	amitriptyline	pain	2.62	2.26	3.02	8.9e-32	212	6009	2534	188198	401	amitriptyline	pain	33	80.8	3.27	2.46	4.29	4.6e-14	62	1163	558	34279	401	amitriptyline	pain	7.14	4.58	10.8	1.4e-14	29	349	176	15127	401	amitriptyline	pain	2.35	1.65	3.28	4.9e-06	40	984	449	25974	401	amitriptyline	pain	1.2	3.32011692273655	0.13	0	0	0	0.55	-0.29	0.08	0
402	sulfamethoxazole	0.81	0.73	0.9	4.8e-05	351	61156	62065	8740767	402	sulfamethoxazole	prophylaxis	0.64	0.4	0.98	0.042	23	7652	452	96703	402	sulfamethoxazole	prophylaxis	37.6	80.4	0.98	0.41	2	1	8	1416	119	20652	402	sulfamethoxazole	prophylaxis	0.62	0.12	1.93	0.63	3	1105	55	12647	402	sulfamethoxazole	prophylaxis	1.1	0.35	2.67	0.81	5	772	81	13702	402	sulfamethoxazole	prophylaxis	-0.11	0.895834135296528	0.37	0.77	0.02	0.01	0	-0.38	0.17	0.03
403	phentermine	1.66	1.28	2.13	0.00015	65	5508	62351	8796415	403	phentermine	weight decreased	1.46	0.89	2.34	0.1	27	1806	63	6162	403	phentermine	weight decreased	28.3	71.2	1.05	0.46	2.21	0.85	10	533	31	1734	403	phentermine	weight decreased	2.57	0.21	22.84	0.28	2	86	3	333	403	phentermine	weight decreased	0.89	0.37	1.93	0.86	9	509	32	1619	403	phentermine	weight decreased	0.08	1.08328706767496	0.35	0.83	0.01	0.01	0.34	-0.53	0.48	0.27
404	thiethylperazine maleate	0.57	0.01	3.18	1	1	249	62415	8801674	404	thiethylperazine maleate	prophylaxis	5.79	0.14	34.4	0.16	1	38	474	104317	404	thiethylperazine maleate	prophylaxis	37.6	80.4	0	0	191.37	1	0	5	127	22063	404	thiethylperazine maleate	prophylaxis	0	0	263.2	1	0	5	58	13747	404	thiethylperazine maleate	prophylaxis	0	0	Inf	1	0	0	86	14474	404	thiethylperazine maleate	prophylaxis	-8.99	0.000124650093237575	393.68	0.98	0.02	0.01	0	-0.39	0.17	0.02
405	thiethylperazine malate	0.6	0.02	3.38	1	1	235	62415	8801688	405	thiethylperazine malate	prophylaxis	6.11	0.15	36.5	0.15	1	36	474	104319	405	thiethylperazine malate	prophylaxis	37.6	80.4	0	0	420.74	1	0	3	127	22065	405	thiethylperazine malate	prophylaxis	0	0	579.76	1	0	3	58	13749	405	thiethylperazine malate	prophylaxis	0	0	Inf	1	0	0	86	14474	405	thiethylperazine malate	prophylaxis	-7.85	0.000389751968252755	308.42	0.98	0.02	0.01	0	-0.39	0.17	0.02
407	paramethasone acetate	0	0	153.99	1	0	5	62416	8801918	407	paramethasone acetate	rheumatoid arthritis	0	0	311.19	1	0	4	2246	461537	407	paramethasone acetate	rheumatoid arthritis	40.2	81	0	0	Inf	1	0	0	955	115943	407	paramethasone acetate	rheumatoid arthritis	0	0	Inf	1	0	0	161	25410	407	paramethasone acetate	rheumatoid arthritis	0	0	Inf	1	0	0	913	108062	407	paramethasone acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
408	fluocinolone acetonide	0.83	0.33	1.72	0.86	7	1184	62409	8800739	408	fluocinolone acetonide	psoriasis	1.73	0.04	9.84	0.44	1	154	607	162119	408	fluocinolone acetonide	psoriasis	34.1	77	6.7	0.16	41.42	0.14	1	24	252	40514	408	fluocinolone acetonide	psoriasis	0	0	78.81	1	0	12	99	21382	408	fluocinolone acetonide	psoriasis	5.32	0.13	32.51	0.18	1	28	184	27404	408	fluocinolone acetonide	psoriasis	1.3	3.66929666761924	1.02	0.2	0.02	0	0	-0.37	0.12	0
409	quinidine	1.5	0.93	2.3	0.079	21	1970	62395	8799953	409	quinidine	affect lability	0.55	0.11	2.57	0.5	4	511	5	350	409	quinidine	affect lability	76.6	76.6	0	0	Inf	1	0	0	0	0	409	quinidine	affect lability	0	0	Inf	1	0	65	0	19	409	quinidine	affect lability	Inf	0.01	Inf	1	1	128	0	51	409	quinidine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	flurandrenolide	0	0	3.44	0.63	0	153	62416	8801770	410	flurandrenolide	psoriasis	0	0	31.68	1	0	33	608	162240	410	flurandrenolide	psoriasis	34.1	77	0	0	81.48	1	0	9	253	40529	410	flurandrenolide	psoriasis	0	0	525.21	1	0	3	99	21391	410	flurandrenolide	psoriasis	0	0	103.75	1	0	7	185	27425	410	flurandrenolide	psoriasis	-9.5	7.48518298877006e-05	278.35	0.97	0.02	0	0	-0.37	0.12	0
411	glycopyrrolate	1.26	0.8	1.87	0.25	24	2696	62392	8799227	411	glycopyrrolate	chronic obstructive pulmonary disease	4.93	2.21	9.57	0.00015	9	242	622	82382	411	glycopyrrolate	chronic obstructive pulmonary disease	51	86.1	3.93	1.24	9.56	0.011	5	118	226	20953	411	glycopyrrolate	chronic obstructive pulmonary disease	1.68	0.04	9.94	0.45	1	74	78	9704	411	glycopyrrolate	chronic obstructive pulmonary disease	5.74	1.49	15.82	0.0067	4	54	174	13490	411	glycopyrrolate	chronic obstructive pulmonary disease	1.36	3.89619330179521	0.46	0	0	0.01	0.51	-0.5	0.14	0
412	sutilains	0	0	339.07	1	0	3	62416	8801920	412	sutilains	hypertension	0	0	295.8	1	0	3	2617	321888	412	sutilains	hypertension	43.3	85	0	0	Inf	1	0	0	583	63262	412	sutilains	hypertension	0	0	Inf	1	0	0	177	31803	412	sutilains	hypertension	0	0	Inf	1	0	0	473	40219	412	sutilains	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
413	dipyridamole	1.5	1.23	1.82	8.6e-05	104	9758	62312	8792165	413	dipyridamole	hypertension	2.37	1.51	3.56	0.00019	24	1250	2593	320641	413	dipyridamole	hypertension	43.3	85	0.72	0.02	4.11	1	1	150	582	63112	413	dipyridamole	hypertension	0	0	8.03	1	0	85	177	31718	413	dipyridamole	hypertension	0.94	0.02	5.42	1	1	90	472	40129	413	dipyridamole	hypertension	-0.4	0.670320046035639	1	0.69	-0.01	0	0.02	-0.75	0.09	0
414	polythiazide	0	0	71.43	1	0	9	62416	8801914	414	polythiazide	coronary artery disease	0	0	7196.21	1	0	1	64	13304	414	polythiazide	coronary artery disease	47	76	0	0	Inf	1	0	0	12	2388	414	polythiazide	coronary artery disease	0	0	Inf	1	0	0	9	2477	414	polythiazide	coronary artery disease	0	0	Inf	1	0	0	12	1272	414	polythiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	stanozolol	0	0	4.22	1	0	125	62416	8801798	415	stanozolol	muscle building therapy	0	0	Inf	1	0	8	0	108	415	stanozolol	muscle building therapy	NA	NA	0	0	Inf	1	0	0	0	0	415	stanozolol	muscle building therapy	0	0	Inf	1	0	3	0	38	415	stanozolol	muscle building therapy	0	0	Inf	1	0	1	0	1	415	stanozolol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
416	uracil mustard	0	0	339.07	1	0	3	62416	8801920	416	uracil mustard	myocardial infarction	0	0	4651.51	1	0	1	78	10031	416	uracil mustard	myocardial infarction	45.9	74.1	0	0	Inf	1	0	0	23	1596	416	uracil mustard	myocardial infarction	0	0	Inf	1	0	0	10	1499	416	uracil mustard	myocardial infarction	0	0	Inf	1	0	0	17	909	416	uracil mustard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	metyrapone	1.13	0.14	4.12	0.7	2	250	62414	8801673	417	metyrapone	cushing s syndrome	0	0	12.83	1	0	78	4	651	417	metyrapone	cushing s syndrome	55.5	63.5	0	0	Inf	1	0	1	0	52	417	metyrapone	cushing s syndrome	0	0	477.42	1	0	3	1	36	417	metyrapone	cushing s syndrome	0	0	1386.33	1	0	6	1	217	417	metyrapone	cushing s syndrome	-15.33	2.19920438320662e-07	3365.75	1	0.03	0.05	0.56	1.77	1.43	0.21
419	dromostanolone propionate	0	0	339.07	1	0	3	62416	8801920	419	dromostanolone propionate	drug abuse	0	0	4649	1	0	1	37	4755	419	dromostanolone propionate	drug abuse	17.4	34.3	0	0	Inf	1	0	0	6	462	419	dromostanolone propionate	drug abuse	0	0	Inf	1	0	0	5	599	419	dromostanolone propionate	drug abuse	0	0	Inf	1	0	0	3	680	419	dromostanolone propionate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	ipodate sodium	0	0	5064.64	1	0	1	62416	8801922	420	ipodate sodium	chronic obstructive pulmonary disease	0	0	4729.42	1	0	1	631	82623	420	ipodate sodium	chronic obstructive pulmonary disease	51	86.1	0	0	Inf	1	0	0	231	21071	420	ipodate sodium	chronic obstructive pulmonary disease	0	0	Inf	1	0	0	79	9778	420	ipodate sodium	chronic obstructive pulmonary disease	0	0	Inf	1	0	0	178	13544	420	ipodate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
