results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
194	warfarin sodium	0.46	0.39	0.55	1.737393e-25	143	125533	21437	8717226	194	warfarin sodium	atrial fibrillation	1.23	0.31	3.64	0.5685111	4	14399	22	97792	194	warfarin sodium	atrial fibrillation	63	72.1	18.24	0.23	1415.29	0.1012934	1	520	1	9498	194	warfarin sodium	atrial fibrillation	8.35	0.14	160.67	0.1601963	1	1250	2	20876	194	warfarin sodium	atrial fibrillation	0	0	78.84	1	0	1139	2	16886	194	warfarin sodium	atrial fibrillation	1.46	4.30595952834521	1.12	0.1943375	-0.03	0.02	0.2286059	0.17	0.91	0.8523333	8401568
195	progesterone	0.81	0.49	1.27	0.4079968	19	9590	21561	8833169	195	progesterone	hormone replacement therapy	0	0	3.6	0.6262732	0	1433	30	39342	195	progesterone	hormone replacement therapy	44.5	62.9	0	0	86.36	1	0	113	2	1829	195	progesterone	hormone replacement therapy	0	0	Inf	1	0	0	1	1239	195	progesterone	hormone replacement therapy	0	0	25.84	1	0	194	3	2063	195	progesterone	hormone replacement therapy	-15.02	2.99845048717348e-07	2091.84	0.994272	-0.02	0.04	0.5713047	-0.62	1.16	0.5938997	835008
196	oxtriphylline	0	0	62.53	1	0	26	21580	8842733	196	oxtriphylline	asthma	0	0	117.93	1	0	15	245	103158	196	oxtriphylline	asthma	18.9	69	0	0	Inf	1	0	0	30	14322	196	oxtriphylline	asthma	0	0	Inf	1	0	0	7	6398	196	oxtriphylline	asthma	0	0	Inf	1	0	0	29	14991	196	oxtriphylline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	deslanoside	0	0	23.93	1	0	65	21580	8842694	197	deslanoside	prophylaxis	0	0	650.12	1	0	8	97	104725	197	deslanoside	prophylaxis	23.3	78.2	0	0	7024.79	1	0	2	19	23229	197	deslanoside	prophylaxis	0	0	4.5036e+15	1	0	1	12	13797	197	deslanoside	prophylaxis	0	0	4.5036e+15	1	0	1	11	14548	197	deslanoside	prophylaxis	-7.75	0.000430742540575688	623.41	0.9900855	-0.02	0.01	0.07135392	0.18	0.42	0.6625521	8283708
198	propyliodone	0	0	12787.93	1	0	1	21580	8842758	198	propyliodone	atrial fibrillation	0	0	4.5036e+15	1	0	1	26	112190	198	propyliodone	atrial fibrillation	63	72.1	0	0	Inf	1	0	0	2	10018	198	propyliodone	atrial fibrillation	0	0	Inf	1	0	0	3	22126	198	propyliodone	atrial fibrillation	0	0	Inf	1	0	0	2	18025	198	propyliodone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	iodipamide meglumine	0	0	347.21	1	0	6	21580	8842753	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	2	0	1	200	iodipamide meglumine	face and mouth x-ray	NA	NA	0	0	Inf	1	0	0	0	0	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	1	0	0	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	1	0	0	200	iodipamide meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	digoxin	0.46	0.36	0.58	2.453725e-13	70	61867	21510	8780892	201	digoxin	atrial fibrillation	3.24	1.15	8.04	0.01332503	7	11468	19	100723	201	digoxin	atrial fibrillation	63	72.1	0	0	72.07	1	0	689	2	9329	201	digoxin	atrial fibrillation	0	0	34.85	1	0	1437	3	20689	201	digoxin	atrial fibrillation	0	0	65.08	1	0	1363	2	16662	201	digoxin	atrial fibrillation	-14.55	4.79750336812732e-07	1494.97	0.9922337	-0.02	0.02	0.2706616	0.15	0.91	0.8737213	8401568
202	betazole	0	0	12787.93	1	0	1	21580	8842758	202	betazole	drug abuse	0	0	11020.65	1	0	1	14	4778	202	betazole	drug abuse	16	37.6	0	0	Inf	1	0	0	3	536	202	betazole	drug abuse	0	0	Inf	1	0	0	7	597	202	betazole	drug abuse	0	0	Inf	1	0	0	1	682	202	betazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	busulfan	0.29	0.09	0.67	0.001026381	5	7107	21575	8835652	204	busulfan	stem cell transplant	3.2	0.17	188.95	0.5628664	2	2336	1	3744	204	busulfan	stem cell transplant	NA	NA	0	0	Inf	1	0	0	0	0	204	busulfan	stem cell transplant	0	0	Inf	1	0	100	0	311	204	busulfan	stem cell transplant	0	0	Inf	1	0	62	0	187	204	busulfan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	acetazolamide sodium	0.99	0.32	2.31	1	5	2071	21575	8840688	205	acetazolamide sodium	prophylaxis	0	0	40.45	1	0	102	97	104631	205	acetazolamide sodium	prophylaxis	23.3	78.2	0	0	301.14	1	0	18	19	23213	205	acetazolamide sodium	prophylaxis	0	0	339.47	1	0	16	12	13782	205	acetazolamide sodium	prophylaxis	0	0	498.89	1	0	13	11	14536	205	acetazolamide sodium	prophylaxis	-10.68	2.30003758698791e-05	724.05	0.9882361	-0.02	0.01	0.07075661	0.18	0.42	0.6616116	8283708
207	estradiol valerate	0.89	0.11	3.21	1	2	926	21578	8841833	207	estradiol valerate	hormone replacement therapy	16.89	0.41	104.5	0.05996934	1	83	29	40692	207	estradiol valerate	hormone replacement therapy	44.5	62.9	0	0	4311.85	1	0	3	2	1939	207	estradiol valerate	hormone replacement therapy	0	0	Inf	1	0	0	1	1239	207	estradiol valerate	hormone replacement therapy	0	0	2529.55	1	0	3	3	2254	207	estradiol valerate	hormone replacement therapy	-11.1	1.5112323819855e-05	2283.64	0.9961214	-0.02	0.04	0.5671115	-0.53	1.16	0.6471459	835008
209	chloroprocaine	0	0	32.02	1	0	49	21580	8842710	209	chloroprocaine	anaesthesia	0	0	209.98	1	0	11	14	6639	209	chloroprocaine	anaesthesia	17.4	65.7	0	0	814.17	1	0	2	4	539	209	chloroprocaine	anaesthesia	0	0	3537.13	1	0	1	4	383	209	chloroprocaine	anaesthesia	0	0	8358.15	1	0	2	1	492	209	chloroprocaine	anaesthesia	-12.11	5.50419516062203e-06	2226.69	0.9956613	-0.01	0.02	0.7887322	1.65	1.12	0.1404332	88838
210	acetyldigitoxin	0	0	618.8	1	0	4	21580	8842755	210	acetyldigitoxin	colorectal cancer metastatic	0	0	Inf	1	0	2	0	12387	210	acetyldigitoxin	colorectal cancer metastatic	NA	NA	0	0	Inf	1	0	0	0	0	210	acetyldigitoxin	colorectal cancer metastatic	0	0	Inf	1	0	0	0	1357	210	acetyldigitoxin	colorectal cancer metastatic	0	0	Inf	1	0	0	0	952	210	acetyldigitoxin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	cyclizine lactate	0	0	123.53	1	0	14	21580	8842745	212	cyclizine lactate	bone density decreased	0	0	4635.98	1	0	3	2	2073	212	cyclizine lactate	bone density decreased	NA	NA	0	0	Inf	1	0	0	0	0	212	cyclizine lactate	bone density decreased	0	0	Inf	1	0	0	0	55	212	cyclizine lactate	bone density decreased	0	0	Inf	1	0	0	0	249	212	cyclizine lactate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	metaraminol bitartrate	0	0	30.75	1	0	51	21580	8842708	213	metaraminol bitartrate	hypotension	0	0	1528.26	1	0	5	3	2660	213	metaraminol bitartrate	hypotension	55.4	56.9	0	0	Inf	1	0	0	0	10	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	1	334	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	1	377	213	metaraminol bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	glutethimide	0	0	113.94	1	0	15	21580	8842744	214	glutethimide	medication error	0	0	Inf	1	0	4	0	361	214	glutethimide	medication error	NA	NA	0	0	Inf	1	0	0	0	0	214	glutethimide	medication error	0	0	Inf	1	0	0	0	21	214	glutethimide	medication error	0	0	Inf	1	0	0	0	26	214	glutethimide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	diatrizoate sodium	0	0	3.25	0.6348769	0	467	21580	8842292	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	91	0	2158	215	diatrizoate sodium	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	215	diatrizoate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	methyprylon	0	0	12787.93	1	0	1	21580	8842758	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	NA	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	meprobamate	0.55	0.11	1.61	0.3911984	3	2237	21577	8840522	217	meprobamate	ill-defined disorder	0	0	11.62	1	0	67	151	30630	217	meprobamate	ill-defined disorder	27.1	66.1	0	0	Inf	1	0	0	6	408	217	meprobamate	ill-defined disorder	0	0	Inf	1	0	0	1	282	217	meprobamate	ill-defined disorder	0	0	390.73	1	0	2	7	475	217	meprobamate	ill-defined disorder	-11.31	1.22498116083745e-05	1696.73	0.9946802	-0.04	0.02	0.01252965	-1.41	1.08	0.1891485	87678
219	prednisone	0.82	0.74	0.9	2.71504e-05	419	209173	21161	8633586	219	prednisone	rheumatoid arthritis	1.64	1.03	2.53	0.02591798	25	47008	135	416619	219	prednisone	rheumatoid arthritis	27.2	69.2	2.04	0.69	5.01	0.131503	6	9712	29	95966	219	prednisone	rheumatoid arthritis	0	0	10.21	1	0	2471	5	23095	219	prednisone	rheumatoid arthritis	2.51	0.92	5.91	0.03537318	7	10190	27	98751	219	prednisone	rheumatoid arthritis	0.8	2.22554092849247	0.42	0.05618739	-0.04	0.01	0.000730045	-0.4	0.48	0.4028655	81345468
220	hydroxychloroquine	0.5	0.38	0.66	2.07261e-08	54	43880	21526	8798879	220	hydroxychloroquine	rheumatoid arthritis	1.04	0.47	2.03	0.8604457	9	25048	151	438579	220	hydroxychloroquine	rheumatoid arthritis	27.2	69.2	1.48	0.29	4.74	0.4628439	3	6283	32	99395	220	hydroxychloroquine	rheumatoid arthritis	4.75	0.1	48.09	0.2261474	1	1277	4	24289	220	hydroxychloroquine	rheumatoid arthritis	0.96	0.11	3.76	1	2	6659	32	102282	220	hydroxychloroquine	rheumatoid arthritis	0.29	1.33642748802547	0.6	0.6262663	-0.03	0.01	0.0008803088	-0.4	0.48	0.4066063	81345468
222	procyclidine	20.81	16.75	25.59	4.835713e-87	95	1878	21485	8840881	222	procyclidine	schizophrenia	2.52	1.36	4.3	0.002124246	14	716	464	59845	222	procyclidine	schizophrenia	22	66.2	0	0	6.38	1	0	82	53	7101	222	procyclidine	schizophrenia	0	0	9.38	1	0	67	34	5343	222	procyclidine	schizophrenia	0	0	20.39	1	0	27	26	3390	222	procyclidine	schizophrenia	-13.57	1.27827377948842e-06	672.46	0.9839039	0	0.01	0.9795561	-0.19	0.26	0.4791098	888878
223	pyridostigmine bromide	0.56	0.12	1.64	0.5087302	3	2187	21577	8840572	223	pyridostigmine bromide	myasthenia gravis	0.74	0.07	5.16	1	2	828	4	1221	223	pyridostigmine bromide	myasthenia gravis	42.4	42.4	0	0	Inf	1	0	0	0	0	223	pyridostigmine bromide	myasthenia gravis	0	0	Inf	1	0	62	0	139	223	pyridostigmine bromide	myasthenia gravis	Inf	0.05	Inf	0.335689	1	94	0	188	223	pyridostigmine bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	hydrocortisone sodium succinate	1.3	0.74	2.12	0.2538745	16	5028	21564	8837731	225	hydrocortisone sodium succinate	premedication	1.18	0.03	7.45	0.5844327	1	1302	18	27538	225	hydrocortisone sodium succinate	premedication	38.5	72.9	Inf	1.03	Inf	0.02437342	1	105	0	4243	225	hydrocortisone sodium succinate	premedication	23.87	0.3	1849.73	0.07911435	1	114	1	2733	225	hydrocortisone sodium succinate	premedication	0	0	135.27	1	0	156	2	3950	225	hydrocortisone sodium succinate	premedication	2.21	9.11571639304031	1.18	0.06240824	0.01	0.03	0.70221	0.35	1	0.7242677	869578
226	hydrocortisone cypionate	0.52	0.21	1.08	0.09713377	7	5462	21573	8837297	226	hydrocortisone cypionate	premedication	1.34	0.03	8.47	0.5392649	1	1152	18	27688	226	hydrocortisone cypionate	premedication	38.5	72.9	Inf	1.11	Inf	0.02253392	1	97	0	4251	226	hydrocortisone cypionate	premedication	27.91	0.35	2157.38	0.06830235	1	98	1	2749	226	hydrocortisone cypionate	premedication	0	0	141.9	1	0	149	2	3957	226	hydrocortisone cypionate	premedication	2.32	10.1756743060733	1.19	0.05085709	0.01	0.03	0.6883891	0.38	1	0.7059478	869578
227	dyclonine	0	0	25.13	1	0	62	21580	8842697	227	dyclonine	drug abuse	0	0	11020.65	1	0	1	14	4778	227	dyclonine	drug abuse	16	37.6	0	0	Inf	1	0	0	3	536	227	dyclonine	drug abuse	0	0	Inf	1	0	0	7	597	227	dyclonine	drug abuse	0	0	Inf	1	0	0	1	682	227	dyclonine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	prednisolone	0.66	0.56	0.78	2.014955e-07	145	89151	21435	8753608	228	prednisolone	rheumatoid arthritis	2.12	1.16	3.62	0.01234495	15	21565	145	442062	228	prednisolone	rheumatoid arthritis	27.2	69.2	3.64	0.42	14.26	0.1120556	2	1730	33	103948	228	prednisolone	rheumatoid arthritis	0	0	35.84	1	0	756	5	24810	228	prednisolone	rheumatoid arthritis	3.26	0.38	12.78	0.1343304	2	2052	32	106889	228	prednisolone	rheumatoid arthritis	1.07	2.915379499977	0.73	0.1406289	-0.03	0.01	0.0007386876	-0.42	0.48	0.381686	81345468
230	ethchlorvynol	24.11	0.58	154.2	0.04292545	1	17	21579	8842742	230	ethchlorvynol	pain	0	0	201.83	1	0	6	826	196121	230	ethchlorvynol	pain	27	74.4	0	0	Inf	1	0	0	110	33500	230	ethchlorvynol	pain	0	0	Inf	1	0	0	42	15639	230	ethchlorvynol	pain	0	0	Inf	1	0	0	87	27360	230	ethchlorvynol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	diatrizoate meglumine	0	0	3.12	0.6373565	0	487	21580	8842272	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	93	0	2156	231	diatrizoate meglumine	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	231	diatrizoate meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	fludrocortisone acetate	1.39	0.67	2.57	0.2604831	10	2939	21570	8839820	232	fludrocortisone acetate	pain	0	0	5.44	1	0	163	826	195964	232	fludrocortisone acetate	pain	27	74.4	0	0	43.51	1	0	28	110	33472	232	fludrocortisone acetate	pain	0	0	93.66	1	0	17	42	15622	232	fludrocortisone acetate	pain	0	0	61.53	1	0	21	87	27339	232	fludrocortisone acetate	pain	-10.77	2.10207607804424e-05	379.81	0.977379	-0.03	0	4.903464e-12	-0.14	0.19	0.457482	8431288
233	amphetamine resin complex	407.39	29.71	6606.37	3.544302e-05	2	2	21578	8842757	233	amphetamine resin complex	attention deficit/hyperactivity disorder	Inf	13.89	Inf	0.0001779724	2	0	632	46853	233	amphetamine resin complex	attention deficit/hyperactivity disorder	6.9	54.9	0	0	Inf	1	0	0	100	8525	233	amphetamine resin complex	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	70	6221	233	amphetamine resin complex	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	42	3757	233	amphetamine resin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	dextroamphetamine resin complex	0	0	12787.93	1	0	1	21580	8842758	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	NA	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	phytonadione	0.18	0	0.99	0.05248831	1	2306	21579	8840453	235	phytonadione	prophylaxis	0	0	19.18	1	0	213	97	104520	235	phytonadione	prophylaxis	23.3	78.2	0	0	187.97	1	0	28	19	23203	235	phytonadione	prophylaxis	0	0	252.93	1	0	21	12	13777	235	phytonadione	prophylaxis	0	0	395.73	1	0	16	11	14533	235	phytonadione	prophylaxis	-10.52	2.69911911202008e-05	643.9	0.9869641	-0.02	0.01	0.07117532	0.18	0.42	0.6615581	8283708
236	phenytoin sodium	1.13	0.86	1.46	0.3301396	59	21326	21521	8821433	236	phenytoin sodium	convulsion	0.66	0.4	1.06	0.08143738	22	5502	118	19619	236	phenytoin sodium	convulsion	23.5	46	0	0	Inf	1	0	14	0	135	236	phenytoin sodium	convulsion	0	0	Inf	1	0	19	0	226	236	phenytoin sodium	convulsion	0	0	21.45	1	0	37	3	320	236	phenytoin sodium	convulsion	-17.28	3.12889761849713e-08	6053.16	0.9977228	-0.01	0.03	0.7390648	-17.81	3033.89	0.9953151	86058
237	ambenonium chloride	0	0	10.07	1	0	152	21580	8842607	237	ambenonium chloride	myasthenia gravis	0	0	24.08	1	0	71	6	1978	237	ambenonium chloride	myasthenia gravis	42.4	42.4	0	0	Inf	1	0	0	0	0	237	ambenonium chloride	myasthenia gravis	0	0	Inf	1	0	3	0	198	237	ambenonium chloride	myasthenia gravis	0	0	3444.17	1	0	3	1	279	237	ambenonium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	methylphenidate	4.29	3.9	4.72	1.166435e-135	451	43749	21129	8799010	238	methylphenidate	attention deficit/hyperactivity disorder	0.68	0.57	0.81	7.272457e-06	191	18184	443	28669	238	methylphenidate	attention deficit/hyperactivity disorder	6.9	54.9	1.09	0.7	1.67	0.6702063	35	2817	65	5708	238	methylphenidate	attention deficit/hyperactivity disorder	0.96	0.56	1.61	0.9006461	24	2194	46	4027	238	methylphenidate	attention deficit/hyperactivity disorder	1.39	0.68	2.71	0.3072545	15	1075	27	2682	238	methylphenidate	attention deficit/hyperactivity disorder	0.14	1.15027379885723	0.2	0.4816214	0.01	0.01	0.1396153	0.1	0.21	0.6178125	8100908
239	prednisolone acetate	0.67	0.27	1.38	0.3520767	7	4272	21573	8838487	239	prednisolone acetate	cataract operation	0	0	10	1	0	348	3	1433	239	prednisolone acetate	cataract operation	67.5	76.5	0	0	Inf	1	0	10	0	116	239	prednisolone acetate	cataract operation	0	0	Inf	1	0	12	0	89	239	prednisolone acetate	cataract operation	0	0	36.29	1	0	31	2	207	239	prednisolone acetate	cataract operation	-17.49	2.53623511680742e-08	6982.1	0.9980008	0.02	0.07	0.7595641	-17.79	4691.89	0.9969751	83418
240	mecamylamine	0	0	2213.22	1	0	2	21580	8842757	240	mecamylamine	autism	0	0	8383.93	1	0	1	8	1978	240	mecamylamine	autism	18	18	0	0	Inf	1	0	0	0	0	240	mecamylamine	autism	0	0	Inf	1	0	0	1	389	240	mecamylamine	autism	0	0	Inf	1	0	0	0	59	240	mecamylamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	hydroxyprogesterone caproate	0	0	0.66	0.008821001	0	2308	21580	8840451	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	978	0	28	241	hydroxyprogesterone caproate	premature delivery	NA	NA	0	0	Inf	1	0	0	0	0	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	0	0	2	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	147	0	4	241	hydroxyprogesterone caproate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	promazine	3.04	0.83	7.83	0.04509893	4	539	21576	8842220	242	promazine	schizophrenia	2.31	0.06	13.46	0.3562628	1	55	477	60506	242	promazine	schizophrenia	22	66.2	0	0	117.3	1	0	6	53	7177	242	promazine	schizophrenia	0	0	114.06	1	0	7	34	5403	242	promazine	schizophrenia	0	0	Inf	1	0	0	26	3417	242	promazine	schizophrenia	-10.5	2.75364493497472e-05	550.09	0.9847745	0	0.01	0.9919231	-0.19	0.26	0.4691927	888878
243	clidinium bromide	1.94	0.93	3.57	0.0441444	10	2117	21570	8840642	243	clidinium bromide	crohn s disease	0	0	27.91	1	0	206	98	148485	243	clidinium bromide	crohn s disease	18.3	63.1	0	0	363.95	1	0	49	8	29736	243	clidinium bromide	crohn s disease	0	0	6590.35	1	0	7	3	14136	243	clidinium bromide	crohn s disease	0	0	289.6	1	0	50	8	24144	243	clidinium bromide	crohn s disease	-10.5	2.75364493497472e-05	863.07	0.9902932	0	0.02	0.9536845	-0.45	0.68	0.508963	8383488
244	epinephrine bitartrate	0	0	1.29	0.1269643	0	1171	21580	8841588	244	epinephrine bitartrate	musculoskeletal pain	0	0	6.03	1	0	262	17	6476	244	epinephrine bitartrate	musculoskeletal pain	41	63.3	0	0	Inf	1	0	0	3	502	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	2	551	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	3	780	244	epinephrine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	liothyronine sodium	2.66	1.75	3.88	8.514121e-06	27	4157	21553	8838602	245	liothyronine sodium	hypothyroidism	2.09	0.83	4.39	0.08939914	7	891	212	56266	245	liothyronine sodium	hypothyroidism	31.9	67.9	7.72	2.33	20.15	0.0008268589	5	154	35	8322	245	liothyronine sodium	hypothyroidism	0	0	245.64	1	0	27	3	2680	245	liothyronine sodium	hypothyroidism	9.59	2.91	24.85	0.0003057447	5	163	38	11891	245	liothyronine sodium	hypothyroidism	2.11	8.24824128462666	0.48	1.129918e-05	-0.03	0.01	9.192769e-05	-1.2	0.6	0.04503241	8148078
246	hydroxyzine	3.39	2.99	3.82	1.264248e-62	273	33338	21307	8809421	246	hydroxyzine	depression	1.72	1.34	2.17	2.773411e-05	73	2783	3074	201226	246	hydroxyzine	depression	17	75	1.4	0.56	2.94	0.3604079	7	467	332	31036	246	hydroxyzine	depression	1.52	0.31	4.61	0.4553987	3	147	145	10789	246	hydroxyzine	depression	1.18	0.32	3.1	0.5854903	4	377	228	25446	246	hydroxyzine	depression	0.26	1.29693008666577	0.38	0.4928398	-0.02	0	3.142641e-09	0.38	0.11	0.000307749	8371398
247	levallorphan tartrate	0	0	239.59	1	0	8	21580	8842751	247	levallorphan tartrate	crohn s disease	0	0	7887.94	1	0	2	98	148689	247	levallorphan tartrate	crohn s disease	18.3	63.1	0	0	4.5036e+15	1	0	1	8	29784	247	levallorphan tartrate	crohn s disease	0	0	Inf	1	0	0	3	14143	247	levallorphan tartrate	crohn s disease	0	0	4.5036e+15	1	0	1	8	24193	247	levallorphan tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
248	phenmetrazine	0	0	134.61	1	0	13	21580	8842746	248	phenmetrazine	headache	0	0	447.78	1	0	3	169	31277	248	phenmetrazine	headache	25.4	54.9	0	0	Inf	1	0	0	15	3048	248	phenmetrazine	headache	0	0	Inf	1	0	0	3	1765	248	phenmetrazine	headache	0	0	Inf	1	0	0	14	4774	248	phenmetrazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	anileridine phosphate	0	0	12787.93	1	0	1	21580	8842758	249	anileridine phosphate	schizoaffective disorder	0	0	1609.91	1	0	1	215	9103	249	anileridine phosphate	schizoaffective disorder	21.8	65.4	0	0	Inf	1	0	0	30	1355	249	anileridine phosphate	schizoaffective disorder	0	0	Inf	1	0	0	17	853	249	anileridine phosphate	schizoaffective disorder	0	0	Inf	1	0	0	17	711	249	anileridine phosphate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	prednisolone tebutate	0	0	2213.22	1	0	2	21580	8842757	251	prednisolone tebutate	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	160	463626	251	prednisolone tebutate	rheumatoid arthritis	27.2	69.2	0	0	Inf	1	0	0	35	105678	251	prednisolone tebutate	rheumatoid arthritis	0	0	Inf	1	0	0	5	25566	251	prednisolone tebutate	rheumatoid arthritis	0	0	Inf	1	0	0	34	108941	251	prednisolone tebutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	prochlorperazine maleate	1.19	0.94	1.48	0.1269598	80	27654	21500	8815105	252	prochlorperazine maleate	nausea	0.99	0.55	1.68	1	17	5148	88	26379	252	prochlorperazine maleate	nausea	28.5	59.9	1.01	0.11	4.55	1	2	522	12	3158	252	prochlorperazine maleate	nausea	0	0	9.28	1	0	702	3	2686	252	prochlorperazine maleate	nausea	1.11	0.12	5.08	0.7043492	2	815	11	4961	252	prochlorperazine maleate	nausea	-0.06	0.941764533584249	0.77	0.9386586	-0.02	0.01	0.05020842	-0.85	0.64	0.1832188	891808
253	anileridine	0	0	618.8	1	0	4	21580	8842755	253	anileridine	non-small cell lung cancer	0	0	16384	1	0	2	16	34082	253	anileridine	non-small cell lung cancer	36.4	71.7	0	0	Inf	1	0	0	1	4252	253	anileridine	non-small cell lung cancer	0	0	Inf	1	0	0	2	3386	253	anileridine	non-small cell lung cancer	0	0	Inf	1	0	0	1	2854	253	anileridine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	methsuximide	5	0.13	28.65	0.1831572	1	82	21579	8842677	254	methsuximide	convulsion	0	0	43.96	1	0	17	140	25104	254	methsuximide	convulsion	23.5	46	0	0	Inf	1	0	0	0	149	254	methsuximide	convulsion	0	0	Inf	1	0	0	0	245	254	methsuximide	convulsion	0	0	Inf	1	0	0	3	357	254	methsuximide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
