results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
323	thiotepa	1.38	0.63	2.63	0.3207254	9	1801	31944	8830585	323	thiotepa	bone marrow conditioning regimen	0	0	20.33	1	0	254	5	4707	323	thiotepa	bone marrow conditioning regimen	NA	NA	0	0	Inf	1	0	0	0	0	323	thiotepa	bone marrow conditioning regimen	0	0	Inf	1	0	35	0	493	323	thiotepa	bone marrow conditioning regimen	0	0	Inf	1	0	20	0	303	323	thiotepa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	triamcinolone diacetate	0.91	0.19	2.66	1	3	913	31950	8831473	324	triamcinolone diacetate	rheumatoid arthritis	0	0	17.65	1	0	110	896	462781	324	triamcinolone diacetate	rheumatoid arthritis	32	78.8	0	0	678.18	1	0	9	92	121889	324	triamcinolone diacetate	rheumatoid arthritis	0	0	7900.31	1	0	2	17	25552	324	triamcinolone diacetate	rheumatoid arthritis	0	0	746.46	1	0	8	87	108880	324	triamcinolone diacetate	rheumatoid arthritis	-7.39	0.000617395953509584	279.06	0.9788748	0	0.01	0.8757449	-0.18	0.27	0.495398	81345468
326	oxymorphone	0.55	0.28	0.96	0.03138489	12	6025	31941	8826361	326	oxymorphone	pain	0.49	0.18	1.07	0.08102359	6	1676	1413	193858	326	oxymorphone	pain	28.6	81.4	3.67	0.74	11.12	0.05228046	3	258	118	37266	326	oxymorphone	pain	0	0	13.72	1	0	114	39	15528	326	oxymorphone	pain	5.77	1.16	17.71	0.01721686	3	152	93	27199	326	oxymorphone	pain	1.34	3.81904350536634	0.59	0.0224713	0	0.01	0.3734877	-0.35	0.19	0.06436878	8431288
327	methazolamide	1.66	0.04	9.35	0.4548444	1	167	31952	8832219	327	methazolamide	glaucoma	9.87	0.24	60.87	0.1003658	1	39	49	18865	327	methazolamide	glaucoma	78.8	94.2	0	0	Inf	1	0	3	0	1291	327	methazolamide	glaucoma	0	0	Inf	1	0	7	0	1451	327	methazolamide	glaucoma	0	0	4492.17	1	0	4	2	2807	327	methazolamide	glaucoma	-15.68	1.5497531357029e-07	32082.26	0.99961	0.15	0.09	0.1069132	-16.85	3087.8	0.9956457	842718
328	fluorometholone	1.09	0.3	2.81	0.789409	4	1011	31949	8831375	328	fluorometholone	adverse event	0	0	985.55	1	0	6	2	1059	328	fluorometholone	adverse event	26	26	0	0	Inf	1	0	0	0	0	328	fluorometholone	adverse event	0	0	Inf	1	0	4	0	213	328	fluorometholone	adverse event	0	0	Inf	1	0	0	1	160	328	fluorometholone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	fluphenazine	2.34	1.33	3.81	0.003001753	16	1892	31937	8830494	329	fluphenazine	schizophrenia	0.43	0.01	2.44	0.7332806	1	484	288	60266	329	fluphenazine	schizophrenia	0	67.9	0	0	12.68	1	0	66	39	8220	329	fluphenazine	schizophrenia	0	0	15.75	1	0	42	33	5369	329	fluphenazine	schizophrenia	0	0	77.67	1	0	27	8	3408	329	fluphenazine	schizophrenia	-13.19	1.86920004882377e-06	758.11	0.9861135	-0.04	0.01	0.000370043	0.87	0.4	0.02754703	888878
330	methylprednisolone acetate	1.52	1.3	1.76	1.304757e-07	182	33200	31771	8799186	330	methylprednisolone acetate	rheumatoid arthritis	2.6	1.53	4.14	0.0003496192	18	3620	878	459271	330	methylprednisolone acetate	rheumatoid arthritis	32	78.8	0	0	5.92	1	0	838	92	121060	330	methylprednisolone acetate	rheumatoid arthritis	0	0	35.69	1	0	174	17	25380	330	methylprednisolone acetate	rheumatoid arthritis	0	0	6.13	1	0	766	87	108122	330	methylprednisolone acetate	rheumatoid arthritis	-12.41	4.07760806517693e-06	350.65	0.9717731	0	0.01	0.8799898	-0.18	0.27	0.4946307	81345468
331	warfarin potassium	2.38	1.38	3.82	0.001972304	17	1975	31936	8830411	331	warfarin potassium	hypertension	2.75	0.74	7.14	0.06134557	4	260	1803	322441	331	warfarin potassium	hypertension	16	87.6	0	0	51.6	1	0	40	132	69531	331	warfarin potassium	hypertension	0	0	125.12	1	0	24	44	31912	331	warfarin potassium	hypertension	0	0	71.61	1	0	22	105	40565	331	warfarin potassium	hypertension	-10.24	3.57128496416352e-05	350.77	0.9767123	-0.01	0.01	0.02739155	-0.64	0.18	0.0003723846	8726728
332	carisoprodol	2.76	2.36	3.2	5.865643e-30	172	17307	31781	8815079	332	carisoprodol	pain	2.53	1.91	3.31	1.551672e-09	57	3176	1362	192358	332	carisoprodol	pain	28.6	81.4	1.23	0.15	4.55	0.6804126	2	507	119	37017	332	carisoprodol	pain	0	0	12.18	1	0	128	39	15514	332	carisoprodol	pain	1.49	0.18	5.57	0.393127	2	385	94	26966	332	carisoprodol	pain	0.2	1.22140275816017	0.71	0.7755845	0	0.01	0.4045925	-0.35	0.19	0.06922888	8431288
333	hydrochlorothiazide	2.01	1.9	2.13	6.320058e-104	1234	173117	30719	8659269	333	hydrochlorothiazide	hypertension	0.94	0.82	1.07	0.34377	264	49814	1543	272887	333	hydrochlorothiazide	hypertension	16	87.6	1.45	0.87	2.31	0.1101129	22	8438	110	61133	333	hydrochlorothiazide	hypertension	0.67	0.13	2.1	0.7979827	3	3147	41	28789	333	hydrochlorothiazide	hypertension	1.41	0.81	2.33	0.1974087	19	5513	86	35074	333	hydrochlorothiazide	hypertension	0.18	1.19721736312181	0.23	0.446428	-0.01	0.01	0.02928769	-0.63	0.18	0.0004431161	8726728
334	thioridazine	6.58	4.39	9.5	1.00764e-14	29	1219	31924	8831167	334	thioridazine	depression	2.05	0.42	6.11	0.1847256	3	163	1840	205150	334	thioridazine	depression	0	84.6	0	0	135.65	1	0	9	136	36027	334	thioridazine	depression	0	0	1030.98	1	0	3	27	11054	334	thioridazine	depression	0	0	131.35	1	0	8	117	25930	334	thioridazine	depression	-8.89	0.000137759657981586	264.16	0.9731382	-0.01	0	0.001722565	-0.64	0.21	0.00290516	8371398
335	dexbrompheniramine maleate	5.68	1.16	16.93	0.01713357	3	146	31950	8832240	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	172.31	1	0	6	394	79596	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	35.2	78.7	0	0	Inf	1	0	0	63	18603	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	16	8219	335	dexbrompheniramine maleate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	55	14714	335	dexbrompheniramine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	imipramine	2.56	1.88	3.41	2.78613e-08	47	5085	31906	8827301	336	imipramine	depression	1.67	0.88	2.87	0.07140161	13	872	1830	204441	336	imipramine	depression	0	84.6	2.49	0.06	14.39	0.3346415	1	107	135	35929	336	imipramine	depression	0	0	63.57	1	0	27	27	11030	336	imipramine	depression	2.72	0.07	15.88	0.3121203	1	82	116	25856	336	imipramine	depression	0.89	2.43512965128987	1.01	0.378443	-0.01	0	0.001652539	-0.64	0.21	0.002937309	8371398
337	chymotrypsin	0	0	23.08	1	0	46	31953	8832340	337	chymotrypsin	her-2 positive gastric cancer	0	0	3222.22	1	0	3	1	260	337	chymotrypsin	her-2 positive gastric cancer	NA	NA	0	0	Inf	1	0	0	0	0	337	chymotrypsin	her-2 positive gastric cancer	0	0	Inf	1	0	3	0	136	337	chymotrypsin	her-2 positive gastric cancer	0	0	Inf	1	0	0	0	54	337	chymotrypsin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338	medroxyprogesterone acetate	0.68	0.58	0.8	8.651801e-07	151	60923	31802	8771463	338	medroxyprogesterone acetate	hormone replacement therapy	0.01	0	0.06	5.152024e-24	1	25578	58	15168	338	medroxyprogesterone acetate	hormone replacement therapy	45.2	60.7	0	0	1209.89	1	0	50	1	1580	338	medroxyprogesterone acetate	hormone replacement therapy	0	0	Inf	1	0	0	0	1240	338	medroxyprogesterone acetate	hormone replacement therapy	0	0	44.52	1	0	117	3	2140	338	medroxyprogesterone acetate	hormone replacement therapy	-16.87	4.71467857934873e-08	7284.19	0.9981518	-0.04	0.04	0.3555751	-17.01	2230.63	0.9939159	835008
339	methylprednisolone sodium succinate	1.17	1.02	1.34	0.02391741	215	50873	31738	8781513	339	methylprednisolone sodium succinate	premedication	0.58	0.31	1.02	0.05966221	14	5164	110	23571	339	methylprednisolone sodium succinate	premedication	31.7	70.3	6.04	0.48	316.96	0.1098275	3	1487	1	2997	339	methylprednisolone sodium succinate	premedication	Inf	0.08	Inf	0.2421902	1	689	0	2159	339	methylprednisolone sodium succinate	premedication	2.87	0.33	34.37	0.3469719	3	1409	2	2694	339	methylprednisolone sodium succinate	premedication	1.5	4.48168907033806	0.88	0.08639895	-0.02	0.02	0.4333756	-1.11	1.1	0.3128142	869578
340	demecarium bromide	0	0	9226.34	1	0	1	31953	8832385	340	demecarium bromide		0	0	Inf	1	0	0	0	0	340	demecarium bromide		NA	NA	0	0	Inf	1	0	0	0	0	340	demecarium bromide		0	0	Inf	1	0	0	0	0	340	demecarium bromide		0	0	Inf	1	0	0	0	0	340	demecarium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	nandrolone phenpropionate	0	0	10.5	1	0	99	31953	8832287	341	nandrolone phenpropionate	hiv infection	0	0	30.24	1	0	19	416	58456	341	nandrolone phenpropionate	hiv infection	42	57.3	0	0	4.5036e+15	1	0	1	1	3570	341	nandrolone phenpropionate	hiv infection	0	0	4.5036e+15	1	0	1	1	5822	341	nandrolone phenpropionate	hiv infection	0	0	Inf	1	0	0	2	3477	341	nandrolone phenpropionate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342	phenelzine	6.23	4.3	8.75	2.569958e-16	34	1509	31919	8830877	342	phenelzine	depression	2.73	1.48	4.62	0.0009979419	14	575	1829	204738	342	phenelzine	depression	0	84.6	0	0	15.17	1	0	67	136	35969	342	phenelzine	depression	0	0	142.15	1	0	13	27	11044	342	phenelzine	depression	0	0	15.88	1	0	54	117	25884	342	phenelzine	depression	-10.89	1.86437423315168e-05	292.1	0.9702561	-0.01	0	0.00180058	-0.64	0.21	0.002887211	8371398
345	diphenylpyraline	15.36	0.37	97.31	0.06631159	1	18	31952	8832368	345	diphenylpyraline	hodgkin s disease	0	0	8192	1	0	2	3	4752	345	diphenylpyraline	hodgkin s disease	NA	NA	0	0	Inf	1	0	0	0	0	345	diphenylpyraline	hodgkin s disease	0	0	Inf	1	0	0	0	518	345	diphenylpyraline	hodgkin s disease	0	0	Inf	1	0	0	0	412	345	diphenylpyraline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346	hydroflumethiazide	0	0	38.95	1	0	28	31953	8832358	346	hydroflumethiazide	glaucoma	0	0	591.59	1	0	4	50	18900	346	hydroflumethiazide	glaucoma	78.8	94.2	0	0	Inf	1	0	0	0	1294	346	hydroflumethiazide	glaucoma	0	0	Inf	1	0	0	0	1458	346	hydroflumethiazide	glaucoma	0	0	Inf	1	0	0	2	2811	346	hydroflumethiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	methdilazine	0	0	301.25	1	0	5	31953	8832381	347	methdilazine	depression	0	0	589.74	1	0	2	1843	205311	347	methdilazine	depression	0	84.6	0	0	Inf	1	0	0	136	36036	347	methdilazine	depression	0	0	Inf	1	0	0	27	11057	347	methdilazine	depression	0	0	Inf	1	0	0	117	25938	347	methdilazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	isocarboxazid	5.32	0.13	30.95	0.1741921	1	52	31952	8832334	348	isocarboxazid	depression	5.31	0.13	33	0.1784913	1	21	1842	205292	348	isocarboxazid	depression	0	84.6	66.64	1.35	684.31	0.01865926	1	4	135	36032	348	isocarboxazid	depression	415.1	5.22	16384	0.004866173	1	1	26	11056	348	isocarboxazid	depression	0	0	538.33	1	0	3	117	25935	348	isocarboxazid	depression	4.38	79.8380334050845	1.13	0.000102103	-0.01	0	0.001468246	-0.65	0.21	0.002603902	8371398
349	echothiophate iodide	0	0	9.79	1	0	106	31953	8832280	349	echothiophate iodide	glaucoma	0	0	31.21	1	0	48	50	18856	349	echothiophate iodide	glaucoma	78.8	94.2	0	0	Inf	1	0	1	0	1293	349	echothiophate iodide	glaucoma	0	0	Inf	1	0	3	0	1455	349	echothiophate iodide	glaucoma	0	0	8147.87	1	0	2	2	2809	349	echothiophate iodide	glaucoma	-15.73	1.47417078339284e-07	44528.75	0.9997181	0.15	0.09	0.1068668	-16.85	3089.15	0.995647	842718
351	dexamethasone sodium phosphate	2.36	2.22	2.51	4.462116e-138	1135	135567	30818	8696819	351	dexamethasone sodium phosphate	plasma cell myeloma	1.53	0.88	2.64	0.1294525	26	35811	33	69579	351	dexamethasone sodium phosphate	plasma cell myeloma	58	90.1	1.94	0.69	5.64	0.2260388	10	14974	8	23184	351	dexamethasone sodium phosphate	plasma cell myeloma	1.44	0.38	5.37	0.5665663	6	10116	6	14527	351	dexamethasone sodium phosphate	plasma cell myeloma	3.84	0.88	22.99	0.04893971	7	7958	3	13081	351	dexamethasone sodium phosphate	plasma cell myeloma	0.82	2.27049983753241	0.43	0.05842867	0.03	0.02	0.2085169	0.01	0.43	0.9843926	8457048
352	biperiden	2.35	1.73	3.13	2.395497e-07	47	5528	31906	8826858	352	biperiden	schizophrenia	0.95	0.4	1.89	1	8	1775	281	58975	352	biperiden	schizophrenia	0	67.9	0	0	3	0.6369266	0	267	39	8019	352	biperiden	schizophrenia	0	0	3.98	1	0	158	33	5253	352	biperiden	schizophrenia	0	0	14.58	1	0	134	8	3301	352	biperiden	schizophrenia	-13.97	8.56852538712831e-07	613.91	0.9818486	-0.03	0.01	0.0004531411	0.86	0.4	0.02970888	888878
353	hydrocortisone sodium phosphate	3.43	1.71	6.17	0.0005288599	11	887	31942	8831499	353	hydrocortisone sodium phosphate	prophylaxis	17.8	6.9	38.6	2.906214e-07	7	82	500	104241	353	hydrocortisone sodium phosphate	prophylaxis	0	89.4	0	0	144.7	1	0	28	29	28034	353	hydrocortisone sodium phosphate	prophylaxis	0	0	482.58	1	0	18	8	13784	353	hydrocortisone sodium phosphate	prophylaxis	0	0	298.86	1	0	10	23	14527	353	hydrocortisone sodium phosphate	prophylaxis	-10.75	2.14454083165892e-05	714.68	0.9880015	-0.03	0.01	0.001200569	-0.95	0.41	0.0209525	8283708
354	isosorbide dinitrate	2.47	1.93	3.1	1.330614e-11	74	8304	31879	8824082	354	isosorbide dinitrate	hypertension	1.17	0.5	2.32	0.5640409	8	1220	1799	321481	354	isosorbide dinitrate	hypertension	16	87.6	0	0	14.13	1	0	141	132	69430	354	isosorbide dinitrate	hypertension	0	0	32.65	1	0	87	44	31849	354	isosorbide dinitrate	hypertension	0	0	25.33	1	0	59	105	40528	354	isosorbide dinitrate	hypertension	-11.24	1.31380231688045e-05	324.91	0.972411	-0.01	0.01	0.02746922	-0.64	0.18	0.0003802547	8726728
355	tolbutamide sodium	0	0	1481.07	1	0	2	31953	8832384	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	11238.49	1	0	1	406	141913	355	tolbutamide sodium	type 2 diabetes mellitus	40.5	80.4	0	0	Inf	1	0	0	45	34621	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	Inf	1	0	0	18	18003	355	tolbutamide sodium	type 2 diabetes mellitus	0	0	Inf	1	0	0	33	21595	355	tolbutamide sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356	tropicamide	0.55	0.07	1.98	0.5963742	2	1009	31951	8831377	356	tropicamide	mydriasis	0	0	Inf	1	0	134	0	135	356	tropicamide	mydriasis	NA	NA	0	0	Inf	1	0	0	0	0	356	tropicamide	mydriasis	0	0	Inf	1	0	30	0	18	356	tropicamide	mydriasis	0	0	Inf	1	0	19	0	14	356	tropicamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	glucagon	0.66	0.14	1.95	0.6387547	3	1248	31950	8831138	357	glucagon	diabetes mellitus	0	0	10.13	1	0	128	707	244390	357	glucagon	diabetes mellitus	45	82.7	0	0	116.24	1	0	25	71	50811	357	glucagon	diabetes mellitus	0	0	261.47	1	0	16	31	29837	357	glucagon	diabetes mellitus	0	0	84.32	1	0	26	53	28404	357	glucagon	diabetes mellitus	-9.95	4.7727633936802e-05	367.8	0.9784219	0.01	0.01	0.08903597	-0.58	0.23	0.01063982	8583678
358	mepivacaine	6.24	3.62	10.06	6.266608e-09	17	753	31936	8831633	358	mepivacaine	local anaesthesia	0	0	37.65	1	0	177	3	2741	358	mepivacaine	local anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	358	mepivacaine	local anaesthesia	0	0	Inf	1	0	15	0	208	358	mepivacaine	local anaesthesia	0	0	Inf	1	0	31	0	332	358	mepivacaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	chlophedianol	0	0	140.18	1	0	9	31953	8832377	359	chlophedianol	lymphoma	0	0	1467.03	1	0	2	30	8099	359	chlophedianol	lymphoma	62.1	81.6	0	0	Inf	1	0	0	0	1004	359	chlophedianol	lymphoma	0	0	Inf	1	0	0	2	1096	359	chlophedianol	lymphoma	0	0	Inf	1	0	0	0	759	359	chlophedianol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
360	benzthiazide	0	0	25.38	1	0	42	31953	8832344	360	benzthiazide	hypertension	0	0	71.19	1	0	11	1807	322690	360	benzthiazide	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	360	benzthiazide	hypertension	0	0	Inf	1	0	0	44	31936	360	benzthiazide	hypertension	0	0	Inf	1	0	0	105	40587	360	benzthiazide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	cyclophosphamide	1.38	1.24	1.53	1.461923e-08	355	71561	31598	8760825	361	cyclophosphamide	diffuse large b-cell lymphoma	6.13	1.49	54.07	0.00374357	20	5858	2	3590	361	cyclophosphamide	diffuse large b-cell lymphoma	74.5	74.5	0	0	Inf	1	0	0	0	0	361	cyclophosphamide	diffuse large b-cell lymphoma	0	0	Inf	1	0	703	0	557	361	cyclophosphamide	diffuse large b-cell lymphoma	0	0	31.09	0.4435873	0	577	1	459	361	cyclophosphamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
362	spironolactone	1.97	1.8	2.16	7.551936e-41	486	68544	31467	8763842	362	spironolactone	hypertension	1.15	0.87	1.48	0.2920591	60	9382	1747	313319	362	spironolactone	hypertension	16	87.6	0.93	0.25	2.46	1	4	2251	128	67320	362	spironolactone	hypertension	0.66	0.02	3.88	1	1	1088	43	30848	362	spironolactone	hypertension	0.91	0.18	2.73	1	3	1276	102	39311	362	spironolactone	hypertension	-0.16	0.852143788966211	0.51	0.7456684	-0.01	0.01	0.02777599	-0.64	0.18	0.000373336	8726728
363	urea	1.19	0.44	2.59	0.6503795	6	1395	31947	8830991	363	urea	hypertension	0	0	4.36	1	0	153	1807	322548	363	urea	hypertension	16	87.6	0	0	72.35	1	0	29	132	69542	363	urea	hypertension	0	0	209.14	1	0	15	44	31921	363	urea	hypertension	0	0	117.98	1	0	14	105	40573	363	urea	hypertension	-9.33	8.87222370960982e-05	268.82	0.9723019	-0.01	0.01	0.02714596	-0.64	0.18	0.0003719886	8726728
364	orphenadrine citrate	1.52	0.65	3	0.26607	8	1455	31945	8830931	364	orphenadrine citrate	pain	1.63	0.33	4.82	0.43881	3	254	1416	195280	364	orphenadrine citrate	pain	28.6	81.4	0	0	28.16	1	0	43	121	37481	364	orphenadrine citrate	pain	0	0	165.7	1	0	11	39	15631	364	orphenadrine citrate	pain	0	0	33.19	1	0	34	96	27317	364	orphenadrine citrate	pain	-10.83	1.97966069719794e-05	357.23	0.9758258	0	0.01	0.4108471	-0.35	0.19	0.06776401	8431288
365	bendroflumethiazide	1.52	1.12	2.02	0.005546394	48	8721	31905	8823665	365	bendroflumethiazide	hypertension	0.52	0.21	1.08	0.09587747	7	2393	1800	320308	365	bendroflumethiazide	hypertension	16	87.6	1.46	0.04	8.35	0.4974057	1	361	131	69210	365	bendroflumethiazide	hypertension	0	0	19.69	1	0	143	44	31793	365	bendroflumethiazide	hypertension	1.68	0.04	9.66	0.4518067	1	231	104	40356	365	bendroflumethiazide	hypertension	0.29	1.33642748802547	1.01	0.7742985	-0.01	0.01	0.0267279	-0.64	0.18	0.0003739222	8726728
366	acetic acid, glacial	0.66	0.02	3.71	1	1	417	31952	8831969	366	acetic acid, glacial	hypertension	2.55	0.06	14.71	0.3273339	1	70	1806	322631	366	acetic acid, glacial	hypertension	16	87.6	176.57	3.35	2125.72	0.007553668	1	3	131	69568	366	acetic acid, glacial	hypertension	0	0	1841.04	1	0	3	44	31933	366	acetic acid, glacial	hypertension	385.51	4.93	16384	0.005154125	1	1	104	40586	366	acetic acid, glacial	hypertension	4.93	138.379512339961	1.13	1.382867e-05	-0.01	0.01	0.02722125	-0.65	0.18	0.0003358243	8726728
367	norethindrone acetate	1	0.69	1.41	1	33	9122	31920	8823264	367	norethindrone acetate	hormone replacement therapy	0.78	0.09	2.96	1	2	1752	57	38994	367	norethindrone acetate	hormone replacement therapy	45.2	60.7	0	0	2509.04	1	0	24	1	1606	367	norethindrone acetate	hormone replacement therapy	0	0	Inf	1	0	1	0	1239	367	norethindrone acetate	hormone replacement therapy	0	0	106.45	1	0	51	3	2206	367	norethindrone acetate	hormone replacement therapy	-17.24	3.25659035267673e-08	10782.69	0.9987239	-0.04	0.04	0.3274165	-16.99	2226.53	0.9939114	835008
368	fluorouracil	2.83	2.57	3.11	7.593767e-77	441	43406	31512	8788980	368	fluorouracil	colorectal cancer metastatic	1.42	0.98	2.05	0.05551304	62	4979	64	7284	368	fluorouracil	colorectal cancer metastatic	45.4	74.2	Inf	0.07	Inf	0.2704918	1	461	0	1246	368	fluorouracil	colorectal cancer metastatic	0	0	99.03	1	0	383	1	973	368	fluorouracil	colorectal cancer metastatic	2.75	0.03	216.18	0.4626333	1	253	1	697	368	fluorouracil	colorectal cancer metastatic	0.29	1.33642748802547	1.23	0.8115289	0	0.05	0.9932605	-1.05	1.23	0.3919802	823098
369	phendimetrazine tartrate	0	0	9.34	1	0	111	31953	8832275	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	1107.56	1	0	2	394	79600	369	phendimetrazine tartrate	gastrooesophageal reflux disease	35.2	78.7	0	0	Inf	1	0	0	63	18603	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	16	8219	369	phendimetrazine tartrate	gastrooesophageal reflux disease	0	0	Inf	1	0	0	55	14714	369	phendimetrazine tartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	chlordiazepoxide	2.17	1.56	2.94	6.45532e-06	42	5346	31911	8827040	370	chlordiazepoxide	depression	2.09	0.95	4.01	0.04572109	9	481	1834	204832	370	chlordiazepoxide	depression	0	84.6	0	0	11.08	1	0	91	136	35945	370	chlordiazepoxide	depression	0	0	87.99	1	0	20	27	11037	370	chlordiazepoxide	depression	0	0	11.48	1	0	74	117	25864	370	chlordiazepoxide	depression	-12	6.14421235332821e-06	405.78	0.9764078	-0.01	0	0.001752019	-0.64	0.21	0.002865216	8371398
371	acetophenazine maleate	0	0	655.93	1	0	3	31953	8832383	371	acetophenazine maleate	atrial fibrillation	0	0	12324.3	1	0	1	286	111930	371	acetophenazine maleate	atrial fibrillation	65.3	86.2	0	0	Inf	1	0	0	18	27973	371	acetophenazine maleate	atrial fibrillation	0	0	Inf	1	0	0	9	22120	371	acetophenazine maleate	atrial fibrillation	0	0	Inf	1	0	0	11	18016	371	acetophenazine maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	fluprednisolone	0	0	418.13	1	0	4	31953	8832382	372	fluprednisolone	rheumatoid arthritis	0	0	772.04	1	0	4	896	462887	372	fluprednisolone	rheumatoid arthritis	32	78.8	0	0	Inf	1	0	0	92	121898	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	17	25554	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	87	108888	372	fluprednisolone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	trichlormethiazide	3.08	1.68	5.19	0.0002880409	14	1256	31939	8831130	373	trichlormethiazide	hypertension	4.24	2.01	7.89	0.0001939313	10	423	1797	322278	373	trichlormethiazide	hypertension	16	87.6	0	0	47.86	1	0	43	132	69528	373	trichlormethiazide	hypertension	0	0	119.63	1	0	25	44	31911	373	trichlormethiazide	hypertension	0	0	68.26	1	0	23	105	40564	373	trichlormethiazide	hypertension	-10.33	3.26390870023928e-05	343.62	0.9760201	-0.01	0.01	0.02713191	-0.64	0.18	0.0003731408	8726728
374	chlorthalidone	1.51	1.03	2.15	0.02632463	31	5665	31922	8826721	374	chlorthalidone	hypertension	0.5	0.16	1.18	0.1467009	5	1765	1802	320936	374	chlorthalidone	hypertension	16	87.6	0	0	4.42	1	0	445	132	69126	374	chlorthalidone	hypertension	7.13	0.83	27.73	0.0350784	2	212	42	31724	374	chlorthalidone	hypertension	0	0	5.88	1	0	247	105	40340	374	chlorthalidone	hypertension	0.76	2.13827622049682	0.71	0.2841734	-0.01	0.01	0.02752176	-0.64	0.18	0.0003660877	8726728
375	oxytocin	0.54	0.15	1.39	0.2677897	4	2042	31949	8830344	375	oxytocin	labour induction	0	0	1.6	0.1177211	0	253	8	686	375	oxytocin	labour induction	0	0	0	0	Inf	1	0	0	0	0	375	oxytocin	labour induction	0	0	Inf	1	0	1	0	36	375	oxytocin	labour induction	0	0	4.42	0.5820147	0	25	5	95	375	oxytocin	labour induction	393.29	6.36321778861113e+170	1256399	0.9997502	-22.21	2990.94	0.9940756	-408.05	1256426	0.9997409	81628
376	dextrothyroxine sodium	0	0	9226.34	1	0	1	31953	8832385	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		NA	NA	0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium		0	0	Inf	1	0	0	0	0	376	dextrothyroxine sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
