results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
545	amino acids	0	0	1.62	0.1834188	0	1653	12244	8850442	545	amino acids	prophylaxis	0	0	38.78	1	0	136	76	104618	545	amino acids	prophylaxis	36.9	71.9	0	0	793.14	1	0	11	10	16748	545	amino acids	prophylaxis	0	0	715.22	1	0	10	10	13790	545	amino acids	prophylaxis	0	0	4.5036e+15	1	0	6	1	14553	545	amino acids	prophylaxis	-9.81	5.48998467989523e-05	945.4	0.9917213	-0.02	0.01	0.1053386	2.41	1.05	0.02184231	8283708
546	magnesium acetate	0	0	52.18	1	0	53	12244	8852042	546	magnesium acetate	pain	0	0	133.93	1	0	9	744	196200	546	magnesium acetate	pain	24	81.6	0	0	16384	1	0	1	68	38407	546	magnesium acetate	pain	0	0	Inf	1	0	0	44	15637	546	magnesium acetate	pain	0	0	16384	1	0	1	34	27412	546	magnesium acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
547	phosphoric acid	0	0	21.3	1	0	127	12244	8851968	547	phosphoric acid	constipation	0	0	214.54	1	0	18	47	42952	547	phosphoric acid	constipation	4.5	85.7	0	0	287.53	1	0	13	15	11898	547	phosphoric acid	constipation	0	0	2227.92	1	0	4	5	5730	547	phosphoric acid	constipation	0	0	320.51	1	0	10	12	7650	547	phosphoric acid	constipation	-10.77	2.10207607804424e-05	1002.9	0.9914279	-0.04	0.01	8.522996e-06	-0.54	0.53	0.3102379	8134248
548	sodium acetate	0	0	0.95	0.03843257	0	2801	12244	8849294	548	sodium acetate	peritoneal dialysis	0	0	374.31	1	0	475	4	117241	548	sodium acetate	peritoneal dialysis	69	69	0	0	Inf	1	0	0	0	0	548	sodium acetate	peritoneal dialysis	0	0	Inf	1	0	0	0	10135	548	sodium acetate	peritoneal dialysis	0	0	Inf	1	0	0	1	8946	548	sodium acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	potassium acetate	2.68	0.98	5.85	0.02684359	6	1617	12238	8850478	549	potassium acetate	hypertension	0	0	34.54	1	0	129	274	324105	549	potassium acetate	hypertension	28.7	83.5	0	0	16384	1	0	2	28	65834	549	potassium acetate	hypertension	0	0	4.5036e+15	1	0	1	11	31968	549	potassium acetate	hypertension	0	0	4.5036e+15	1	0	1	21	40670	549	potassium acetate	hypertension	-6.42	0.00162865623478828	624.14	0.9917944	-0.03	0.01	0.008140417	-0.43	0.37	0.2472029	8726728
550	propoxyphene napsylate	1.91	1.28	2.74	0.001778234	29	11005	12215	8841090	550	propoxyphene napsylate	pain	0.43	0.17	0.88	0.01610883	7	4275	737	191934	550	propoxyphene napsylate	pain	24	81.6	0	0	116.87	1	0	20	68	38388	550	propoxyphene napsylate	pain	0	0	11392.95	1	0	1	44	15636	550	propoxyphene napsylate	pain	0	0	180.91	1	0	19	34	27394	550	propoxyphene napsylate	pain	-10.07	4.2330613934705e-05	528.7	0.9848044	-0.03	0.01	7.614969e-06	0.85	0.23	0.0002161409	8431288
551	pemoline	57.38	29.89	100.7	9.180962e-19	13	164	12231	8851931	551	pemoline	bipolar disorder	0	0	41.87	1	0	12	466	54048	551	pemoline	bipolar disorder	20.1	63.2	0	0	Inf	1	0	0	54	5653	551	pemoline	bipolar disorder	0	0	Inf	1	0	0	25	2875	551	pemoline	bipolar disorder	0	0	Inf	1	0	0	37	4751	551	pemoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
556	oxymetholone	0	0	38.02	1	0	72	12244	8852023	556	oxymetholone	aplastic anaemia	0	0	2233.44	1	0	8	2	3126	556	oxymetholone	aplastic anaemia	NA	NA	0	0	Inf	1	0	0	0	0	556	oxymetholone	aplastic anaemia	0	0	Inf	1	0	3	0	271	556	oxymetholone	aplastic anaemia	0	0	Inf	1	0	0	0	298	556	oxymetholone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
557	mitotane	1.42	0.04	7.97	0.5051843	1	508	12243	8851587	557	mitotane	adrenocortical carcinoma	Inf	0.01	Inf	1	1	221	0	66	557	mitotane	adrenocortical carcinoma	58	58	0	0	Inf	1	0	0	0	0	557	mitotane	adrenocortical carcinoma	0	0	Inf	1	0	10	0	1	557	mitotane	adrenocortical carcinoma	Inf	0.01	Inf	1	1	38	0	14	557	mitotane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
558	fluocinonide	0.31	0.01	1.72	0.3922783	1	2345	12243	8849750	558	fluocinonide	psoriasis	0	0	63.21	1	0	394	26	162461	558	fluocinonide	psoriasis	32.2	64.3	0	0	218.17	1	0	106	7	32976	558	fluocinonide	psoriasis	0	0	333.66	1	0	71	5	21417	558	fluocinonide	psoriasis	0	0	513.98	1	0	81	4	27532	558	fluocinonide	psoriasis	-10.96	1.73833101298252e-05	868.62	0.9899335	-0.01	0.02	0.6711735	0.47	0.67	0.4807488	8491108
559	levodopa	5.25	4.47	6.13	1.678833e-62	165	22960	12079	8829135	559	levodopa	parkinson s disease	1.65	1.23	2.21	0.0005044518	109	12262	88	16337	559	levodopa	parkinson s disease	48.8	78.4	2.37	1.05	5.51	0.02829639	16	1869	12	3326	559	levodopa	parkinson s disease	2.63	1.04	7	0.025469	13	1490	9	2718	559	levodopa	parkinson s disease	2.87	0.68	13.84	0.1025477	6	1055	4	2017	559	levodopa	parkinson s disease	0.94	2.55998141832927	0.36	0.00900479	-0.04	0.01	0.0003979423	0.41	0.38	0.2818793	873128
560	tretinoin	0.33	0.04	1.21	0.1452412	2	4333	12242	8847762	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	762	0	816	560	tretinoin	acute promyelocytic leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	48	0	37	560	tretinoin	acute promyelocytic leukaemia	0	0	Inf	1	0	46	0	48	560	tretinoin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
561	technetium tc-99m sulfur colloid kit	0	0	131.96	1	0	22	12244	8852073	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	4.5036e+15	1	0	3	1	7665	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	257	561	technetium tc-99m sulfur colloid kit	nuclear magnetic resonance imaging	0	0	Inf	1	0	0	0	561	561	technetium tc-99m sulfur colloid kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562	floxuridine	0	0	29.6	1	0	92	12244	8852003	562	floxuridine	metastases to liver	0	0	Inf	1	0	9	0	2817	562	floxuridine	metastases to liver	NA	NA	0	0	Inf	1	0	0	0	0	562	floxuridine	metastases to liver	0	0	Inf	1	0	0	0	399	562	floxuridine	metastases to liver	0	0	Inf	1	0	0	0	384	562	floxuridine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
563	arginine	2.5	0.81	5.84	0.05327028	5	1449	12239	8850646	563	arginine	hypertension	0	0	18.14	1	0	244	274	323990	563	arginine	hypertension	28.7	83.5	0	0	131.62	1	0	72	28	65764	563	arginine	hypertension	0	0	319.94	1	0	41	11	31928	563	arginine	hypertension	0	0	219.83	1	0	37	21	40634	563	arginine	hypertension	-10.83	1.97966069719794e-05	731.3	0.98818	-0.03	0.01	0.008117004	-0.43	0.37	0.2475092	8726728
564	haloprogin	0	0	16384	1	0	1	12244	8852094	564	haloprogin	bipolar i disorder	0	0	3662.01	1	0	1	79	7867	564	haloprogin	bipolar i disorder	23.7	55	0	0	Inf	1	0	0	13	619	564	haloprogin	bipolar i disorder	0	0	Inf	1	0	0	6	447	564	haloprogin	bipolar i disorder	0	0	Inf	1	0	0	9	674	564	haloprogin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
565	bupivacaine	1.19	0.65	2	0.4640644	14	8494	12230	8843601	565	bupivacaine	pain	0.29	0.01	1.61	0.2752733	1	914	743	195295	565	bupivacaine	pain	24	81.6	0	0	6.96	1	0	307	68	38101	565	bupivacaine	pain	0	0	10.74	1	0	128	44	15509	565	bupivacaine	pain	0	0	16.48	1	0	191	34	27222	565	bupivacaine	pain	-12.3	4.55174446308323e-06	359.89	0.9727264	-0.03	0.01	7.448518e-06	0.85	0.23	0.000213079	8431288
566	carbachol	0	0	19.03	1	0	142	12244	8851953	566	carbachol	intraocular lens implant	0	0	Inf	1	0	16	0	271	566	carbachol	intraocular lens implant	NA	NA	0	0	Inf	1	0	0	0	0	566	carbachol	intraocular lens implant	0	0	Inf	1	0	2	0	39	566	carbachol	intraocular lens implant	0	0	Inf	1	0	3	0	56	566	carbachol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
567	megestrol acetate	0.48	0.17	1.04	0.06505405	6	9107	12238	8842988	567	megestrol acetate	non-small cell lung cancer	0	0	118.64	1	0	682	3	33415	567	megestrol acetate	non-small cell lung cancer	NA	NA	0	0	Inf	1	0	0	0	0	567	megestrol acetate	non-small cell lung cancer	0	0	Inf	1	0	36	0	3352	567	megestrol acetate	non-small cell lung cancer	0	0	Inf	1	0	28	0	2827	567	megestrol acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
568	cromolyn sodium	1.61	0.44	4.13	0.322823	4	1798	12240	8850297	568	cromolyn sodium	asthma	1.52	0.04	8.66	0.4833386	1	447	151	102819	568	cromolyn sodium	asthma	12.5	65	0	0	49.29	1	0	35	31	12992	568	cromolyn sodium	asthma	0	0	96.17	1	0	20	15	6370	568	cromolyn sodium	asthma	0	0	96.6	1	0	33	20	14967	568	cromolyn sodium	asthma	-11.27	1.27497359038232e-05	534.33	0.9831701	-0.02	0.01	0.01012516	0.46	0.35	0.1830971	8214258
569	diazoxide	0	0	5.77	1	0	464	12244	8851631	569	diazoxide	hypoglycaemia	0	0	117.35	1	0	209	1	629	569	diazoxide	hypoglycaemia	54	54	0	0	Inf	1	0	0	0	0	569	diazoxide	hypoglycaemia	0	0	Inf	1	0	45	0	90	569	diazoxide	hypoglycaemia	0	0	65.58	1	0	60	1	100	569	diazoxide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
570	betamethasone benzoate	0	0	131.96	1	0	22	12244	8852073	570	betamethasone benzoate	eczema	0	0	4517.75	1	0	3	3	3762	570	betamethasone benzoate	eczema	NA	NA	0	0	Inf	1	0	0	0	0	570	betamethasone benzoate	eczema	0	0	Inf	1	0	0	0	299	570	betamethasone benzoate	eczema	0	0	Inf	1	0	0	0	386	570	betamethasone benzoate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
571	flucytosine	0	0	7.05	1	0	380	12244	8851715	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	75	0	344	571	flucytosine	meningitis cryptococcal	NA	NA	0	0	Inf	1	0	0	0	0	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	5	0	49	571	flucytosine	meningitis cryptococcal	0	0	Inf	1	0	7	0	22	571	flucytosine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
572	desonide	0.42	0.01	2.33	0.738183	1	1730	12243	8850365	572	desonide	psoriasis	0	0	96.37	1	0	259	26	162596	572	desonide	psoriasis	32.2	64.3	0	0	305.49	1	0	76	7	33006	572	desonide	psoriasis	0	0	550	1	0	43	5	21445	572	desonide	psoriasis	0	0	657.23	1	0	64	4	27549	572	desonide	psoriasis	-10.94	1.77344762885484e-05	1035.91	0.9915753	-0.01	0.02	0.6706586	0.47	0.67	0.4814648	8491108
573	pancuronium bromide	0	0	3.56	0.6320927	0	750	12244	8851345	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	332	0	4534	573	pancuronium bromide	coronary artery bypass	NA	NA	0	0	Inf	1	0	0	0	0	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	0	0	193	573	pancuronium bromide	coronary artery bypass	0	0	Inf	1	0	0	0	38	573	pancuronium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
574	gonadotropin, chorionic	0	0	2.46	0.4139386	0	1086	12244	8851009	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	211	0	917	574	gonadotropin, chorionic	in vitro fertilisation	NA	NA	0	0	Inf	1	0	0	0	0	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	0	0	1	574	gonadotropin, chorionic	in vitro fertilisation	0	0	Inf	1	0	24	0	166	574	gonadotropin, chorionic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
575	sodium fluoride f-18	0	0	187.28	1	0	16	12244	8852079	575	sodium fluoride f-18	lymphoma	0	0	4.5036e+15	1	0	1	1	8129	575	sodium fluoride f-18	lymphoma	NA	NA	0	0	Inf	1	0	0	0	0	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	0	1098	575	sodium fluoride f-18	lymphoma	0	0	Inf	1	0	0	0	759	575	sodium fluoride f-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
578	pentagastrin	0	0	16384	1	0	1	12244	8852094	578	pentagastrin	chronic myeloid leukaemia	0	0	4.5036e+15	1	0	1	3	42352	578	pentagastrin	chronic myeloid leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	578	pentagastrin	chronic myeloid leukaemia	0	0	Inf	1	0	0	0	5812	578	pentagastrin	chronic myeloid leukaemia	0	0	Inf	1	0	0	0	4819	578	pentagastrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
579	isosorbide	0.73	0.48	1.06	0.1165433	27	26784	12217	8825311	579	isosorbide	hypertension	0.32	0.01	1.77	0.385282	1	3719	273	320515	579	isosorbide	hypertension	28.7	83.5	0	0	11.9	1	0	772	28	65064	579	isosorbide	hypertension	0	0	26.62	1	0	473	11	31496	579	isosorbide	hypertension	0	0	20.89	1	0	372	21	40299	579	isosorbide	hypertension	-12.66	3.17564435421807e-06	604.79	0.9833022	-0.03	0.01	0.008644936	-0.43	0.37	0.2530605	8726728
580	chromic phosphate p-32	0	0	66.36	1	0	42	12244	8852053	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	7	0	1592	580	chromic phosphate p-32	adenocarcinoma pancreas	NA	NA	0	0	Inf	1	0	0	0	0	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	0	0	244	580	chromic phosphate p-32	adenocarcinoma pancreas	0	0	Inf	1	0	0	0	186	580	chromic phosphate p-32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
581	enflurane	0	0	39.76	1	0	69	12244	8852026	581	enflurane	anaesthesia	0	0	Inf	1	0	21	0	6643	581	enflurane	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	581	enflurane	anaesthesia	0	0	Inf	1	0	1	0	387	581	enflurane	anaesthesia	0	0	Inf	1	0	0	0	495	581	enflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
582	imipramine pamoate	0	0	16.35	1	0	165	12244	8851930	582	imipramine pamoate	depression	0	0	14.41	1	0	41	1346	205769	582	imipramine pamoate	depression	22.3	77.3	0	0	1113.24	1	0	2	154	31585	582	imipramine pamoate	depression	0	0	4626.96	1	0	1	86	10997	582	imipramine pamoate	depression	0	0	9946.53	1	0	1	86	25968	582	imipramine pamoate	depression	-7.91	0.000367054580595098	373.1	0.9830848	-0.02	0	1.755114e-10	0.81	0.15	1.430232e-07	8371398
583	clorazepate dipotassium	2.07	1.07	3.62	0.01895673	12	4191	12232	8847904	583	clorazepate dipotassium	depression	0.33	0.01	1.87	0.3814242	1	457	1345	205353	583	clorazepate dipotassium	depression	22.3	77.3	0	0	21.12	1	0	38	154	31549	583	clorazepate dipotassium	depression	0	0	31.5	1	0	17	86	10981	583	clorazepate dipotassium	depression	0	0	40.22	1	0	30	86	25939	583	clorazepate dipotassium	depression	-10.99	1.68695556737774e-05	343.96	0.974511	-0.02	0	1.838153e-10	0.81	0.15	1.416898e-07	8371398
584	molindone	18.08	2.15	67.47	0.005887498	2	80	12242	8852015	584	molindone	depression	0	0	34.84	1	0	18	1346	205792	584	molindone	depression	22.3	77.3	0	0	Inf	1	0	0	154	31587	584	molindone	depression	0	0	4626.96	1	0	1	86	10997	584	molindone	depression	0	0	Inf	1	0	0	86	25969	584	molindone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
585	iocetamic acid	0	0	35.93	1	0	76	12244	8852019	585	iocetamic acid	hypertension	0	0	239.9	1	0	20	274	324214	585	iocetamic acid	hypertension	28.7	83.5	0	0	Inf	1	0	0	28	65836	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	11	31969	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	21	40671	585	iocetamic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
586	technetium tc-99m sodium pertechnetate generator	0	0	24.66	1	0	110	12244	8851985	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	20	0	942	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	NA	NA	0	0	Inf	1	0	0	0	0	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	0	0	69	586	technetium tc-99m sodium pertechnetate generator	cardiac stress test	0	0	Inf	1	0	0	0	89	586	technetium tc-99m sodium pertechnetate generator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
587	mazindol	0	0	39.15	1	0	70	12244	8852025	587	mazindol	cataplexy	0	0	57.66	1	0	21	52	15084	587	mazindol	cataplexy	17.6	59.4	0	0	Inf	1	0	0	18	4154	587	mazindol	cataplexy	0	0	Inf	1	0	0	5	1343	587	mazindol	cataplexy	0	0	Inf	1	0	0	17	3813	587	mazindol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
588	technetium tc-99m pentetate kit	0	0	38.02	1	0	72	12244	8852023	588	technetium tc-99m pentetate kit	clear cell renal cell carcinoma	0	0	Inf	1	0	7	0	332	588	technetium tc-99m pentetate kit	clear cell renal cell carcinoma	NA	NA	0	0	Inf	1	0	0	0	0	588	technetium tc-99m pentetate kit	clear cell renal cell carcinoma	0	0	Inf	1	0	0	0	145	588	technetium tc-99m pentetate kit	clear cell renal cell carcinoma	0	0	Inf	1	0	0	0	69	588	technetium tc-99m pentetate kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
589	xenon xe-133	0	0	4101.35	1	0	2	12244	8852093	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133		NA	NA	0	0	Inf	1	0	0	0	0	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133		0	0	Inf	1	0	0	0	0	589	xenon xe-133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
592	technetium tc-99m sodium pertechnetate	0	0	4101.35	1	0	2	12244	8852093	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	37	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	NA	NA	0	0	Inf	1	0	0	0	0	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	1	0	3	592	technetium tc-99m sodium pertechnetate	multiple gated acquisition scan	0	0	Inf	1	0	0	0	5	592	technetium tc-99m sodium pertechnetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
593	mebutamate	0	0	1798.39	1	0	3	12244	8852092	593	mebutamate	myelodysplastic syndrome	0	0	4.5036e+15	1	0	2	2	24509	593	mebutamate	myelodysplastic syndrome	NA	NA	0	0	Inf	1	0	0	0	0	593	mebutamate	myelodysplastic syndrome	0	0	Inf	1	0	0	0	2747	593	mebutamate	myelodysplastic syndrome	0	0	Inf	1	0	0	0	2250	593	mebutamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
594	trimethoprim	1.34	1.11	1.6	0.002106497	120	64985	12124	8787110	594	trimethoprim	hiv infection	1.17	0.51	2.35	0.575074	9	5604	73	53205	594	trimethoprim	hiv infection	28.6	51.6	0	0	8.02	1	0	240	11	4801	594	trimethoprim	hiv infection	0	0	7.34	1	0	301	11	5512	594	trimethoprim	hiv infection	0	0	132.31	1	0	135	2	3342	594	trimethoprim	hiv infection	-14.1	7.52398299216421e-07	835.29	0.986528	-0.02	0.02	0.4071404	1.33	0.78	0.08949706	893038
595	magnesium chloride	0	0	0.8	0.01772058	0	3325	12244	8848770	595	magnesium chloride	peritoneal dialysis	0	0	364.28	1	0	488	4	117228	595	magnesium chloride	peritoneal dialysis	69	69	0	0	Inf	1	0	0	0	0	595	magnesium chloride	peritoneal dialysis	0	0	Inf	1	0	0	0	10135	595	magnesium chloride	peritoneal dialysis	0	0	Inf	1	0	0	1	8946	595	magnesium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	sodium gluconate	0	0	3.41	0.63307	0	784	12244	8851311	596	sodium gluconate	peritoneal dialysis	0	0	372.74	1	0	477	4	117239	596	sodium gluconate	peritoneal dialysis	69	69	0	0	Inf	1	0	0	0	0	596	sodium gluconate	peritoneal dialysis	0	0	Inf	1	0	0	0	10135	596	sodium gluconate	peritoneal dialysis	0	0	Inf	1	0	0	1	8946	596	sodium gluconate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
597	silver sulfadiazine	0.7	0.02	3.92	1	1	1031	12243	8851064	597	silver sulfadiazine	pain	0	0	6.67	1	0	148	744	196061	597	silver sulfadiazine	pain	24	81.6	0	0	45.32	1	0	49	68	38359	597	silver sulfadiazine	pain	0	0	48.27	1	0	30	44	15607	597	silver sulfadiazine	pain	0	0	111.15	1	0	30	34	27383	597	silver sulfadiazine	pain	-11.42	1.09737993897335e-05	495.1	0.9815944	-0.03	0.01	7.535709e-06	0.85	0.23	0.0002095921	8431288
598	magnesium acetate tetrahydrate	0	0	25.37	1	0	107	12244	8851988	598	magnesium acetate tetrahydrate	off label use	0	0	169.12	1	0	20	18	13720	598	magnesium acetate tetrahydrate	off label use	58.5	67.5	0	0	Inf	1	0	0	0	618	598	magnesium acetate tetrahydrate	off label use	0	0	Inf	1	0	0	1	1212	598	magnesium acetate tetrahydrate	off label use	0	0	Inf	1	0	0	1	2089	598	magnesium acetate tetrahydrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
599	metolazone	2.03	1.28	3.05	0.002435947	23	8205	12221	8843890	599	metolazone	pulmonary arterial hypertension	0	0	47.95	1	0	1056	8	86321	599	metolazone	pulmonary arterial hypertension	52.2	54	0	0	Inf	1	0	9	0	728	599	metolazone	pulmonary arterial hypertension	0	0	Inf	1	0	149	0	8664	599	metolazone	pulmonary arterial hypertension	0	0	175.81	1	0	360	3	26172	599	metolazone	pulmonary arterial hypertension	-15.98	1.14808536048733e-07	9067.39	0.9985943	-0.02	0.03	0.5142097	-16.48	2272.71	0.9942156	8353488
600	dydrogesterone	0	0	20.81	1	0	130	12244	8851965	600	dydrogesterone	drug exposure during pregnancy	0	0	4.5036e+15	1	0	5	1	6478	600	dydrogesterone	drug exposure during pregnancy	NA	NA	0	0	Inf	1	0	0	0	0	600	dydrogesterone	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	600	dydrogesterone	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	600	dydrogesterone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
601	azathioprine sodium	0.27	0.15	0.45	6.589564e-10	14	37840	12230	8814255	601	azathioprine sodium	crohn s disease	2.32	0.85	5.43	0.07668284	7	14486	28	134268	601	azathioprine sodium	crohn s disease	21.5	67.4	7.48	1.55	31.58	0.006299871	4	2450	6	27505	601	azathioprine sodium	crohn s disease	0	0	59.24	1	0	1168	2	12976	601	azathioprine sodium	crohn s disease	7.94	1.65	33.54	0.005176214	4	1873	6	22319	601	azathioprine sodium	crohn s disease	1.79	5.98945246638311	0.62	0.003688072	0	0.02	0.7996885	-1.08	0.78	0.1630927	8383488
602	dopamine	1.59	0.79	2.86	0.1236089	11	4991	12233	8847104	602	dopamine	prophylaxis	0	0	15.22	1	0	343	76	104411	602	dopamine	prophylaxis	36.9	71.9	0	0	235.59	1	0	33	10	16726	602	dopamine	prophylaxis	0	0	182.62	1	0	35	10	13765	602	dopamine	prophylaxis	0	0	15807.48	1	0	27	1	14532	602	dopamine	prophylaxis	-11.94	6.52414922649937e-06	1295.33	0.9926457	-0.02	0.01	0.1042773	2.41	1.05	0.02181355	8283708
604	clonidine	1.75	1.41	2.15	1.200094e-06	90	37290	12154	8814805	604	clonidine	hypertension	1.36	0.61	2.62	0.3256881	9	7910	265	316324	604	clonidine	hypertension	28.7	83.5	1.73	0.04	10.51	0.4475839	1	1380	27	64456	604	clonidine	hypertension	5.98	0.14	42.18	0.1670724	1	526	10	31443	604	clonidine	hypertension	0	0	7.67	1	0	995	21	39676	604	clonidine	hypertension	0.28	1.32312981233744	1.02	0.7819764	-0.03	0.01	0.0084383	-0.43	0.37	0.2500106	8726728
605	copper	0.09	0	0.5	0.0004149272	1	8092	12243	8844003	605	copper	contraception	0	0	0.64	0.007299943	0	6807	128	149700	605	copper	contraception	18.7	52	0	0	2.62	0.3793733	0	3770	11	24770	605	copper	contraception	0	0	Inf	1	0	0	0	22	605	copper	contraception	0	0	1.91	0.2430595	0	3922	15	26907	605	copper	contraception	-15.1	2.76791865854081e-07	765.74	0.984262	0.04	0.03	0.1942531	-15.03	10024.52	0.9988038	8308668
606	prazepam	0	0	2.21	0.4230247	0	1211	12244	8850884	606	prazepam	depression	0	0	3.55	0.6312199	0	161	1346	205649	606	prazepam	depression	22.3	77.3	0	0	225.21	1	0	5	154	31582	606	prazepam	depression	0	0	682.16	1	0	2	86	10996	606	prazepam	depression	0	0	333.07	1	0	5	86	25964	606	prazepam	depression	-8.84	0.000144822746682688	327.81	0.9784826	-0.02	0	1.763311e-10	0.81	0.15	1.432223e-07	8371398
