results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
1903	abatacept	0.09	0.05	0.14	1.208164e-64	19	28221	65591	8770508	1903	abatacept	rheumatoid arthritis	0.54	0.29	0.91	0.01928174	14	18244	633	444896	1903	abatacept	rheumatoid arthritis	34.4	79	0.36	0.07	1.08	0.07012558	3	5160	184	115169	1903	abatacept	rheumatoid arthritis	0	0	4.52	1	0	1042	21	24508	1903	abatacept	rheumatoid arthritis	0.35	0.07	1.04	0.07169401	3	4776	186	104010	1903	abatacept	rheumatoid arthritis	-1.14	0.319819021816304	0.58	0.04909373	0	0.01	0.955119	-0.75	0.23	0.00112579	81345468	78	432	393
1896	adalimumab	0.18	0.17	0.2	0	521	373115	65089	8425614	1896	adalimumab	rheumatoid arthritis	0.78	0.65	0.94	0.007514919	151	129832	496	333308	1896	adalimumab	rheumatoid arthritis	34.4	79	1.28	0.91	1.77	0.1399298	52	27846	135	92483	1896	adalimumab	rheumatoid arthritis	3.27	1.25	8.5	0.00761652	10	5552	11	19998	1896	adalimumab	rheumatoid arthritis	1.22	0.87	1.7	0.2277369	51	25281	138	83505	1896	adalimumab	rheumatoid arthritis	0.31	1.36342511413218	0.15	0.04179735	0	0.01	0.9449976	-0.74	0.23	0.001255365	81345468	78	432	393
1889	anakinra	0	0	0.18	3.693793e-09	0	2732	65610	8795997	1889	anakinra	rheumatoid arthritis	0	0	2.42	0.4142682	0	1094	647	462046	1889	anakinra	rheumatoid arthritis	34.4	79	0	0	14.15	1	0	171	187	120158	1889	anakinra	rheumatoid arthritis	0	0	209.02	1	0	25	21	25525	1889	anakinra	rheumatoid arthritis	0	0	13.03	1	0	166	189	108620	1889	anakinra	rheumatoid arthritis	-11.14	1.45197611271668e-05	285.47	0.9688833	0	0.01	0.8822558	-0.75	0.23	0.001170125	81345468	78	432	393
844	auranofin	0	0	1.82	0.2775254	0	273	65610	8798456	844	auranofin	rheumatoid arthritis	0	0	13.35	1	0	200	647	462940	844	auranofin	rheumatoid arthritis	34.4	79	0	0	378.17	1	0	8	187	120321	844	auranofin	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	844	auranofin	rheumatoid arthritis	0	0	338.22	1	0	8	189	108778	844	auranofin	rheumatoid arthritis	-8.21	0.000271920721289535	312.1	0.9790241	0	0.01	0.8837344	-0.75	0.23	0.001178208	81345468	78	432	393
787	bentiromide	0	0	4835.1	1	0	1	65610	8798728	787	bentiromide	rheumatoid arthritis	0	0	16384	1	0	1	647	463139	787	bentiromide	rheumatoid arthritis	34.4	79	0	0	Inf	1	0	0	187	120329	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	189	108786	787	bentiromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
1635	bepotastine besilate	1.15	0.24	3.39	0.7491186	3	350	65607	8798379	1635	bepotastine besilate	rheumatoid arthritis	0	0	145.87	1	0	20	647	463120	1635	bepotastine besilate	rheumatoid arthritis	34.4	79	0	0	544.93	1	0	6	187	120323	1635	bepotastine besilate	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	1635	bepotastine besilate	rheumatoid arthritis	0	0	491.11	1	0	6	189	108780	1635	bepotastine besilate	rheumatoid arthritis	-7.21	0.00073915715546282	218.58	0.9736756	0	0.01	0.88324	-0.75	0.23	0.001178627	81345468	78	432	393
56	biotin	1.11	0.88	1.39	0.337267	78	9403	65532	8789326	56	biotin	rheumatoid arthritis	0.93	0.02	5.21	1	1	771	646	462369	56	biotin	rheumatoid arthritis	34.4	79	0	0	7.11	1	0	338	187	119991	56	biotin	rheumatoid arthritis	0	0	574.02	1	0	10	21	25540	56	biotin	rheumatoid arthritis	0	0	5.84	1	0	368	189	108418	56	biotin	rheumatoid arthritis	-11.2	1.3674196065681e-05	203.36	0.9560919	0	0.01	0.8906177	-0.75	0.23	0.001125575	81345468	78	432	393
2169	calcium gluconate	1.22	0.95	1.54	0.1089291	69	7594	65541	8791135	2169	calcium gluconate	rheumatoid arthritis	0	0	2.28	0.4187941	0	1160	647	461980	2169	calcium gluconate	rheumatoid arthritis	34.4	79	0	0	212.37	1	0	13	187	120316	2169	calcium gluconate	rheumatoid arthritis	0	0	3278.03	1	0	3	21	25547	2169	calcium gluconate	rheumatoid arthritis	0	0	257.81	1	0	10	189	108776	2169	calcium gluconate	rheumatoid arthritis	-8.07	0.000312783281065711	243.7	0.9735902	0	0.01	0.8837934	-0.75	0.23	0.001179944	81345468	78	432	393
1758	cefaclor	3.84	2.77	5.2	5.438874e-13	43	1501	65567	8797228	1758	cefaclor	rheumatoid arthritis	0	0	54.98	1	0	50	647	463090	1758	cefaclor	rheumatoid arthritis	34.4	79	0	0	95.07	1	0	27	187	120302	1758	cefaclor	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	21	25549	1758	cefaclor	rheumatoid arthritis	0	0	88.51	1	0	26	189	108760	1758	cefaclor	rheumatoid arthritis	-9.19	0.000102054864707641	279.86	0.9738099	0	0.01	0.8837515	-0.75	0.23	0.001175939	81345468	78	432	393
1345	celecoxib	2.02	1.91	2.13	2.649012e-110	1290	86651	64320	8712078	1345	celecoxib	rheumatoid arthritis	1.93	1.35	2.7	0.0003255085	37	14084	610	449056	1345	celecoxib	rheumatoid arthritis	34.4	79	1.31	0.47	2.9	0.4741788	6	2976	181	117353	1345	celecoxib	rheumatoid arthritis	0	0	8.27	1	0	581	21	24969	1345	celecoxib	rheumatoid arthritis	1.31	0.47	2.91	0.4740835	6	2661	183	106125	1345	celecoxib	rheumatoid arthritis	0.17	1.18530485132037	0.41	0.6842786	0	0.01	0.874441	-0.75	0.23	0.001183886	81345468	78	432	393
1908	certolizumab pegol	0.11	0.07	0.16	2.311813e-70	26	32582	65584	8766147	1908	certolizumab pegol	rheumatoid arthritis	0.32	0.12	0.7	0.00178874	6	13117	641	450023	1908	certolizumab pegol	rheumatoid arthritis	34.4	79	0.3	0.04	1.1	0.07163706	2	4182	185	116147	1908	certolizumab pegol	rheumatoid arthritis	0	0	4.72	1	0	1001	21	24549	1908	certolizumab pegol	rheumatoid arthritis	0.6	0.16	1.57	0.4240986	4	3772	185	105014	1908	certolizumab pegol	rheumatoid arthritis	-0.63	0.532591801006897	0.5	0.2125216	0	0.01	0.868535	-0.74	0.23	0.001216631	81345468	78	432	393
1342	cevimeline	5.97	4.57	7.67	4.94151e-28	64	1439	65546	8797290	1342	cevimeline	rheumatoid arthritis	0	0	7.29	1	0	365	647	462775	1342	cevimeline	rheumatoid arthritis	34.4	79	0	0	27.81	1	0	88	187	120241	1342	cevimeline	rheumatoid arthritis	0	0	661.78	1	0	9	21	25541	1342	cevimeline	rheumatoid arthritis	0	0	26.08	1	0	84	189	108702	1342	cevimeline	rheumatoid arthritis	-10.15	3.90760816757081e-05	248.31	0.9673813	0	0.01	0.8842059	-0.75	0.23	0.001171942	81345468	78	432	393
50	chloroquine	0.76	0.38	1.36	0.4286793	11	1949	65599	8796780	50	chloroquine	rheumatoid arthritis	1.55	0.19	5.63	0.3714376	2	926	645	462214	50	chloroquine	rheumatoid arthritis	34.4	79	7.87	0.94	29.29	0.02808237	2	165	185	120164	50	chloroquine	rheumatoid arthritis	0	0	218.25	1	0	24	21	25526	50	chloroquine	rheumatoid arthritis	6.83	0.81	25.41	0.03630296	2	170	187	108616	50	chloroquine	rheumatoid arthritis	1.85	6.35981952260183	0.71	0.009495641	0	0.01	0.9127192	-0.74	0.23	0.001232977	81345468	78	432	393
49	chloroquine phosphate	0.35	0.04	1.27	0.1400531	2	766	65608	8797963	49	chloroquine phosphate	rheumatoid arthritis	0	0	8.4	1	0	317	647	462823	49	chloroquine phosphate	rheumatoid arthritis	34.4	79	0	0	212.37	1	0	13	187	120316	49	chloroquine phosphate	rheumatoid arthritis	0	0	6997.18	1	0	2	21	25548	49	chloroquine phosphate	rheumatoid arthritis	0	0	190.13	1	0	13	189	108773	49	chloroquine phosphate	rheumatoid arthritis	-8.14	0.000291637198235574	227.29	0.9714348	0	0.01	0.8825073	-0.75	0.23	0.001179043	81345468	78	432	393
454	chlorphenesin carbamate	0	0	13.3	1	0	39	65610	8798690	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	284.45	1	0	11	647	463129	454	chlorphenesin carbamate	rheumatoid arthritis	34.4	79	0	0	Inf	1	0	0	187	120329	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	Inf	1	0	0	189	108786	454	chlorphenesin carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
103	cortisone acetate	1	0.64	1.5	0.918184	24	3203	65586	8795526	103	cortisone acetate	rheumatoid arthritis	0	0	5.53	1	0	480	647	462660	103	cortisone acetate	rheumatoid arthritis	34.4	79	0	0	108.1	1	0	24	187	120305	103	cortisone acetate	rheumatoid arthritis	0	0	1061.74	1	0	6	21	25544	103	cortisone acetate	rheumatoid arthritis	0	0	124.35	1	0	19	189	108767	103	cortisone acetate	rheumatoid arthritis	-9.07	0.000115066538646224	289.73	0.9750359	0	0.01	0.8833506	-0.75	0.23	0.001180743	81345468	78	432	393
2180	deflazacort	0.81	0.39	1.5	0.6659266	10	1652	65600	8797077	2180	deflazacort	rheumatoid arthritis	3.29	0.89	8.5	0.03557658	4	873	643	462267	2180	deflazacort	rheumatoid arthritis	34.4	79	11.8	2.39	35.64	0.002404623	3	166	184	120163	2180	deflazacort	rheumatoid arthritis	0	0	363.48	1	0	15	21	25535	2180	deflazacort	rheumatoid arthritis	10.49	2.12	31.66	0.00333961	3	167	186	108619	2180	deflazacort	rheumatoid arthritis	2.31	10.0744246550136	0.59	8.367688e-05	0	0.01	0.8898855	-0.74	0.23	0.001341448	81345468	78	432	393
269	deserpidine	16.76	0.38	124.9	0.06467562	1	8	65609	8798721	269	deserpidine	rheumatoid arthritis	0	0	1779.78	1	0	3	647	463137	269	deserpidine	rheumatoid arthritis	34.4	79	0	0	Inf	1	0	0	187	120329	269	deserpidine	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	269	deserpidine	rheumatoid arthritis	0	0	Inf	1	0	0	189	108786	269	deserpidine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
1839	desmethyl piroxicam	1.99	1.46	2.64	1.578518e-05	48	3241	65562	8795488	1839	desmethyl piroxicam	rheumatoid arthritis	1.45	0.04	8.14	0.4991226	1	494	646	462646	1839	desmethyl piroxicam	rheumatoid arthritis	34.4	79	10.1	0.25	59	0.09603365	1	64	186	120265	1839	desmethyl piroxicam	rheumatoid arthritis	0	0	265.11	1	0	20	21	25530	1839	desmethyl piroxicam	rheumatoid arthritis	12.85	0.32	76.31	0.07675952	1	45	188	108741	1839	desmethyl piroxicam	rheumatoid arthritis	2.36	10.5909514524338	1.01	0.01958749	0	0.01	0.8905391	-0.75	0.23	0.001117194	81345468	78	432	393
2059	diclofenac	1.01	0.88	1.14	0.9230097	245	32682	65365	8766047	2059	diclofenac	rheumatoid arthritis	1.15	0.55	2.14	0.605806	10	6215	637	456925	2059	diclofenac	rheumatoid arthritis	34.4	79	3.3	1.06	7.86	0.02041952	5	994	182	119335	2059	diclofenac	rheumatoid arthritis	0	0	23.37	1	0	210	21	25340	2059	diclofenac	rheumatoid arthritis	3.94	1.42	8.78	0.005184818	6	897	183	107889	2059	diclofenac	rheumatoid arthritis	1.26	3.52542148736538	0.42	0.002370851	0	0.01	0.9080295	-0.75	0.23	0.001174067	81345468	78	432	393
1098	diclofenac potassium	0.9	0.54	1.41	0.7428651	19	2824	65591	8795905	1098	diclofenac potassium	rheumatoid arthritis	0	0	9.65	1	0	276	647	462864	1098	diclofenac potassium	rheumatoid arthritis	34.4	79	0	0	22.35	1	0	109	187	120220	1098	diclofenac potassium	rheumatoid arthritis	0	0	661.78	1	0	9	21	25541	1098	diclofenac potassium	rheumatoid arthritis	0	0	20.17	1	0	108	189	108678	1098	diclofenac potassium	rheumatoid arthritis	-10.17	3.83023234165555e-05	221.46	0.9633769	0	0.01	0.8813626	-0.75	0.23	0.001168479	81345468	78	432	393
924	diclofenac sodium	1	0.89	1.11	1	339	45515	65271	8753214	924	diclofenac sodium	rheumatoid arthritis	1.32	0.74	2.2	0.2914545	15	8157	632	454983	924	diclofenac sodium	rheumatoid arthritis	34.4	79	2.73	0.87	6.51	0.04057759	5	1199	182	119130	924	diclofenac sodium	rheumatoid arthritis	0	0	22.28	1	0	220	21	25330	924	diclofenac sodium	rheumatoid arthritis	2.69	0.86	6.42	0.04244883	5	1086	184	107700	924	diclofenac sodium	rheumatoid arthritis	0.9	2.45960311115695	0.45	0.04766055	0	0.01	0.8670556	-0.74	0.23	0.001215874	81345468	78	432	393
793	diflunisal	1.84	0.79	3.64	0.08871072	8	584	65602	8798145	793	diflunisal	rheumatoid arthritis	0	0	23.4	1	0	115	647	463025	793	diflunisal	rheumatoid arthritis	34.4	79	0	0	112.56	1	0	23	187	120306	793	diflunisal	rheumatoid arthritis	0	0	6997.18	1	0	2	21	25548	793	diflunisal	rheumatoid arthritis	0	0	111.09	1	0	21	189	108765	793	diflunisal	rheumatoid arthritis	-9.16	0.000105162898050001	302.9	0.9758771	0	0.01	0.8835767	-0.75	0.23	0.001177489	81345468	78	432	393
305	dihydrocodeine bitartrate	0.53	0.19	1.15	0.1334818	6	1524	65604	8797205	305	dihydrocodeine bitartrate	rheumatoid arthritis	0	0	9.38	1	0	284	647	462856	305	dihydrocodeine bitartrate	rheumatoid arthritis	34.4	79	0	0	16384	1	0	1	187	120328	305	dihydrocodeine bitartrate	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	305	dihydrocodeine bitartrate	rheumatoid arthritis	0	0	16384	1	0	1	189	108785	305	dihydrocodeine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
1688	erythromycin estolate	0	0	4.45	1	0	113	65610	8798616	1688	erythromycin estolate	rheumatoid arthritis	0	0	498.95	1	0	7	647	463133	1688	erythromycin estolate	rheumatoid arthritis	34.4	79	0	0	976.3	1	0	4	187	120325	1688	erythromycin estolate	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	1688	erythromycin estolate	rheumatoid arthritis	0	0	898.75	1	0	4	189	108782	1688	erythromycin estolate	rheumatoid arthritis	-7.21	0.00073915715546282	267.71	0.9785169	0	0.01	0.8834292	-0.75	0.23	0.001178923	81345468	78	432	393
1824	erythromycin stearate	1.79	0.21	6.57	0.3102963	2	150	65608	8798579	1824	erythromycin stearate	rheumatoid arthritis	0	0	766.68	1	0	5	647	463135	1824	erythromycin stearate	rheumatoid arthritis	34.4	79	0	0	16384	1	0	1	187	120328	1824	erythromycin stearate	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	1824	erythromycin stearate	rheumatoid arthritis	0	0	16384	1	0	1	189	108785	1824	erythromycin stearate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
1882	etanercept	0.15	0.14	0.16	0	450	387187	65160	8411542	1882	etanercept	rheumatoid arthritis	0.77	0.65	0.91	0.001321727	246	205314	401	257826	1882	etanercept	rheumatoid arthritis	34.4	79	0.94	0.7	1.27	0.7145528	95	62845	92	57484	1882	etanercept	rheumatoid arthritis	1.28	0.49	3.43	0.6651558	12	13058	9	12492	1882	etanercept	rheumatoid arthritis	0.95	0.71	1.28	0.7163599	96	56700	93	52086	1882	etanercept	rheumatoid arthritis	-0.02	0.980198673306755	0.14	0.8573718	0	0.01	0.8754384	-0.75	0.23	0.001173472	81345468	78	432	393
690	etidronate disodium	0.46	0.13	1.19	0.1654597	4	1157	65606	8797572	690	etidronate disodium	rheumatoid arthritis	3.06	0.37	11.16	0.1408842	2	469	645	462671	690	etidronate disodium	rheumatoid arthritis	34.4	79	0	0	3613.32	1	0	2	187	120327	690	etidronate disodium	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	21	25549	690	etidronate disodium	rheumatoid arthritis	0	0	3196.53	1	0	2	189	108784	690	etidronate disodium	rheumatoid arthritis	-7.01	0.000902808588396114	307.13	0.9817776	0	0.01	0.8831214	-0.75	0.23	0.001180005	81345468	78	432	393
886	etodolac	3.92	3.38	4.54	1.839292e-52	189	6473	65421	8792256	886	etodolac	rheumatoid arthritis	0.43	0.01	2.39	0.7354536	1	1671	646	461469	886	etodolac	rheumatoid arthritis	34.4	79	0	0	10.53	1	0	229	187	120100	886	etodolac	rheumatoid arthritis	0	0	138.64	1	0	37	21	25513	886	etodolac	rheumatoid arthritis	0	0	10.75	1	0	201	189	108585	886	etodolac	rheumatoid arthritis	-11.12	1.4813079758804e-05	255.61	0.9652963	0	0.01	0.8822696	-0.75	0.23	0.001172569	81345468	78	432	393
653	fenoprofen calcium	1.34	0.03	7.65	0.5277953	1	100	65609	8798629	653	fenoprofen calcium	rheumatoid arthritis	0	0	124.82	1	0	23	647	463117	653	fenoprofen calcium	rheumatoid arthritis	34.4	79	0	0	Inf	1	0	0	187	120329	653	fenoprofen calcium	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	653	fenoprofen calcium	rheumatoid arthritis	0	0	Inf	1	0	0	189	108786	653	fenoprofen calcium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
532	ferrous fumarate	1.48	1.09	1.98	0.009666037	47	4252	65563	8794477	532	ferrous fumarate	rheumatoid arthritis	0	0	10.25	1	0	260	647	462880	532	ferrous fumarate	rheumatoid arthritis	34.4	79	0	0	42.63	1	0	58	187	120271	532	ferrous fumarate	rheumatoid arthritis	0	0	769.46	1	0	8	21	25542	532	ferrous fumarate	rheumatoid arthritis	0	0	32.35	1	0	68	189	108718	532	ferrous fumarate	rheumatoid arthritis	-10.15	3.90760816757081e-05	274.62	0.9705295	0	0.01	0.8861093	-0.75	0.23	0.001173446	81345468	78	432	393
372	fluprednisolone	0	0	203.33	1	0	4	65610	8798725	372	fluprednisolone	rheumatoid arthritis	0	0	1064.87	1	0	4	647	463136	372	fluprednisolone	rheumatoid arthritis	34.4	79	0	0	Inf	1	0	0	187	120329	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	372	fluprednisolone	rheumatoid arthritis	0	0	Inf	1	0	0	189	108786	372	fluprednisolone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
863	flurbiprofen	0.41	0.13	0.96	0.04165686	5	1639	65605	8797090	863	flurbiprofen	rheumatoid arthritis	0	0	11.02	1	0	242	647	462898	863	flurbiprofen	rheumatoid arthritis	34.4	79	0	0	84.87	1	0	30	187	120299	863	flurbiprofen	rheumatoid arthritis	0	0	912.47	1	0	7	21	25543	863	flurbiprofen	rheumatoid arthritis	0	0	101.1	1	0	23	189	108763	863	flurbiprofen	rheumatoid arthritis	-9.07	0.000115066538646224	264.48	0.9726447	0	0.01	0.8835883	-0.75	0.23	0.001180642	81345468	78	432	393
41	folic acid	0.87	0.81	0.93	2.353784e-05	882	135987	64728	8662742	41	folic acid	rheumatoid arthritis	1.36	1.07	1.7	0.008467129	89	48617	558	414523	41	folic acid	rheumatoid arthritis	34.4	79	1.42	0.88	2.21	0.1229643	23	10802	164	109527	41	folic acid	rheumatoid arthritis	0.53	0.01	3.33	1	1	2193	20	23357	41	folic acid	rheumatoid arthritis	1.55	0.97	2.37	0.05411699	25	9737	164	99049	41	folic acid	rheumatoid arthritis	0.37	1.44773461466332	0.21	0.07937962	0	0.01	0.8594413	-0.75	0.23	0.001211031	81345468	78	432	393
1515	glutamine	3.14	2.04	4.62	7.928525e-07	26	1112	65584	8797617	1515	glutamine	rheumatoid arthritis	0	0	24.71	1	0	109	647	463031	1515	glutamine	rheumatoid arthritis	34.4	79	0	0	448.32	1	0	7	187	120322	1515	glutamine	rheumatoid arthritis	0	0	Inf	1	0	0	21	25550	1515	glutamine	rheumatoid arthritis	0	0	292.55	1	0	9	189	108777	1515	glutamine	rheumatoid arthritis	-8.21	0.000271920721289535	294.25	0.9777444	0	0.01	0.8835476	-0.75	0.23	0.001178077	81345468	78	432	393
1918	golimumab	0.07	0.04	0.13	8.880031e-51	11	20718	65599	8778011	1918	golimumab	rheumatoid arthritis	0.46	0.19	0.96	0.03501728	7	10699	640	452441	1918	golimumab	rheumatoid arthritis	34.4	79	0.35	0.04	1.3	0.1879676	2	3560	185	116769	1918	golimumab	rheumatoid arthritis	0	0	7.65	1	0	627	21	24923	1918	golimumab	rheumatoid arthritis	0.33	0.04	1.21	0.1378538	2	3416	187	105370	1918	golimumab	rheumatoid arthritis	-1.19	0.304221264066704	0.71	0.09313329	0	0.01	0.8698423	-0.75	0.23	0.001097825	81345468	78	432	393
220	hydroxychloroquine	0.67	0.59	0.77	6.497974e-10	220	43714	65390	8755015	220	hydroxychloroquine	rheumatoid arthritis	1.31	0.94	1.77	0.08179846	45	25012	602	438128	220	hydroxychloroquine	rheumatoid arthritis	34.4	79	1.16	0.61	2.05	0.5390808	13	7255	174	113074	220	hydroxychloroquine	rheumatoid arthritis	0.95	0.02	5.95	1	1	1277	20	24273	220	hydroxychloroquine	rheumatoid arthritis	1.23	0.66	2.12	0.4453253	14	6647	175	102139	220	hydroxychloroquine	rheumatoid arthritis	0.19	1.20924959765725	0.27	0.485642	0	0.01	0.8803666	-0.74	0.23	0.001219823	81345468	78	432	393
481	indomethacin	3.66	3.21	4.15	4.638376e-63	249	9144	65361	8789585	481	indomethacin	rheumatoid arthritis	2.36	0.64	6.08	0.09392529	4	1220	643	461920	481	indomethacin	rheumatoid arthritis	34.4	79	22.27	5.91	59.48	4.272849e-05	4	118	183	120211	481	indomethacin	rheumatoid arthritis	74.26	8.11	328.71	0.0004435917	2	36	19	25514	481	indomethacin	rheumatoid arthritis	12.37	1.47	46.55	0.01226038	2	94	187	108692	481	indomethacin	rheumatoid arthritis	3.06	21.3275571620269	0.51	2.595574e-09	0	0.01	0.9071712	-0.76	0.23	0.0009785956	81345468	78	432	393
1879	infliximab	0.15	0.13	0.18	2.604888e-230	145	126015	65465	8672714	1879	infliximab	rheumatoid arthritis	0.51	0.34	0.75	0.0002350753	27	36220	620	426920	1879	infliximab	rheumatoid arthritis	34.4	79	0.7	0.14	2.08	0.803973	3	2741	184	117588	1879	infliximab	rheumatoid arthritis	0	0	6.59	1	0	725	21	24825	1879	infliximab	rheumatoid arthritis	0.95	0.26	2.47	1	4	2426	185	106360	1879	infliximab	rheumatoid arthritis	-0.19	0.826959133943362	0.51	0.7097333	0	0.01	0.8859326	-0.75	0.23	0.001195156	81345468	78	432	393
1956	infliximab-dyyb	0	0	3.66	0.6308056	0	137	65610	8798592	1956	infliximab-dyyb	rheumatoid arthritis	0	0	124.82	1	0	23	647	463117	1956	infliximab-dyyb	rheumatoid arthritis	34.4	79	0	0	326.91	1	0	9	187	120320	1956	infliximab-dyyb	rheumatoid arthritis	0	0	4.5036e+15	1	0	1	21	25549	1956	infliximab-dyyb	rheumatoid arthritis	0	0	257.81	1	0	10	189	108776	1956	infliximab-dyyb	rheumatoid arthritis	-8.16	0.000285862394797409	265.66	0.9754843	0	0.01	0.8827818	-0.75	0.23	0.001178791	81345468	78	432	393
861	ketoprofen	0.79	0.57	1.08	0.1610896	41	6922	65569	8791807	861	ketoprofen	rheumatoid arthritis	1.29	0.26	3.78	0.5097358	3	1671	644	461469	861	ketoprofen	rheumatoid arthritis	34.4	79	13.68	1.62	51.42	0.01012234	2	95	185	120234	861	ketoprofen	rheumatoid arthritis	0	0	239.4	1	0	22	21	25528	861	ketoprofen	rheumatoid arthritis	12.5	1.48	47.07	0.01201853	2	93	187	108693	861	ketoprofen	rheumatoid arthritis	2.42	11.2458593148818	0.72	0.000750798	0	0.01	0.8964228	-0.75	0.23	0.0011754	81345468	78	432	393
1319	leflunomide	0.23	0.17	0.3	2.172377e-48	58	33655	65552	8765074	1319	leflunomide	rheumatoid arthritis	1.07	0.75	1.48	0.6669999	38	25611	609	437529	1319	leflunomide	rheumatoid arthritis	34.4	79	1.54	0.82	2.65	0.127988	14	6018	173	114311	1319	leflunomide	rheumatoid arthritis	0	0	4.18	1	0	1125	21	24425	1319	leflunomide	rheumatoid arthritis	1.67	0.91	2.83	0.06250583	15	5344	174	103442	1319	leflunomide	rheumatoid arthritis	0.41	1.50681778511285	0.27	0.1268343	0	0.01	0.8680989	-0.74	0.23	0.001226878	81345468	78	432	393
1328	meloxicam	1.69	1.54	1.85	8.122541e-25	460	36635	65150	8762094	1328	meloxicam	rheumatoid arthritis	0.72	0.31	1.43	0.4468493	8	7925	639	455215	1328	meloxicam	rheumatoid arthritis	34.4	79	0.36	0.01	2.04	0.5331941	1	1764	186	118565	1328	meloxicam	rheumatoid arthritis	0	0	12.98	1	0	374	21	25176	1328	meloxicam	rheumatoid arthritis	0.37	0.01	2.11	0.5297908	1	1528	188	107258	1328	meloxicam	rheumatoid arthritis	-1.1	0.33287108369808	1	0.2745155	0	0.01	0.8805047	-0.75	0.23	0.001187369	81345468	78	432	393
480	meprednisone	2.11	0.77	4.64	0.07013811	6	381	65604	8798348	480	meprednisone	rheumatoid arthritis	0	0	25.42	1	0	106	647	463034	480	meprednisone	rheumatoid arthritis	34.4	79	0	0	378.17	1	0	8	187	120321	480	meprednisone	rheumatoid arthritis	0	0	1876.38	1	0	4	21	25546	480	meprednisone	rheumatoid arthritis	0	0	898.75	1	0	4	189	108782	480	meprednisone	rheumatoid arthritis	-7.89	0.000374469574986078	309.66	0.979673	0	0.01	0.8833281	-0.75	0.23	0.001181744	81345468	78	432	393
2069	methotrexate	0.32	0.29	0.35	3.709765e-210	484	202202	65126	8596527	2069	methotrexate	rheumatoid arthritis	1.45	1.22	1.71	1.62963e-05	213	117195	434	345945	2069	methotrexate	rheumatoid arthritis	34.4	79	1.86	1.35	2.55	0.0001274776	61	24801	126	95528	2069	methotrexate	rheumatoid arthritis	2.31	0.83	6.02	0.06316339	8	5374	13	20176	2069	methotrexate	rheumatoid arthritis	2.12	1.54	2.88	2.816519e-06	66	22003	123	86783	2069	methotrexate	rheumatoid arthritis	0.76	2.13827622049682	0.14	1.49317e-07	0	0.01	0.762364	-0.75	0.23	0.001076088	81345468	78	432	393
