results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
1124	budesonide	0.53	0.44	0.64	2.851233e-14	118	77095	25274	8761852	1124	budesonide	asthma	1.06	0.72	1.54	0.706968	36	18018	160	85204	1124	budesonide	asthma	5.4	72	0.87	0.25	2.38	1	5	3802	20	13175	1124	budesonide	asthma	1.74	0.38	6.52	0.3181065	4	1425	8	4968	1124	budesonide	asthma	0.49	0.05	2.09	0.5532623	2	3231	15	11772	1124	budesonide	asthma	0.01	1.01005016708417	0.46	0.9754445	-0.04	0.01	8.830763e-06	0.24	0.39	0.5406393	8214258	42	634	613
1513	ciclesonide	2.27	1.45	3.38	0.0002996473	24	3682	25368	8835265	1513	ciclesonide	asthma	0.28	0.01	1.58	0.2744385	1	1860	195	101362	1513	ciclesonide	asthma	5.4	72	0	0	3.9	0.6243787	0	667	25	16310	1513	ciclesonide	asthma	0	0	9.93	1	0	225	12	6168	1513	ciclesonide	asthma	1.78	0.04	11.52	0.4436758	1	508	16	14495	1513	ciclesonide	asthma	0.07	1.07250818125422	1.02	0.9481599	-0.04	0.01	8.605719e-06	0.24	0.39	0.5398679	8214258	42	634	613
568	cromolyn sodium	0.19	0	1.08	0.07296798	1	1801	25391	8837146	568	cromolyn sodium	asthma	0	0	4.38	1	0	448	196	102774	568	cromolyn sodium	asthma	5.4	72	0	0	62.15	1	0	45	25	16932	568	cromolyn sodium	asthma	0	0	123.52	1	0	20	12	6373	568	cromolyn sodium	asthma	0	0	115.07	1	0	33	17	14970	568	cromolyn sodium	asthma	-12.11	5.50419516062203e-06	859.94	0.9887678	-0.04	0.01	8.369034e-06	0.24	0.39	0.5380018	8214258	42	634	613
1399	desloratadine	1.44	0.99	2.04	0.04299096	32	7728	25360	8831219	1399	desloratadine	asthma	1.4	0.17	5.15	0.6571809	2	754	194	102468	1399	desloratadine	asthma	5.4	72	0	0	43.83	1	0	63	25	16914	1399	desloratadine	asthma	0	0	117.03	1	0	21	12	6372	1399	desloratadine	asthma	0	0	60.97	1	0	61	17	14942	1399	desloratadine	asthma	-11.82	7.35595771211205e-06	697.4	0.9864785	-0.04	0.01	8.587622e-06	0.24	0.39	0.5436073	8214258	42	634	613
118	dyphylline	0	0	18.57	1	0	71	25392	8838876	118	dyphylline	asthma	0	0	267.78	1	0	9	196	103213	118	dyphylline	asthma	5.4	72	0	0	16384	1	0	1	25	16976	118	dyphylline	asthma	0	0	3046.75	1	0	2	12	6391	118	dyphylline	asthma	0	0	Inf	1	0	0	17	15003	118	dyphylline	asthma	-7.17	0.000769322731227101	623.26	0.9908256	-0.04	0.01	8.548157e-06	0.24	0.39	0.5402712	8214258	42	634	613
751	flunisolide	2.36	1.35	3.85	0.001775912	16	2357	25376	8836590	751	flunisolide	asthma	0	0	9.83	1	0	201	196	103021	751	flunisolide	asthma	5.4	72	0	0	139.32	1	0	21	25	16956	751	flunisolide	asthma	0	0	217.2	1	0	12	12	6381	751	flunisolide	asthma	0	0	381.98	1	0	11	17	14992	751	flunisolide	asthma	-10.4	3.04324830084036e-05	819.85	0.9898802	-0.04	0.01	8.695737e-06	0.24	0.39	0.5392171	8214258	42	634	613
1056	fluticasone propionate	0.71	0.62	0.8	8.608407e-09	253	123905	25139	8715042	1056	fluticasone propionate	asthma	1.21	0.88	1.64	0.2328287	63	29047	133	74175	1056	fluticasone propionate	asthma	5.4	72	0.26	0.03	1.03	0.06206594	2	4312	23	12665	1056	fluticasone propionate	asthma	0	0	1.15	0.08168804	0	1524	12	4869	1056	fluticasone propionate	asthma	0.63	0.12	2.25	0.5856773	3	3822	14	11181	1056	fluticasone propionate	asthma	-1	0.367879441171442	0.61	0.1021884	-0.04	0.01	1.108589e-05	0.23	0.39	0.5601575	8214258	42	634	613
1298	formoterol fumarate	0.17	0.07	0.34	9.582754e-12	8	16190	25384	8822757	1298	formoterol fumarate	asthma	0.23	0.03	0.85	0.01934849	2	4378	194	98844	1298	formoterol fumarate	asthma	5.4	72	0	0	3.58	0.6251108	0	724	25	16253	1298	formoterol fumarate	asthma	0	0	9.37	1	0	238	12	6155	1298	formoterol fumarate	asthma	0	0	5.7	1	0	614	17	14389	1298	formoterol fumarate	asthma	-13.93	8.91821354186416e-07	586.41	0.9810529	-0.04	0.01	8.47502e-06	0.23	0.39	0.5496611	8214258	42	634	613
1567	formoterol fumarate dihydrate	0.46	0.35	0.6	1.904699e-11	59	44312	25333	8794635	1567	formoterol fumarate dihydrate	asthma	0.82	0.48	1.34	0.4925784	18	11317	178	91905	1567	formoterol fumarate dihydrate	asthma	5.4	72	1.18	0.35	3.25	0.7909028	5	2966	20	14011	1567	formoterol fumarate dihydrate	asthma	2.44	0.54	9.13	0.1329262	4	1087	8	5306	1567	formoterol fumarate dihydrate	asthma	0.31	0.01	1.99	0.3373883	1	2522	16	12481	1567	formoterol fumarate dihydrate	asthma	0.21	1.23367805995674	0.5	0.6732091	-0.04	0.01	8.420004e-06	0.24	0.39	0.5397961	8214258	42	634	613
379	isoetharine	0	0	17.55	1	0	75	25392	8838872	379	isoetharine	asthma	0	0	62.88	1	0	33	196	103189	379	isoetharine	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	379	isoetharine	asthma	0	0	Inf	1	0	0	12	6393	379	isoetharine	asthma	0	0	Inf	1	0	0	17	15003	379	isoetharine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1301	levalbuterol	0.78	0.5	1.16	0.2407167	24	10740	25368	8828207	1301	levalbuterol	asthma	1.2	0.43	2.66	0.6463503	6	2649	190	100573	1301	levalbuterol	asthma	5.4	72	0	0	7.27	1	0	365	25	16612	1301	levalbuterol	asthma	0	0	27.52	1	0	84	12	6309	1301	levalbuterol	asthma	0	0	10.56	1	0	338	17	14665	1301	levalbuterol	asthma	-14	8.31528719103568e-07	830.6	0.98655	-0.04	0.01	7.696168e-06	0.23	0.39	0.5562993	8214258	42	634	613
1524	levalbuterol tartrate	0.65	0.08	2.34	0.7759358	2	1077	25390	8837870	1524	levalbuterol tartrate	asthma	0	0	7.55	1	0	261	196	102961	1524	levalbuterol tartrate	asthma	5.4	72	0	0	48.63	1	0	57	25	16920	1524	levalbuterol tartrate	asthma	0	0	182.73	1	0	14	12	6379	1524	levalbuterol tartrate	asthma	0	0	76.33	1	0	49	17	14954	1524	levalbuterol tartrate	asthma	-11.97	6.33133147706026e-06	802.91	0.9881018	-0.04	0.01	8.436015e-06	0.24	0.39	0.5433439	8214258	42	634	613
1590	levocetirizine	0.37	0.15	0.76	0.003613327	7	6593	25385	8832354	1590	levocetirizine	asthma	0.82	0.02	4.64	1	1	642	195	102580	1590	levocetirizine	asthma	5.4	72	4.97	0.12	30.92	0.1892735	1	141	24	16836	1590	levocetirizine	asthma	0	0	68.22	1	0	35	12	6358	1590	levocetirizine	asthma	7.38	0.17	48.2	0.1344846	1	126	16	14877	1590	levocetirizine	asthma	1.42	4.13712044025139	1.02	0.1651392	-0.04	0.01	9.746231e-06	0.25	0.39	0.5260608	8214258	42	634	613
1110	lodoxamide tromethamine	0	0	33.63	1	0	40	25392	8838907	1110	lodoxamide tromethamine	asthma	0	0	267.78	1	0	9	196	103213	1110	lodoxamide tromethamine	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	12	6393	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	17	15003	1110	lodoxamide tromethamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1954	mepolizumab	0	0	2.26	0.4199234	0	570	25392	8838377	1954	mepolizumab	asthma	0	0	5.07	1	0	387	196	102835	1954	mepolizumab	asthma	5.4	72	0	0	12.26	1	0	219	25	16758	1954	mepolizumab	asthma	0	0	30.11	1	0	77	12	6316	1954	mepolizumab	asthma	0	0	22.28	1	0	163	17	14840	1954	mepolizumab	asthma	-12.87	2.57412728433334e-06	678.46	0.9848647	-0.04	0.01	8.767102e-06	0.23	0.39	0.5449605	8214258	42	634	613
470	metaproterenol	4.99	1.61	11.76	0.003810484	5	349	25387	8838598	470	metaproterenol	asthma	0	0	34.27	1	0	59	196	103163	470	metaproterenol	asthma	5.4	72	0	0	3895.63	1	0	2	25	16975	470	metaproterenol	asthma	0	0	15685.34	1	0	1	12	6392	470	metaproterenol	asthma	0	0	4.5036e+15	1	0	1	17	15002	470	metaproterenol	asthma	-7.8	0.000409734978979787	620.95	0.9899779	-0.04	0.01	8.531601e-06	0.24	0.39	0.5405069	8214258	42	634	613
975	mometasone furoate	0.57	0.42	0.75	1.402716e-05	50	30728	25342	8808219	975	mometasone furoate	asthma	0.26	0.05	0.76	0.007762478	3	5880	193	97342	975	mometasone furoate	asthma	5.4	72	0.6	0.01	3.71	1	1	1097	24	15880	975	mometasone furoate	asthma	0	0	5.8	1	0	375	12	6018	975	mometasone furoate	asthma	1	0.02	6.43	1	1	885	16	14118	975	mometasone furoate	asthma	-0.67	0.511708577786542	1.02	0.5130139	-0.04	0.01	7.768178e-06	0.24	0.39	0.5416597	8214258	42	634	613
1297	montelukast sodium	0.84	0.71	0.98	0.02890011	155	64165	25237	8774782	1297	montelukast sodium	asthma	1.58	1.14	2.16	0.005093384	59	22112	137	81110	1297	montelukast sodium	asthma	5.4	72	1.01	0.3	2.78	1	5	3360	20	13617	1297	montelukast sodium	asthma	2.38	0.52	8.9	0.1409285	4	1110	8	5283	1297	montelukast sodium	asthma	1.34	0.32	4.33	0.5418361	4	2806	13	12197	1297	montelukast sodium	asthma	0.39	1.47698079388264	0.42	0.3497623	-0.04	0.01	1.218879e-05	0.24	0.39	0.5328376	8214258	42	634	613
998	nedocromil sodium	1.44	0.04	8.09	0.5019649	1	242	25391	8838705	998	nedocromil sodium	asthma	5.45	0.14	31.46	0.1697225	1	97	195	103125	998	nedocromil sodium	asthma	5.4	72	0	0	1048.58	1	0	4	25	16973	998	nedocromil sodium	asthma	0	0	3046.75	1	0	2	12	6391	998	nedocromil sodium	asthma	0	0	1335.85	1	0	4	17	14999	998	nedocromil sodium	asthma	-9.03	0.000119762493172015	570.09	0.9873684	-0.04	0.01	8.510709e-06	0.24	0.39	0.5399227	8214258	42	634	613
278	norethynodrel	0	0	241.14	1	0	7	25392	8838940	278	norethynodrel	asthma	0	0	2901.29	1	0	2	196	103220	278	norethynodrel	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	278	norethynodrel	asthma	0	0	Inf	1	0	0	12	6393	278	norethynodrel	asthma	0	0	Inf	1	0	0	17	15003	278	norethynodrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1254	olopatadine	0.4	0.15	0.87	0.01367277	6	5250	25386	8833697	1254	olopatadine	asthma	1.15	0.03	6.5	0.58296	1	459	195	102763	1254	olopatadine	asthma	5.4	72	6.89	0.17	43.09	0.1410298	1	102	24	16875	1254	olopatadine	asthma	0	0	89.74	1	0	27	12	6366	1254	olopatadine	asthma	10.84	0.26	71.21	0.09408318	1	86	16	14917	1254	olopatadine	asthma	1.77	5.8708533613826	1.03	0.08552144	-0.04	0.01	9.890408e-06	0.25	0.39	0.5199664	8214258	42	634	613
1892	omalizumab	0.18	0.09	0.3	9.342347e-18	13	25480	25379	8813467	1892	omalizumab	asthma	0.17	0.07	0.35	7.401403e-10	7	18832	189	84390	1892	omalizumab	asthma	5.4	72	0.55	0.14	1.64	0.3610752	4	4357	21	12620	1892	omalizumab	asthma	0.27	0.01	1.89	0.3153281	1	1592	11	4801	1892	omalizumab	asthma	1.16	0.28	3.77	0.7670632	4	3139	13	11864	1892	omalizumab	asthma	-0.36	0.697676326071031	0.49	0.4656868	-0.04	0.01	8.422998e-06	0.23	0.39	0.5485167	8214258	42	634	613
196	oxtriphylline	0	0	53.09	1	0	26	25392	8838921	196	oxtriphylline	asthma	0	0	148.4	1	0	15	196	103207	196	oxtriphylline	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	196	oxtriphylline	asthma	0	0	Inf	1	0	0	12	6393	196	oxtriphylline	asthma	0	0	Inf	1	0	0	17	15003	196	oxtriphylline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1372	pemirolast potassium	8.7	0.22	51.42	0.1109606	1	40	25391	8838907	1372	pemirolast potassium	asthma	0	0	366.56	1	0	7	196	103215	1372	pemirolast potassium	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	1372	pemirolast potassium	asthma	0	0	Inf	1	0	0	12	6393	1372	pemirolast potassium	asthma	0	0	Inf	1	0	0	17	15003	1372	pemirolast potassium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
435	phenylephrine bitartrate	0	0	241.14	1	0	7	25392	8838940	435	phenylephrine bitartrate	asthma	0	0	2901.29	1	0	2	196	103220	435	phenylephrine bitartrate	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	435	phenylephrine bitartrate	asthma	0	0	Inf	1	0	0	12	6393	435	phenylephrine bitartrate	asthma	0	0	Inf	1	0	0	17	15003	435	phenylephrine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
903	pirbuterol acetate	2.27	1.03	4.32	0.02072888	9	1382	25383	8837565	903	pirbuterol acetate	asthma	0	0	3.7	0.6308315	0	529	196	102693	903	pirbuterol acetate	asthma	5.4	72	0	0	175.15	1	0	17	25	16960	903	pirbuterol acetate	asthma	0	0	635.45	1	0	5	12	6388	903	pirbuterol acetate	asthma	0	0	250.39	1	0	16	17	14987	903	pirbuterol acetate	asthma	-10.55	2.6193480867753e-05	853.25	0.9901379	-0.04	0.01	8.60722e-06	0.24	0.39	0.5403797	8214258	42	634	613
1639	purified water	0	0	176.29	1	0	9	25392	8838938	1639	purified water	asthma	0	0	2901.29	1	0	2	196	103220	1639	purified water	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	1639	purified water	asthma	0	0	Inf	1	0	0	12	6393	1639	purified water	asthma	0	0	Inf	1	0	0	17	15003	1639	purified water	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
2195	reslizumab	0	0	79.05	1	0	18	25392	8838929	2195	reslizumab	asthma	0	0	211	1	0	11	196	103211	2195	reslizumab	asthma	5.4	72	0	0	1729.04	1	0	3	25	16974	2195	reslizumab	asthma	0	0	15685.34	1	0	1	12	6392	2195	reslizumab	asthma	0	0	5254.46	1	0	2	17	15001	2195	reslizumab	asthma	-8.55	0.000193545099558094	838.47	0.991867	-0.04	0.01	8.538778e-06	0.24	0.39	0.5405529	8214258	42	634	613
1126	salmeterol xinafoate	0.69	0.59	0.81	1.986871e-06	153	76637	25239	8762310	1126	salmeterol xinafoate	asthma	1.13	0.8	1.57	0.4920909	48	23054	148	80168	1126	salmeterol xinafoate	asthma	5.4	72	0.36	0.04	1.44	0.205746	2	3330	23	13647	1126	salmeterol xinafoate	asthma	0	0	1.59	0.1399288	0	1180	12	5213	1126	salmeterol xinafoate	asthma	0.89	0.16	3.19	1	3	2912	14	12091	1126	salmeterol xinafoate	asthma	-0.54	0.58274825237399	0.61	0.3781424	-0.04	0.01	1.326753e-05	0.23	0.39	0.5493696	8214258	42	634	613
617	terbutaline	0.63	0.29	1.19	0.1847601	9	4998	25383	8833949	617	terbutaline	asthma	0.49	0.01	2.77	0.7277236	1	1067	195	102155	617	terbutaline	asthma	5.4	72	0	0	13.52	1	0	199	25	16778	617	terbutaline	asthma	0	0	30.91	1	0	75	12	6318	617	terbutaline	asthma	0	0	22.15	1	0	164	17	14839	617	terbutaline	asthma	-12.97	2.32916668565209e-06	670.67	0.9845653	-0.04	0.01	8.349362e-06	0.24	0.39	0.5391665	8214258	42	634	613
171	theophylline	0.83	0.55	1.19	0.3512962	29	12218	25363	8826729	171	theophylline	asthma	0.49	0.1	1.46	0.2962331	3	3166	193	100056	171	theophylline	asthma	5.4	72	2.18	0.05	13.48	0.3774034	1	318	24	16659	171	theophylline	asthma	0	0	17.83	1	0	128	12	6265	171	theophylline	asthma	2.89	0.07	18.68	0.305899	1	318	16	14685	171	theophylline	asthma	0.7	2.01375270747048	1.02	0.4901334	-0.04	0.01	7.836596e-06	0.24	0.39	0.5347474	8214258	42	634	613
75	theophylline sodium glycinate	0	0	379.29	1	0	5	25392	8838942	75	theophylline sodium glycinate	asthma	0	0	791.89	1	0	4	196	103218	75	theophylline sodium glycinate	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	12	6393	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	17	15003	75	theophylline sodium glycinate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
314	triamcinolone acetonide	0.97	0.71	1.29	0.8867966	48	17246	25344	8821701	314	triamcinolone acetonide	asthma	0	0	1.51	0.1849447	0	1285	196	101937	314	triamcinolone acetonide	asthma	5.4	72	0	0	19.5	1	0	139	25	16838	314	triamcinolone acetonide	asthma	0	0	47.05	1	0	50	12	6343	314	triamcinolone acetonide	asthma	0	0	32.67	1	0	112	17	14891	314	triamcinolone acetonide	asthma	-12.86	2.5999976936368e-06	818.43	0.9874589	-0.04	0.01	8.631889e-06	0.24	0.39	0.5409324	8214258	42	634	613
1726	troleandomycin	0	0	79.05	1	0	18	25392	8838929	1726	troleandomycin	asthma	0	0	791.89	1	0	4	196	103218	1726	troleandomycin	asthma	5.4	72	0	0	Inf	1	0	0	25	16977	1726	troleandomycin	asthma	0	0	Inf	1	0	0	12	6393	1726	troleandomycin	asthma	0	0	Inf	1	0	0	17	15003	1726	troleandomycin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1832	viomycin	0	0	1893.85	1	0	2	25392	8838945	1832	viomycin	asthma	0	0	15549.21	1	0	1	196	103221	1832	viomycin	asthma	5.4	72	0	0	16384	1	0	1	25	16976	1832	viomycin	asthma	0	0	15685.34	1	0	1	12	6392	1832	viomycin	asthma	0	0	Inf	1	0	0	17	15003	1832	viomycin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	634	613
1203	zafirlukast	0.46	0.09	1.35	0.233846	3	2268	25389	8836679	1203	zafirlukast	asthma	0	0	2.53	0.4112195	0	771	196	102451	1203	zafirlukast	asthma	5.4	72	0	0	30.4	1	0	90	25	16887	1203	zafirlukast	asthma	0	0	147.7	1	0	17	12	6376	1203	zafirlukast	asthma	0	0	42.31	1	0	87	17	14916	1203	zafirlukast	asthma	-11.48	1.03347350639195e-05	632.11	0.9855147	-0.04	0.01	8.931185e-06	0.23	0.39	0.5441917	8214258	42	634	613
1182	zileuton	1.27	0.15	4.6	0.6741609	2	549	25390	8838398	1182	zileuton	asthma	0	0	6.83	1	0	288	196	102934	1182	zileuton	asthma	5.4	72	0	0	72.06	1	0	39	25	16938	1182	zileuton	asthma	0	0	635.45	1	0	5	12	6388	1182	zileuton	asthma	0	0	108.75	1	0	35	17	14968	1182	zileuton	asthma	-10.8	2.03995034111719e-05	616.75	0.9860341	-0.04	0.01	8.537562e-06	0.24	0.39	0.543841	8214258	42	634	613
941	alfentanil	0	0	2	0.2733823	0	645	25392	8838302	941	alfentanil	anaesthesia	0	0	10.28	1	0	130	20	6514	941	alfentanil	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	941	alfentanil	anaesthesia	0	0	Inf	1	0	0	1	387	941	alfentanil	anaesthesia	0	0	Inf	1	0	3	0	492	941	alfentanil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
874	atracurium besylate	0	0	1.28	0.1277609	0	1004	25392	8837943	874	atracurium besylate	anaesthesia	0	0	5.3	1	0	246	20	6398	874	atracurium besylate	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	874	atracurium besylate	anaesthesia	0	0	3537.13	1	0	4	1	383	874	atracurium besylate	anaesthesia	0	0	Inf	1	0	5	0	490	874	atracurium besylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
209	chloroprocaine	0	0	27.23	1	0	49	25392	8838898	209	chloroprocaine	anaesthesia	0	0	142.37	1	0	11	20	6633	209	chloroprocaine	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	209	chloroprocaine	anaesthesia	0	0	12213.02	1	0	1	1	386	209	chloroprocaine	anaesthesia	0	0	Inf	1	0	2	0	493	209	chloroprocaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
1204	cisatracurium besylate	0.36	0.01	2.02	0.536547	1	962	25391	8837985	1204	cisatracurium besylate	anaesthesia	0	0	8.19	1	0	162	20	6482	1204	cisatracurium besylate	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	1204	cisatracurium besylate	anaesthesia	0	0	2854.22	1	0	5	1	382	1204	cisatracurium besylate	anaesthesia	0	0	Inf	1	0	3	0	492	1204	cisatracurium besylate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
1090	desflurane	1.16	0.32	2.98	0.5937405	4	1201	25388	8837746	1090	desflurane	anaesthesia	4.25	0.79	14.81	0.0441998	3	265	17	6379	1090	desflurane	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	1090	desflurane	anaesthesia	0	0	894.1	1	0	16	1	371	1090	desflurane	anaesthesia	0	0	Inf	1	0	26	0	469	1090	desflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
915	dezocine	0	0	70.5	1	0	20	25392	8838927	915	dezocine	anaesthesia	0	0	207.72	1	0	8	20	6636	915	dezocine	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	915	dezocine	anaesthesia	0	0	12213.02	1	0	1	1	386	915	dezocine	anaesthesia	0	0	Inf	1	0	0	0	495	915	dezocine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
478	droperidol	1.63	0.53	3.81	0.2434197	5	1069	25387	8837878	478	droperidol	anaesthesia	3.63	0.09	23.3	0.2522063	1	95	19	6549	478	droperidol	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	478	droperidol	anaesthesia	0	0	12213.02	1	0	1	1	386	478	droperidol	anaesthesia	0	0	Inf	1	0	13	0	482	478	droperidol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
127	edrophonium chloride	0	0	53.09	1	0	26	25392	8838921	127	edrophonium chloride	anaesthesia	0	0	382.02	1	0	5	20	6639	127	edrophonium chloride	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	127	edrophonium chloride	anaesthesia	0	0	Inf	1	0	0	1	387	127	edrophonium chloride	anaesthesia	0	0	Inf	1	0	0	0	495	127	edrophonium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
581	enflurane	0	0	19.12	1	0	69	25392	8838878	581	enflurane	anaesthesia	0	0	69.08	1	0	21	20	6623	581	enflurane	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	581	enflurane	anaesthesia	0	0	12213.02	1	0	1	1	386	581	enflurane	anaesthesia	0	0	Inf	1	0	0	0	495	581	enflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
2165	ephedrine	1.82	0.83	3.46	0.1067593	9	1722	25383	8837225	2165	ephedrine	anaesthesia	0	0	7.43	1	0	178	20	6466	2165	ephedrine	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	2165	ephedrine	anaesthesia	0	0	791.76	1	0	18	1	369	2165	ephedrine	anaesthesia	0	0	Inf	1	0	10	0	485	2165	ephedrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
763	etomidate	0.27	0.01	1.5	0.2856579	1	1292	25391	8837655	763	etomidate	anaesthesia	0	0	7.06	1	0	187	20	6457	763	etomidate	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	763	etomidate	anaesthesia	0	0	2854.22	1	0	5	1	382	763	etomidate	anaesthesia	0	0	Inf	1	0	6	0	489	763	etomidate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
300	halothane	0	0	9.72	1	0	134	25392	8838813	300	halothane	anaesthesia	0	0	37.81	1	0	37	20	6607	300	halothane	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	300	halothane	anaesthesia	0	0	12213.02	1	0	1	1	386	300	halothane	anaesthesia	0	0	Inf	1	0	3	0	492	300	halothane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
656	isoflurane	0.18	0	1.03	0.05105883	1	1882	25391	8837065	656	isoflurane	anaesthesia	0.61	0.01	3.83	1	1	531	19	6113	656	isoflurane	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	656	isoflurane	anaesthesia	0	0	612.99	1	0	23	1	364	656	isoflurane	anaesthesia	0	0	Inf	1	0	17	0	478	656	isoflurane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
1344	levobupivacaine	1.09	0.03	6.12	0.6006734	1	319	25391	8838628	1344	levobupivacaine	anaesthesia	0	0	27.05	1	0	51	20	6593	1344	levobupivacaine	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	1344	levobupivacaine	anaesthesia	0	0	6735.01	1	0	2	1	385	1344	levobupivacaine	anaesthesia	0	0	Inf	1	0	7	0	488	1344	levobupivacaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
2088	medical air	0	0	520.37	1	0	4	25392	8838943	2088	medical air	anaesthesia	0	0	10774.78	1	0	1	20	6643	2088	medical air	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	2088	medical air	anaesthesia	0	0	Inf	1	0	0	1	387	2088	medical air	anaesthesia	0	0	Inf	1	0	0	0	495	2088	medical air	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
834	midazolam	1.41	1.09	1.8	0.008983395	64	15796	25328	8823151	834	midazolam	anaesthesia	5.48	2.06	15.01	0.0002492366	11	1211	9	5433	834	midazolam	anaesthesia	21	21	0	0	Inf	1	0	0	0	0	834	midazolam	anaesthesia	0	0	149.8	1	0	80	1	307	834	midazolam	anaesthesia	0	0	Inf	1	0	93	0	402	834	midazolam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	663	648
