results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg	count	count_change	count_label
1691	neomycin	1.82	1.55	2.13	6.538698e-12	162	3812	201763	8658602	1691	neomycin	pain	3.69	2.31	5.66	2.32264e-07	24	201	6159	190569	1691	neomycin	pain	35	83	3.79	1.32	8.96	0.007660094	6	43	1293	35103	1691	neomycin	pain	0	0	5.2	1	0	19	622	15040	1691	neomycin	pain	6.92	2.34	17.11	0.0004864834	6	28	823	26590	1691	neomycin	pain	1.34	3.81904350536634	0.44	0.002139799	0.02	0	2.355747e-19	0.27	0.05	8.682773e-07	8431288	88	354	310
38	nitrofurazone	0	0	12.93	1	0	14	201925	8662400	38	nitrofurazone	pain	0	0	46.75	1	0	4	6183	190766	38	nitrofurazone	pain	35	83	0	0	Inf	1	0	0	1299	35146	38	nitrofurazone	pain	0	0	Inf	1	0	0	622	15059	38	nitrofurazone	pain	0	0	Inf	1	0	0	829	26618	38	nitrofurazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	354	310
1715	nystatin	4.83	4.58	5.09	0	1547	13822	200378	8648592	1715	nystatin	pain	4.06	3.43	4.78	2.809439e-46	168	1303	6015	189467	1715	nystatin	pain	35	83	2.93	2.06	4.07	1.256905e-08	41	387	1258	34759	1715	nystatin	pain	3.38	1.96	5.53	1.632653e-05	19	139	603	14920	1715	nystatin	pain	3.15	2.06	4.65	3.717157e-07	29	303	800	26315	1715	nystatin	pain	1.17	3.2219926385285	0.15	4.447137e-14	0.02	0	3.33262e-19	0.27	0.05	6.677293e-07	8431288	88	354	310
257	orphenadrine	1.34	0.94	1.85	0.08713609	38	1216	201887	8661198	257	orphenadrine	pain	0.67	0.14	2	0.8060385	3	138	6180	190632	257	orphenadrine	pain	35	83	0	0	2.92	0.6396231	0	36	1299	35110	257	orphenadrine	pain	0	0	12.29	1	0	9	622	15050	257	orphenadrine	pain	0	0	4.06	1	0	31	829	26587	257	orphenadrine	pain	-11.06	1.57290694547894e-05	138.94	0.9365689	0.02	0	2.996e-19	0.27	0.05	9.197257e-07	8431288	88	354	310
364	orphenadrine citrate	2.81	2.25	3.48	1.282865e-16	90	1373	201835	8661041	364	orphenadrine citrate	pain	1.25	0.59	2.34	0.4704412	10	247	6173	190523	364	orphenadrine citrate	pain	35	83	1.32	0.15	5.09	0.6661473	2	41	1297	35105	364	orphenadrine citrate	pain	2.42	0.06	17.08	0.3594055	1	10	621	15049	364	orphenadrine citrate	pain	0.97	0.02	5.83	1	1	33	828	26585	364	orphenadrine citrate	pain	0.38	1.46228458943422	0.72	0.5989574	0.02	0	2.575548e-19	0.27	0.05	8.656547e-07	8431288	88	354	310
107	oxycodone	2.27	2.21	2.32	0	7771	150262	194154	8512152	107	oxycodone	pain	1.59	1.5	1.69	1.768977e-49	1523	32554	4660	158216	107	oxycodone	pain	35	83	1.39	1.21	1.59	2.060065e-06	296	6153	1003	28993	107	oxycodone	pain	1.26	1.03	1.52	0.02048936	145	2936	477	12123	107	oxycodone	pain	1.47	1.23	1.74	2.13215e-05	174	4083	655	22535	107	oxycodone	pain	0.35	1.41906754859326	0.07	9.139637e-08	0.02	0	2.681634e-20	0.25	0.05	4.043874e-06	8431288	88	354	310
108	oxycodone terephthalate	3.22	2.66	3.86	2.640474e-27	126	1680	201799	8660734	108	oxycodone terephthalate	pain	1.54	0.93	2.41	0.06763678	20	402	6163	190368	108	oxycodone terephthalate	pain	35	83	0	0	3.42	0.6279191	0	31	1299	35115	108	oxycodone terephthalate	pain	0	0	7.96	1	0	13	622	15046	108	oxycodone terephthalate	pain	0	0	4.53	1	0	28	829	26590	108	oxycodone terephthalate	pain	-11.04	1.60468177351501e-05	137.11	0.9358031	0.02	0	3.153154e-19	0.27	0.05	8.893692e-07	8431288	88	354	310
326	oxymorphone	0.87	0.72	1.04	0.1420939	120	5917	201805	8656497	326	oxymorphone	pain	0.48	0.31	0.71	5.65835e-05	26	1656	6157	189114	326	oxymorphone	pain	35	83	1.15	0.54	2.16	0.6030129	10	235	1289	34911	326	oxymorphone	pain	0.65	0.13	1.97	0.6313165	3	111	619	14948	326	oxymorphone	pain	1.52	0.6	3.23	0.2393928	7	148	822	26470	326	oxymorphone	pain	0.18	1.19721736312181	0.32	0.5740955	0.02	0	2.409796e-19	0.27	0.05	9.145702e-07	8431288	88	354	310
148	oxyphenonium bromide	42.91	0.55	3260.01	0.04504005	1	1	201924	8662413	148	oxyphenonium bromide	pain	Inf	0.79	Inf	0.03139328	1	0	6182	190770	148	oxyphenonium bromide	pain	35	83	0	0	Inf	1	0	0	1299	35146	148	oxyphenonium bromide	pain	0	0	Inf	1	0	0	622	15059	148	oxyphenonium bromide	pain	0	0	Inf	1	0	0	829	26618	148	oxyphenonium bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	354	310
1791	penicillin g potassium	2.93	2.69	3.18	6.009296e-106	596	8758	201329	8653656	1791	penicillin g potassium	pain	2	1.35	2.87	0.0005894525	32	494	6151	190276	1791	penicillin g potassium	pain	35	83	1.35	0.27	4.16	0.4921021	3	60	1296	35086	1791	penicillin g potassium	pain	0.78	0.02	4.7	1	1	31	621	15028	1791	penicillin g potassium	pain	1.13	0.13	4.28	0.6990559	2	57	827	26561	1791	penicillin g potassium	pain	0.08	1.08328706767496	0.59	0.8861297	0.02	0	2.619629e-19	0.27	0.05	8.840314e-07	8431288	88	354	310
1821	penicillin v	2.67	2.12	3.33	2.318463e-14	84	1350	201841	8661064	1821	penicillin v	pain	1.4	0.37	3.72	0.5388981	4	88	6179	190682	1821	penicillin v	pain	35	83	2.26	0.05	15.26	0.3761804	1	12	1298	35134	1821	penicillin v	pain	2.42	0.06	17.08	0.3594055	1	10	621	15049	1821	penicillin v	pain	0	0	12.81	1	0	11	829	26607	1821	penicillin v	pain	0.41	1.50681778511285	1.03	0.6926589	0.02	0	2.556806e-19	0.27	0.05	8.972057e-07	8431288	88	354	310
1822	penicillin v potassium	6.87	5.82	8.07	4.535154e-79	174	1087	201751	8661327	1822	penicillin v potassium	pain	3.2	1.6	5.8	0.0007438171	12	116	6171	190654	1822	penicillin v potassium	pain	35	83	2.71	0.06	19.05	0.3291997	1	10	1298	35136	1822	penicillin v potassium	pain	3.03	0.07	22.65	0.3053593	1	8	621	15051	1822	penicillin v potassium	pain	0	0	11.57	1	0	12	829	26606	1822	penicillin v potassium	pain	0.49	1.63231621995538	1.03	0.6367682	0.02	0	2.531988e-19	0.27	0.05	8.950352e-07	8431288	88	354	310
526	pentazocine	3.99	3.31	4.78	2.017054e-36	130	1399	201795	8661015	526	pentazocine	pain	1.53	0.72	2.87	0.169027	10	202	6173	190568	526	pentazocine	pain	35	83	0	0	5.8	1	0	19	1299	35127	526	pentazocine	pain	0	0	26.46	1	0	5	622	15054	526	pentazocine	pain	0	0	8.34	1	0	16	829	26602	526	pentazocine	pain	-10.02	4.45009509214075e-05	116.12	0.9312122	0.02	0	2.884207e-19	0.27	0.05	8.975139e-07	8431288	88	354	310
496	pentazocine lactate	3.38	2.73	4.13	7.29303e-24	102	1296	201823	8661118	496	pentazocine lactate	pain	1.65	0.81	3.01	0.1144452	11	206	6172	190564	496	pentazocine lactate	pain	35	83	0	0	5.48	1	0	20	1299	35126	496	pentazocine lactate	pain	0	0	16.82	1	0	7	622	15052	496	pentazocine lactate	pain	0	0	8.96	1	0	15	829	26603	496	pentazocine lactate	pain	-10.15	3.90760816757081e-05	113.65	0.9288503	0.02	0	2.73205e-19	0.27	0.05	8.909325e-07	8431288	88	354	310
433	phenazopyridine	2.58	2.11	3.13	1.059136e-17	112	1861	201813	8660553	433	phenazopyridine	pain	3.59	2.22	5.55	6.334459e-07	23	198	6160	190572	433	phenazopyridine	pain	35	83	5.71	1.41	17.21	0.008276463	4	19	1295	35127	433	phenazopyridine	pain	6.06	0.12	61.38	0.1832287	1	4	621	15055	433	phenazopyridine	pain	5.08	0.96	17.32	0.02757037	3	19	826	26599	433	phenazopyridine	pain	1.72	5.58452846427605	0.55	0.001575949	0.02	0	2.264972e-19	0.27	0.05	7.592796e-07	8431288	88	354	310
1843	pramoxine	1.9	1.09	3.08	0.01694937	17	384	201908	8662030	1843	pramoxine	pain	0	0	2.64	0.4052344	0	45	6183	190725	1843	pramoxine	pain	35	83	0	0	8.16	1	0	14	1299	35132	1843	pramoxine	pain	0	0	16.82	1	0	7	622	15052	1843	pramoxine	pain	0	0	14.34	1	0	10	829	26608	1843	pramoxine	pain	-10.23	3.60717697475854e-05	129.27	0.9368977	0.02	0	2.627461e-19	0.27	0.05	8.744636e-07	8431288	88	354	310
1476	pregabalin	1.13	1.09	1.17	9.949734e-13	3717	141482	198208	8520932	1476	pregabalin	pain	0.99	0.9	1.08	0.7913387	580	18108	5603	172662	1476	pregabalin	pain	35	83	1.07	0.92	1.25	0.3628582	206	5256	1093	29890	1476	pregabalin	pain	1.05	0.82	1.35	0.6575753	77	1779	545	13280	1476	pregabalin	pain	1.16	0.96	1.4	0.116748	143	4054	686	22564	1476	pregabalin	pain	0.11	1.11627807045887	0.07	0.1422787	0.02	0	2.832199e-19	0.27	0.05	6.183096e-07	8431288	88	354	310
123	promethazine	2.83	2.71	2.95	0	2274	34759	199651	8627655	123	promethazine	pain	2.32	2.07	2.59	6.444176e-41	357	4916	5826	185854	123	promethazine	pain	35	83	1.82	1.35	2.42	8.884073e-05	54	816	1245	34330	123	promethazine	pain	2.18	1.32	3.45	0.001815896	21	237	601	14822	123	promethazine	pain	1.73	1.22	2.4	0.002108745	40	757	789	25861	123	promethazine	pain	0.72	2.05443321064389	0.14	1.091432e-07	0.02	0	2.211906e-20	0.28	0.05	3.488169e-07	8431288	88	354	310
279	propoxyphene	2.44	2.31	2.58	5.807617e-180	1403	24752	200522	8637662	279	propoxyphene	pain	0.91	0.78	1.06	0.2539442	181	6089	6002	184681	279	propoxyphene	pain	35	83	0.9	0.11	3.41	1	2	60	1297	35086	279	propoxyphene	pain	0	0	9.66	1	0	11	622	15048	279	propoxyphene	pain	1.72	0.45	4.6	0.3045411	4	75	825	26543	279	propoxyphene	pain	0.45	1.56831218549017	0.51	0.3820427	0.02	0	2.385402e-19	0.27	0.05	8.055727e-07	8431288	88	354	310
550	propoxyphene napsylate	2.93	2.71	3.16	1.307913e-124	703	10331	201222	8652083	550	propoxyphene napsylate	pain	0.57	0.45	0.71	9.498915e-08	78	4204	6105	186566	550	propoxyphene napsylate	pain	35	83	0	0	7.02	1	0	16	1299	35130	550	propoxyphene napsylate	pain	0	0	930.5	1	0	1	622	15058	550	propoxyphene napsylate	pain	0	0	6.89	1	0	19	829	26599	550	propoxyphene napsylate	pain	-10.02	4.45009509214075e-05	119.1	0.9329683	0.02	0	2.785307e-19	0.27	0.05	9.342179e-07	8431288	88	354	310
432	quinethazone	0	0	228.58	1	0	2	201925	8662412	432	quinethazone	pain	0	0	1181.12	1	0	1	6183	190769	432	quinethazone	pain	35	83	0	0	Inf	1	0	0	1299	35146	432	quinethazone	pain	0	0	Inf	1	0	0	622	15059	432	quinethazone	pain	0	0	Inf	1	0	0	829	26618	432	quinethazone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	354	310
597	silver sulfadiazine	3.27	2.54	4.15	7.438623e-17	73	959	201852	8661455	597	silver sulfadiazine	pain	2.98	1.54	5.27	0.0008451048	13	135	6170	190635	597	silver sulfadiazine	pain	35	83	5.44	2.19	11.81	0.0002704441	8	40	1291	35106	597	silver sulfadiazine	pain	6.1	2.03	15.39	0.000999647	6	24	616	15035	597	silver sulfadiazine	pain	3.58	0.69	11.66	0.06095442	3	27	826	26591	597	silver sulfadiazine	pain	1.62	5.05309031656387	0.36	9.220447e-06	0.02	0	2.312422e-19	0.26	0.05	1.131912e-06	8431288	88	354	310
1122	sodium fluoride	1.19	0.81	1.69	0.3281149	32	1150	201893	8661264	1122	sodium fluoride	pain	12.87	5.49	27.93	6.061127e-08	10	24	6173	190746	1122	sodium fluoride	pain	35	83	0	0	9.74	1	0	12	1299	35134	1122	sodium fluoride	pain	0	0	36.73	1	0	4	622	15055	1122	sodium fluoride	pain	3.57	0.08	25.8	0.2641603	1	9	828	26609	1122	sodium fluoride	pain	0.83	2.29331874026418	1.04	0.4278215	0.02	0	2.643792e-19	0.27	0.05	8.757318e-07	8431288	88	354	310
1638	tapentadol	0.65	0.51	0.82	9.328972e-05	74	4898	201851	8657516	1638	tapentadol	pain	0.32	0.18	0.53	1.547905e-07	15	1450	6168	189320	1638	tapentadol	pain	35	83	0.08	0	0.42	7.002381e-05	1	356	1298	34790	1638	tapentadol	pain	0.2	0	1.12	0.09726562	1	122	621	14937	1638	tapentadol	pain	0	0	0.43	0.0004844715	0	273	829	26345	1638	tapentadol	pain	-2.54	0.0788663997906749	1	0.01105793	0.02	0	5.879912e-19	0.26	0.05	1.029028e-06	8431288	88	354	310
753	temazepam	2.72	2.58	2.86	3.52184e-249	1602	25387	200323	8637027	753	temazepam	pain	2.39	2.06	2.77	2.414009e-25	197	2587	5986	188183	753	temazepam	pain	35	83	2.23	1.56	3.11	2.057719e-05	39	481	1260	34665	753	temazepam	pain	2.93	1.78	4.61	2.798846e-05	22	186	600	14873	753	temazepam	pain	1.6	0.93	2.58	0.06791085	18	364	811	26254	753	temazepam	pain	0.73	2.07508060767412	0.17	1.240788e-05	0.02	0	4.561479e-19	0.27	0.05	8.366476e-07	8431288	88	354	310
768	tocainide	0	0	14.07	1	0	13	201925	8662401	768	tocainide	pain	0	0	164.37	1	0	2	6183	190768	768	tocainide	pain	35	83	0	0	Inf	1	0	0	1299	35146	768	tocainide	pain	0	0	Inf	1	0	0	622	15059	768	tocainide	pain	0	0	Inf	1	0	0	829	26618	768	tocainide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	354	310
1138	tramadol	1.61	1.56	1.67	6.338648e-147	3533	94575	198392	8567839	1138	tramadol	pain	1.2	1.1	1.3	3.071497e-05	654	17171	5529	173599	1138	tramadol	pain	35	83	1.13	0.95	1.33	0.1583147	167	4068	1132	31078	1138	tramadol	pain	1.28	0.99	1.63	0.05235967	80	1562	542	13497	1138	tramadol	pain	1.13	0.92	1.39	0.23104	110	3163	719	23455	1138	tramadol	pain	0.16	1.17351087099181	0.08	0.03981462	0.02	0	3.406915e-19	0.27	0.05	6.918444e-07	8431288	88	354	310
284	triprolidine	1.43	0.82	2.31	0.1436776	17	511	201908	8661903	284	triprolidine	pain	3.86	1.35	9.04	0.006797743	6	48	6177	190722	284	triprolidine	pain	35	83	9.03	0.89	50.62	0.0308097	2	6	1297	35140	284	triprolidine	pain	0	0	129.02	1	0	2	622	15057	284	triprolidine	pain	12.87	1.22	78.7	0.0172978	2	5	827	26613	284	triprolidine	pain	2.26	9.58308916676438	0.8	0.004938563	0.02	0	2.226616e-19	0.27	0.05	8.102027e-07	8431288	88	354	310
301	trolamine polypeptide oleate condensate	14.29	4.07	41.41	7.141494e-05	5	15	201920	8662399	301	trolamine polypeptide oleate condensate	pain	24.7	4.9	114.97	0.000107704	4	5	6179	190765	301	trolamine polypeptide oleate condensate	pain	35	83	0	0	1038.09	1	0	1	1299	35145	301	trolamine polypeptide oleate condensate	pain	0	0	930.5	1	0	1	622	15058	301	trolamine polypeptide oleate condensate	pain	0	0	Inf	1	0	0	829	26618	301	trolamine polypeptide oleate condensate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	354	310
423	tromethamine	2.13	1.73	2.59	1.084026e-11	105	2117	201820	8660297	423	tromethamine	pain	2.82	1.89	4.09	1.08181e-06	31	340	6152	190430	423	tromethamine	pain	35	83	3.1	0.8	8.68	0.04924834	4	35	1295	35111	423	tromethamine	pain	0.86	0.02	5.25	1	1	28	621	15031	423	tromethamine	pain	5.68	1.06	19.7	0.0213356	3	17	826	26601	423	tromethamine	pain	0.94	2.55998141832927	0.52	0.07183169	0.02	0	2.297409e-19	0.26	0.05	1.045773e-06	8431288	88	354	310
1366	ziconotide acetate	1.61	1.2	2.1	0.001065377	55	1470	201870	8660944	1366	ziconotide acetate	pain	1.2	0.79	1.77	0.3337976	27	692	6156	190078	1366	ziconotide acetate	pain	35	83	0.81	0.29	1.79	0.8495565	6	201	1293	34945	1366	ziconotide acetate	pain	0.72	0.15	2.17	0.800528	3	101	619	14958	1366	ziconotide acetate	pain	0.85	0.17	2.56	1	3	113	826	26505	1366	ziconotide acetate	pain	-0.23	0.794533602503334	0.42	0.582396	0.02	0	2.741265e-19	0.27	0.05	8.426057e-07	8431288	88	354	310
1903	abatacept	1.73	1.63	1.84	4.857657e-60	1092	27148	200833	8635266	1903	abatacept	rheumatoid arthritis	1.23	1.14	1.31	1.937414e-08	890	17368	17883	427646	1903	abatacept	rheumatoid arthritis	39.4	81	1.75	1.54	1.98	9.310939e-17	288	4861	3689	109196	1903	abatacept	rheumatoid arthritis	1.76	1.35	2.26	3.687233e-05	70	972	965	23564	1903	abatacept	rheumatoid arthritis	1.85	1.62	2.1	1.226917e-17	259	4520	3135	101061	1903	abatacept	rheumatoid arthritis	0.52	1.68202764969889	0.06	1.294099e-18	0.03	0	5.678588e-108	0.23	0.04	2.725068e-10	81345468	78	432	393
1896	adalimumab	0.97	0.95	1	0.02195445	8307	365329	193618	8297085	1896	adalimumab	rheumatoid arthritis	0.87	0.84	0.9	3.697284e-17	4758	125225	14015	319789	1896	adalimumab	rheumatoid arthritis	39.4	81	0.79	0.73	0.86	6.298736e-09	767	26417	3210	87640	1896	adalimumab	rheumatoid arthritis	0.76	0.65	0.9	0.001066676	183	5379	852	19157	1896	adalimumab	rheumatoid arthritis	0.81	0.74	0.88	1.209461e-06	673	24659	2721	80922	1896	adalimumab	rheumatoid arthritis	-0.19	0.826959133943362	0.04	1.641388e-06	0.03	0	3.081294e-110	0.22	0.04	6.459906e-10	81345468	78	432	393
1889	anakinra	2.09	1.74	2.5	3.034921e-13	127	2605	201798	8659809	1889	anakinra	rheumatoid arthritis	2.08	1.65	2.59	2.070178e-09	88	1006	18685	444008	1889	anakinra	rheumatoid arthritis	39.4	81	3.85	2.25	6.25	2.429574e-06	19	142	3958	113915	1889	anakinra	rheumatoid arthritis	0	0	3.77	0.6244327	0	25	1035	24511	1889	anakinra	rheumatoid arthritis	5.55	3.47	8.55	8.707803e-11	25	141	3369	105440	1889	anakinra	rheumatoid arthritis	1.54	4.66459027098813	0.22	1.271876e-12	0.03	0	1.462795e-112	0.23	0.04	2.907367e-10	81345468	78	432	393
844	auranofin	7.58	5.3	10.6	2.398173e-21	41	232	201884	8662182	844	auranofin	rheumatoid arthritis	4.86	3.26	7.07	1.686409e-12	34	166	18739	444848	844	auranofin	rheumatoid arthritis	39.4	81	4.78	0.1	39.42	0.2133147	1	6	3976	114051	844	auranofin	rheumatoid arthritis	0	0	Inf	1	0	0	1035	24536	844	auranofin	rheumatoid arthritis	4.44	0.1	34.62	0.2236321	1	7	3393	105574	844	auranofin	rheumatoid arthritis	1.33	3.78104338756878	1.07	0.2167694	0.03	0	2.259015e-112	0.23	0.04	4.073809e-10	81345468	78	432	393
787	bentiromide	0	0	1630.47	1	0	1	201925	8662413	787	bentiromide	rheumatoid arthritis	0	0	911.34	1	0	1	18773	445013	787	bentiromide	rheumatoid arthritis	39.4	81	0	0	Inf	1	0	0	3977	114057	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	1035	24536	787	bentiromide	rheumatoid arthritis	0	0	Inf	1	0	0	3394	105581	787	bentiromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
1635	bepotastine besilate	1.12	0.51	2.16	0.7187811	9	344	201916	8662070	1635	bepotastine besilate	rheumatoid arthritis	0	0	4.8	1	0	20	18773	444994	1635	bepotastine besilate	rheumatoid arthritis	39.4	81	0	0	24.35	1	0	6	3977	114051	1635	bepotastine besilate	rheumatoid arthritis	0	0	Inf	1	0	0	1035	24536	1635	bepotastine besilate	rheumatoid arthritis	0	0	26.43	1	0	6	3394	105575	1635	bepotastine besilate	rheumatoid arthritis	-8.01	0.000332124718983941	79.98	0.9201912	0.03	0	2.068121e-112	0.23	0.04	4.270531e-10	81345468	78	432	393
56	biotin	0.94	0.81	1.08	0.3892773	203	9278	201722	8653136	56	biotin	rheumatoid arthritis	0.37	0.19	0.66	0.0001101664	12	760	18761	444254	56	biotin	rheumatoid arthritis	39.4	81	0.26	0.05	0.77	0.008570798	3	329	3974	113728	56	biotin	rheumatoid arthritis	0	0	10.58	1	0	10	1035	24526	56	biotin	rheumatoid arthritis	0.43	0.14	1.01	0.0497491	5	363	3389	105218	56	biotin	rheumatoid arthritis	-0.96	0.382892885975112	0.45	0.03274641	0.03	0	1.21089e-112	0.22	0.04	6.105974e-10	81345468	78	432	393
2169	calcium gluconate	2.5	2.26	2.76	5.916859e-58	421	7242	201504	8655172	2169	calcium gluconate	rheumatoid arthritis	1.83	1.45	2.29	9.846772e-07	83	1077	18690	443937	2169	calcium gluconate	rheumatoid arthritis	39.4	81	8.61	1.52	33.42	0.008482096	3	10	3974	114047	2169	calcium gluconate	rheumatoid arthritis	11.86	0.2	227.67	0.1165825	1	2	1034	24534	2169	calcium gluconate	rheumatoid arthritis	7.78	0.8	38.97	0.03695632	2	8	3392	105573	2169	calcium gluconate	rheumatoid arthritis	2.04	7.690609198879	0.66	0.002163242	0.03	0	2.775954e-112	0.23	0.04	4.374272e-10	81345468	78	432	393
1758	cefaclor	2.16	1.69	2.73	5.991141e-09	74	1470	201851	8660944	1758	cefaclor	rheumatoid arthritis	3.23	1.13	7.62	0.01519344	6	44	18767	444970	1758	cefaclor	rheumatoid arthritis	39.4	81	2.39	0.27	9.64	0.2179324	2	24	3975	114033	1758	cefaclor	rheumatoid arthritis	0	0	911.39	1	0	1	1035	24535	1758	cefaclor	rheumatoid arthritis	2.59	0.3	10.45	0.1935816	2	24	3392	105557	1758	cefaclor	rheumatoid arthritis	0.9	2.45960311115695	0.74	0.2212118	0.03	0	2.018142e-112	0.23	0.04	4.030644e-10	81345468	78	432	393
1345	celecoxib	1.45	1.4	1.51	6.725329e-76	2866	85075	199059	8577339	1345	celecoxib	rheumatoid arthritis	1.65	1.54	1.77	2.420047e-40	902	13219	17871	431795	1345	celecoxib	rheumatoid arthritis	39.4	81	1.51	1.27	1.79	5.304219e-06	147	2820	3830	111237	1345	celecoxib	rheumatoid arthritis	1.73	1.21	2.42	0.002621885	39	542	996	23994	1345	celecoxib	rheumatoid arthritis	1.6	1.33	1.92	1.417897e-06	129	2538	3265	103043	1345	celecoxib	rheumatoid arthritis	0.43	1.53725752354828	0.08	8.195526e-08	0.03	0	4.075315e-111	0.23	0.04	3.528739e-10	81345468	78	432	393
1908	certolizumab pegol	2.25	2.14	2.37	7.931901e-176	1619	30989	200306	8631425	1908	certolizumab pegol	rheumatoid arthritis	2.36	2.21	2.51	4.496758e-130	1148	11975	17625	433039	1908	certolizumab pegol	rheumatoid arthritis	39.4	81	3.41	3.05	3.81	6.811949e-84	401	3628	3576	110429	1908	certolizumab pegol	rheumatoid arthritis	3.98	3.25	4.85	6.720312e-34	132	869	903	23667	1908	certolizumab pegol	rheumatoid arthritis	3.18	2.82	3.58	3.444951e-63	329	3447	3065	102134	1908	certolizumab pegol	rheumatoid arthritis	1.23	3.42122953628967	0.05	1.447473e-123	0.03	0	4.062167e-113	0.21	0.04	5.225112e-09	81345468	78	432	393
1342	cevimeline	2.13	1.65	2.7	1.953969e-08	71	1432	201854	8660982	1342	cevimeline	rheumatoid arthritis	2.2	1.47	3.19	0.0001419664	31	334	18742	444680	1342	cevimeline	rheumatoid arthritis	39.4	81	1.38	0.37	3.68	0.5414778	4	83	3973	113974	1342	cevimeline	rheumatoid arthritis	0	0	12.02	1	0	9	1035	24527	1342	cevimeline	rheumatoid arthritis	1.56	0.41	4.15	0.3361601	4	80	3390	105501	1342	cevimeline	rheumatoid arthritis	0.3	1.349858807576	0.51	0.5634936	0.03	0	2.029761e-112	0.23	0.04	4.120647e-10	81345468	78	432	393
50	chloroquine	3.05	2.53	3.64	4.090378e-26	130	1830	201795	8660584	50	chloroquine	rheumatoid arthritis	2.37	1.87	2.96	1.608777e-11	84	844	18689	444170	50	chloroquine	rheumatoid arthritis	39.4	81	2.55	1.29	4.61	0.004282993	12	135	3965	113922	50	chloroquine	rheumatoid arthritis	0	0	3.94	0.624247	0	24	1035	24512	50	chloroquine	rheumatoid arthritis	4.35	2.61	6.9	1.154573e-07	21	151	3373	105430	50	chloroquine	rheumatoid arthritis	1.39	4.0148500529942	0.23	2.638131e-09	0.03	0	4.981758e-113	0.23	0.04	3.415869e-10	81345468	78	432	393
49	chloroquine phosphate	2.36	1.67	3.24	2.370137e-06	40	728	201885	8661686	49	chloroquine phosphate	rheumatoid arthritis	1.68	1.03	2.62	0.03056659	21	296	18752	444718	49	chloroquine phosphate	rheumatoid arthritis	39.4	81	0	0	9.41	1	0	13	3977	114044	49	chloroquine phosphate	rheumatoid arthritis	0	0	126.3	1	0	2	1035	24534	49	chloroquine phosphate	rheumatoid arthritis	0	0	10.21	1	0	13	3394	105568	49	chloroquine phosphate	rheumatoid arthritis	-8.89	0.000137759657981586	83.19	0.9148748	0.03	0	2.256836e-112	0.23	0.04	4.262856e-10	81345468	78	432	393
454	chlorphenesin carbamate	0	0	4.26	1	0	39	201925	8662375	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	9.44	1	0	11	18773	445003	454	chlorphenesin carbamate	rheumatoid arthritis	39.4	81	0	0	Inf	1	0	0	3977	114057	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	Inf	1	0	0	1035	24536	454	chlorphenesin carbamate	rheumatoid arthritis	0	0	Inf	1	0	0	3394	105581	454	chlorphenesin carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	432	393
103	cortisone acetate	1.74	1.45	2.08	1.61812e-08	126	3101	201799	8659313	103	cortisone acetate	rheumatoid arthritis	1.41	0.92	2.08	0.08192168	27	453	18746	444561	103	cortisone acetate	rheumatoid arthritis	39.4	81	5.74	1.43	17.14	0.007971395	4	20	3973	114037	103	cortisone acetate	rheumatoid arthritis	0	0	20.14	1	0	6	1035	24530	103	cortisone acetate	rheumatoid arthritis	8.3	2.01	26.08	0.00250184	4	15	3390	105566	103	cortisone acetate	rheumatoid arthritis	1.77	5.8708533613826	0.55	0.001311578	0.03	0	1.77309e-112	0.23	0.04	4.314595e-10	81345468	78	432	393
