results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	results_logReg.N_logReg
185	reserpine	3.88	0.79	11.52	0.044734	3	174	39248	8824914	185	reserpine	hypertension	0	0	13.84	1	0	51	1750	322707	185	reserpine	hypertension	45.2	92.2	0	0	7740.55	1	0	1	295	66604	185	reserpine	hypertension	0	0	9176.92	1	0	1	116	31863	185	reserpine	hypertension	0	0	Inf	1	0	0	213	40479	185	reserpine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	chlorpromazine	3.34	2.69	4.1	3.284911e-22	93	6268	39158	8818820	186	chlorpromazine	schizophrenia	1.11	0.53	2.06	0.7340377	10	1175	456	59398	186	chlorpromazine	schizophrenia	22.1	80.8	4.96	0.97	15.76	0.02674085	3	83	56	7689	186	chlorpromazine	schizophrenia	6.81	1.31	22.33	0.01242813	3	56	42	5343	186	chlorpromazine	schizophrenia	0	0	19.72	1	0	33	22	3388	186	chlorpromazine	schizophrenia	1.52	4.57222519514216	0.6	0.01184215	0.03	0.01	1.22184e-05	0.39	0.26	0.140944	888878
187	testosterone enanthate	0.65	0.13	1.92	0.6390405	3	1032	39248	8824056	187	testosterone enanthate	androgen replacement therapy	1.35	0.03	10.09	0.5505914	1	403	8	4343	187	testosterone enanthate	androgen replacement therapy	44.2	77.8	0	0	21.24	1	0	76	4	1051	187	testosterone enanthate	androgen replacement therapy	2.67	0.06	24.23	0.3539155	1	88	5	1176	187	testosterone enanthate	androgen replacement therapy	0	0	Inf	1	0	0	0	2	187	testosterone enanthate	androgen replacement therapy	0.94	2.55998141832927	1.11	0.3952043	0.08	0.04	0.05899471	6.43	1696.74	0.9969767	812728
189	primidone	3.54	2.82	4.39	1.040847e-21	84	5345	39167	8819743	189	primidone	epilepsy	0.77	0.25	1.83	0.8399197	5	528	550	44983	189	primidone	epilepsy	8.4	79.4	0	0	4.36	1	0	67	85	6414	189	primidone	epilepsy	0	0	14.17	1	0	24	43	3526	189	primidone	epilepsy	0	0	6.31	1	0	50	52	4138	189	primidone	epilepsy	-13.44	1.45573446174106e-06	453.28	0.9763475	0.03	0	2.501211e-08	-0.05	0.21	0.8195261	878338
190	sulfisoxazole acetyl	6.08	0.15	36.02	0.1551843	1	37	39250	8825051	190	sulfisoxazole acetyl	pyrexia	85.1	1.76	776.85	0.01426311	1	5	40	17101	190	sulfisoxazole acetyl	pyrexia	11.7	74.5	0	0	Inf	1	0	0	10	2430	190	sulfisoxazole acetyl	pyrexia	0	0	15394.65	1	0	1	4	2078	190	sulfisoxazole acetyl	pyrexia	0	0	Inf	1	0	0	7	1918	190	sulfisoxazole acetyl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	ethiodized oil	0	0	1.25	0.1308628	0	668	39251	8824420	191	ethiodized oil	therapeutic embolisation	0	0	Inf	1	0	272	0	128	191	ethiodized oil	therapeutic embolisation	NA	NA	0	0	Inf	1	0	0	0	0	191	ethiodized oil	therapeutic embolisation	0	0	Inf	1	0	65	0	6	191	ethiodized oil	therapeutic embolisation	0	0	Inf	1	0	37	0	4	191	ethiodized oil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	benztropine mesylate	5.43	4.57	6.42	1.335219e-55	142	5894	39109	8819194	192	benztropine mesylate	schizophrenia	0.88	0.42	1.65	0.879138	10	1466	456	59107	192	benztropine mesylate	schizophrenia	22.1	80.8	0	0	3.54	0.6283604	0	141	59	7631	192	benztropine mesylate	schizophrenia	0	0	4.21	1	0	109	45	5290	192	benztropine mesylate	schizophrenia	0	0	12.46	1	0	51	22	3370	192	benztropine mesylate	schizophrenia	-13.61	1.22815194767781e-06	508.93	0.9786702	0.03	0.01	1.365859e-05	0.39	0.26	0.1369644	888878
193	cryptenamine tannates	0	0	7712.13	1	0	1	39251	8825087	193	cryptenamine tannates	hypertension	0	0	6466.26	1	0	1	1750	322757	193	cryptenamine tannates	hypertension	45.2	92.2	0	0	Inf	1	0	0	295	66605	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	116	31864	193	cryptenamine tannates	hypertension	0	0	Inf	1	0	0	213	40479	193	cryptenamine tannates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	warfarin sodium	1.26	1.17	1.36	6.513924e-09	697	124979	38554	8700109	194	warfarin sodium	atrial fibrillation	1.65	1.26	2.13	0.000229317	75	14328	310	97504	194	warfarin sodium	atrial fibrillation	63.8	89.9	0.96	0.34	2.16	1	6	1926	98	30056	194	warfarin sodium	atrial fibrillation	0.91	0.18	2.81	1	3	1248	55	20823	194	warfarin sodium	atrial fibrillation	0.81	0.16	2.5	1	3	1136	55	16833	194	warfarin sodium	atrial fibrillation	-0.21	0.810584245970187	0.42	0.6103228	0.03	0.01	0.0003283592	-0.12	0.19	0.5336539	8401568
195	progesterone	1.34	1.02	1.74	0.03099791	57	9552	39194	8815536	195	progesterone	hormone replacement therapy	0.27	0.01	1.52	0.2753692	1	1432	103	39269	195	progesterone	hormone replacement therapy	46	78	0	0	3.77	0.6199986	0	172	17	2647	195	progesterone	hormone replacement therapy	0	0	Inf	1	0	0	15	1225	195	progesterone	hormone replacement therapy	0	0	9.08	1	0	194	6	2060	195	progesterone	hormone replacement therapy	-13.53	1.33044112205918e-06	751	0.9856234	0.07	0.02	0.0003739588	1.64	0.49	0.0008760816	835008
196	oxtriphylline	0	0	34.27	1	0	26	39251	8825062	196	oxtriphylline	asthma	0	0	96.72	1	0	15	299	103104	196	oxtriphylline	asthma	39	93	0	0	Inf	1	0	0	65	16838	196	oxtriphylline	asthma	0	0	Inf	1	0	0	26	6379	196	oxtriphylline	asthma	0	0	Inf	1	0	0	49	14971	196	oxtriphylline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	deslanoside	0	0	13.12	1	0	65	39251	8825023	197	deslanoside	prophylaxis	0	0	138.53	1	0	8	443	104379	197	deslanoside	prophylaxis	33.3	85.6	0	0	7333.35	1	0	1	115	24421	197	deslanoside	prophylaxis	0	0	8331.81	1	0	1	56	13753	197	deslanoside	prophylaxis	0	0	6904.74	1	0	1	73	14486	197	deslanoside	prophylaxis	-6.92	0.000987829940531229	372.78	0.9851805	0.05	0.01	1.751879e-12	-0.33	0.18	0.06502328	8283708
198	propyliodone	0	0	7712.13	1	0	1	39251	8825087	198	propyliodone	atrial fibrillation	0	0	9624.91	1	0	1	385	111831	198	propyliodone	atrial fibrillation	63.8	89.9	0	0	Inf	1	0	0	104	31982	198	propyliodone	atrial fibrillation	0	0	Inf	1	0	0	58	22071	198	propyliodone	atrial fibrillation	0	0	Inf	1	0	0	58	17969	198	propyliodone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	iodipamide meglumine	0	0	190.89	1	0	6	39251	8825082	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	2	0	1	200	iodipamide meglumine	face and mouth x-ray	NA	NA	0	0	Inf	1	0	0	0	0	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	1	0	0	200	iodipamide meglumine	face and mouth x-ray	0	0	Inf	1	0	1	0	0	200	iodipamide meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	digoxin	1.84	1.68	2.01	1.644457e-34	499	61438	38752	8763650	201	digoxin	atrial fibrillation	1.85	1.4	2.42	1.509638e-05	67	11408	318	100424	201	digoxin	atrial fibrillation	63.8	89.9	1.57	0.76	2.95	0.1733628	11	2241	93	29741	201	digoxin	atrial fibrillation	1.07	0.28	2.9	0.7894144	4	1433	54	20638	201	digoxin	atrial fibrillation	1.96	0.8	4.18	0.07958553	8	1355	50	16614	201	digoxin	atrial fibrillation	0.39	1.47698079388264	0.31	0.2033913	0.03	0.01	0.0003811437	-0.11	0.19	0.5558247	8401568
202	betazole	0	0	7712.13	1	0	1	39251	8825087	202	betazole	drug abuse	0	0	13403.76	1	0	1	11	4781	202	betazole	drug abuse	23	23	0	0	Inf	1	0	0	0	0	202	betazole	drug abuse	0	0	Inf	1	0	0	1	603	202	betazole	drug abuse	0	0	Inf	1	0	0	0	683	202	betazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	busulfan	0.16	0.05	0.37	1.073382e-08	5	7107	39246	8817981	204	busulfan	stem cell transplant	1.28	0.25	5.96	0.7401415	4	2334	5	3740	204	busulfan	stem cell transplant	74	74	0	0	Inf	1	0	0	0	0	204	busulfan	stem cell transplant	0	0	Inf	1	0	100	0	311	204	busulfan	stem cell transplant	0	0	117.42	1	0	62	1	186	204	busulfan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	acetazolamide sodium	1.2	0.6	2.15	0.506005	11	2065	39240	8823023	205	acetazolamide sodium	prophylaxis	2.34	0.06	13.38	0.3508963	1	101	442	104286	205	acetazolamide sodium	prophylaxis	33.3	85.6	0	0	43.58	1	0	20	115	24402	205	acetazolamide sodium	prophylaxis	0	0	65.39	1	0	16	56	13738	205	acetazolamide sodium	prophylaxis	0	0	66.41	1	0	13	73	14474	205	acetazolamide sodium	prophylaxis	-10.85	1.94046078899094e-05	419.05	0.9793477	0.05	0.01	1.752338e-12	-0.33	0.18	0.06500969	8283708
207	estradiol valerate	1.96	0.84	3.87	0.07374617	8	920	39243	8824168	207	estradiol valerate	hormone replacement therapy	0	0	17.84	1	0	84	104	40617	207	estradiol valerate	hormone replacement therapy	46	78	0	0	417.02	1	0	3	17	2816	207	estradiol valerate	hormone replacement therapy	0	0	Inf	1	0	0	15	1225	207	estradiol valerate	hormone replacement therapy	0	0	1042.96	1	0	3	6	2251	207	estradiol valerate	hormone replacement therapy	-8.61	0.000182273910412845	838.22	0.991807	0.07	0.02	0.0003488334	1.72	0.49	0.0004681821	835008
209	chloroprocaine	0	0	17.58	1	0	49	39251	8825039	209	chloroprocaine	anaesthesia	0	0	59.1	1	0	11	46	6607	209	chloroprocaine	anaesthesia	NA	NA	0	0	Inf	1	0	0	0	0	209	chloroprocaine	anaesthesia	0	0	Inf	1	0	1	0	387	209	chloroprocaine	anaesthesia	0	0	Inf	1	0	2	0	493	209	chloroprocaine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	acetyldigitoxin	0	0	340.33	1	0	4	39251	8825084	210	acetyldigitoxin	colorectal cancer metastatic	0	0	3172.74	1	0	2	22	12365	210	acetyldigitoxin	colorectal cancer metastatic	48	80.4	0	0	Inf	1	0	0	5	1905	210	acetyldigitoxin	colorectal cancer metastatic	0	0	Inf	1	0	0	7	1350	210	acetyldigitoxin	colorectal cancer metastatic	0	0	Inf	1	0	0	2	950	210	acetyldigitoxin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	cyclizine lactate	0	0	67.78	1	0	14	39251	8825074	212	cyclizine lactate	bone density decreased	0	0	203.71	1	0	3	25	2050	212	cyclizine lactate	bone density decreased	67.5	67.5	0	0	Inf	1	0	0	0	0	212	cyclizine lactate	bone density decreased	0	0	Inf	1	0	0	0	55	212	cyclizine lactate	bone density decreased	0	0	Inf	1	0	0	1	248	212	cyclizine lactate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	metaraminol bitartrate	0	0	16.86	1	0	51	39251	8825037	213	metaraminol bitartrate	hypotension	0	0	291.07	1	0	5	11	2652	213	metaraminol bitartrate	hypotension	69.3	81.6	0	0	Inf	1	0	0	0	189	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	1	334	213	metaraminol bitartrate	hypotension	0	0	Inf	1	0	0	1	377	213	metaraminol bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	glutethimide	0	0	62.78	1	0	15	39251	8825073	214	glutethimide	medication error	0	0	177.95	1	0	4	4	357	214	glutethimide	medication error	89	89	0	0	Inf	1	0	0	0	0	214	glutethimide	medication error	0	0	Inf	1	0	0	1	20	214	glutethimide	medication error	0	0	Inf	1	0	0	0	26	214	glutethimide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	diatrizoate sodium	2.43	0.79	5.72	0.05856529	5	462	39246	8824626	215	diatrizoate sodium	computerised tomogram abdomen	0	0	57.88	1	0	91	3	2155	215	diatrizoate sodium	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	215	diatrizoate sodium	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	215	diatrizoate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	methyprylon	0	0	7712.13	1	0	1	39251	8825087	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	NA	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	0	0	Inf	1	0	0	0	0	216	methyprylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	meprobamate	2.74	1.8	4	5.202594e-06	27	2213	39224	8822875	217	meprobamate	ill-defined disorder	3.01	0.07	17.62	0.2867061	1	66	154	30627	217	meprobamate	ill-defined disorder	56.2	85.8	0	0	959.84	1	0	2	3	467	217	meprobamate	ill-defined disorder	0	0	Inf	1	0	0	4	279	217	meprobamate	ill-defined disorder	0	0	8195.54	1	0	2	1	481	217	meprobamate	ill-defined disorder	-11.16	1.42322505935799e-05	1696.73	0.9947529	0.06	0.04	0.1020992	1.73	1.13	0.1251385	87678
219	prednisone	0.98	0.92	1.05	0.6058073	912	208680	38339	8616408	219	prednisone	rheumatoid arthritis	1.36	1.11	1.64	0.002584622	122	46911	798	415956	219	prednisone	rheumatoid arthritis	47.2	86	1.57	1.06	2.27	0.02005247	34	10451	202	97442	219	prednisone	rheumatoid arthritis	2.39	1.22	4.36	0.006554695	14	2457	55	23045	219	prednisone	rheumatoid arthritis	1.29	0.8	2	0.2674727	23	10174	173	98605	219	prednisone	rheumatoid arthritis	0.38	1.46228458943422	0.18	0.03397305	0.09	0.01	6.577756e-54	0.31	0.14	0.02772542	81345468
220	hydroxychloroquine	0.59	0.49	0.71	8.159857e-10	115	43819	39136	8781269	220	hydroxychloroquine	rheumatoid arthritis	1.07	0.8	1.41	0.6092407	53	25004	867	437863	220	hydroxychloroquine	rheumatoid arthritis	47.2	86	0.84	0.43	1.5	0.6798983	12	6465	224	101428	220	hydroxychloroquine	rheumatoid arthritis	0.86	0.17	2.64	1	3	1275	66	24227	220	hydroxychloroquine	rheumatoid arthritis	0.91	0.45	1.67	0.8818605	11	6650	185	102129	220	hydroxychloroquine	rheumatoid arthritis	-0.09	0.913931185271228	0.28	0.7531894	0.09	0.01	3.62575e-54	0.31	0.14	0.02726437	81345468
222	procyclidine	1.26	0.63	2.26	0.3949807	11	1962	39240	8823126	222	procyclidine	schizophrenia	0.9	0.29	2.11	1	5	725	461	59848	222	procyclidine	schizophrenia	22.1	80.8	0	0	5.49	1	0	92	59	7680	222	procyclidine	schizophrenia	0	0	6.98	1	0	67	45	5332	222	procyclidine	schizophrenia	0	0	24.41	1	0	27	22	3394	222	procyclidine	schizophrenia	-13.88	9.37546012787103e-07	666.29	0.983376	0.03	0.01	1.040489e-05	0.39	0.26	0.1357523	888878
223	pyridostigmine bromide	1.76	1.02	2.82	0.03352488	17	2173	39234	8822915	223	pyridostigmine bromide	myasthenia gravis	3.7	0.6	38.98	0.1262524	5	825	2	1223	223	pyridostigmine bromide	myasthenia gravis	62.1	73	Inf	0.39	Inf	0.1056767	2	38	0	82	223	pyridostigmine bromide	myasthenia gravis	Inf	1.52	Inf	0.008452408	4	58	0	139	223	pyridostigmine bromide	myasthenia gravis	0	0	Inf	1	0	95	0	188	223	pyridostigmine bromide	myasthenia gravis	19.8	397219665.805084	3936.73	0.9959874	0	0.03	0.9109141	19.49	4130.45	0.9962354	84848
225	hydrocortisone sodium succinate	0.85	0.51	1.33	0.5945887	19	5025	39232	8820063	225	hydrocortisone sodium succinate	premedication	0.33	0.04	1.21	0.1343328	2	1301	129	27427	225	hydrocortisone sodium succinate	premedication	40.9	80.2	0	0	5.26	1	0	118	30	4672	225	hydrocortisone sodium succinate	premedication	0	0	12.16	1	0	115	9	2725	225	hydrocortisone sodium succinate	premedication	1.06	0.03	6.56	0.6212039	1	155	24	3928	225	hydrocortisone sodium succinate	premedication	0.13	1.13882838332462	1.02	0.9005509	0.05	0.01	7.389967e-05	-0.73	0.39	0.06231941	869578
226	hydrocortisone cypionate	0.99	0.63	1.48	1	24	5445	39227	8819643	226	hydrocortisone cypionate	premedication	0.37	0.04	1.37	0.1807762	2	1151	129	27577	226	hydrocortisone cypionate	premedication	40.9	80.2	0	0	5.93	1	0	105	30	4685	226	hydrocortisone cypionate	premedication	0	0	14.23	1	0	99	9	2741	226	hydrocortisone cypionate	premedication	1.11	0.03	6.89	0.6040155	1	148	24	3935	226	hydrocortisone cypionate	premedication	0.24	1.2712491503214	1.02	0.8158972	0.05	0.01	7.137951e-05	-0.73	0.39	0.06238493	869578
227	dyclonine	0	0	13.78	1	0	62	39251	8825026	227	dyclonine	drug abuse	0	0	13403.76	1	0	1	11	4781	227	dyclonine	drug abuse	23	23	0	0	Inf	1	0	0	0	0	227	dyclonine	drug abuse	0	0	Inf	1	0	0	1	603	227	dyclonine	drug abuse	0	0	Inf	1	0	0	0	683	227	dyclonine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	prednisolone	0.65	0.57	0.73	1.022164e-13	257	89039	38994	8736049	228	prednisolone	rheumatoid arthritis	1.38	1.04	1.8	0.02264078	58	21522	862	441345	228	prednisolone	rheumatoid arthritis	47.2	86	1.55	0.66	3.11	0.2594647	8	2386	228	105507	228	prednisolone	rheumatoid arthritis	2.03	0.53	5.46	0.1472285	4	752	65	24750	228	prednisolone	rheumatoid arthritis	1.65	0.6	3.66	0.1910652	6	2048	190	106731	228	prednisolone	rheumatoid arthritis	0.19	1.20924959765725	0.32	0.5516399	0.09	0.01	9.411907e-54	0.31	0.14	0.02884347	81345468
230	ethchlorvynol	13.22	0.32	84.45	0.0767733	1	17	39250	8825071	230	ethchlorvynol	pain	0	0	148.87	1	0	6	1119	195828	230	ethchlorvynol	pain	28	84	0	0	Inf	1	0	0	215	38438	230	ethchlorvynol	pain	0	0	Inf	1	0	0	84	15597	230	ethchlorvynol	pain	0	0	Inf	1	0	0	167	27280	230	ethchlorvynol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	diatrizoate meglumine	2.33	0.75	5.48	0.06743528	5	482	39246	8824606	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	56.56	1	0	93	3	2153	231	diatrizoate meglumine	computerised tomogram abdomen	NA	NA	0	0	Inf	1	0	0	0	0	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	0	0	52	231	diatrizoate meglumine	computerised tomogram abdomen	0	0	Inf	1	0	2	0	102	231	diatrizoate meglumine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	fludrocortisone acetate	2.08	1.37	3.03	0.0006731213	27	2922	39224	8822166	232	fludrocortisone acetate	pain	1.08	0.03	6.12	0.6050982	1	162	1118	195672	232	fludrocortisone acetate	pain	28	84	0	0	20.64	1	0	34	215	38404	232	fludrocortisone acetate	pain	0	0	45.85	1	0	17	84	15580	232	fludrocortisone acetate	pain	0	0	31.63	1	0	21	167	27259	232	fludrocortisone acetate	pain	-10.4	3.04324830084036e-05	235.56	0.964775	0.01	0	0.002402701	-0.14	0.13	0.2933938	8431288
233	amphetamine resin complex	0	0	340.33	1	0	4	39251	8825084	233	amphetamine resin complex	attention deficit/hyperactivity disorder	0	0	2124.24	1	0	2	122	47363	233	amphetamine resin complex	attention deficit/hyperactivity disorder	8.7	71.6	0	0	Inf	1	0	0	34	8054	233	amphetamine resin complex	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	19	6272	233	amphetamine resin complex	attention deficit/hyperactivity disorder	0	0	Inf	1	0	0	19	3780	233	amphetamine resin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	dextroamphetamine resin complex	0	0	7712.13	1	0	1	39251	8825087	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	NA	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	0	0	Inf	1	0	0	0	0	234	dextroamphetamine resin complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	phytonadione	1.27	0.68	2.18	0.3454308	13	2294	39238	8822794	235	phytonadione	prophylaxis	0	0	4.13	1	0	213	443	104174	235	phytonadione	prophylaxis	33.3	85.6	0	0	26.31	1	0	32	115	24390	235	phytonadione	prophylaxis	0	0	48.51	1	0	21	56	13733	235	phytonadione	prophylaxis	0	0	52.53	1	0	16	73	14471	235	phytonadione	prophylaxis	-10.94	1.77344762885484e-05	382.16	0.9771561	0.05	0.01	1.7699e-12	-0.33	0.18	0.0655111	8283708
236	phenytoin sodium	2.49	2.17	2.83	2.341232e-33	233	21152	39018	8803936	236	phenytoin sodium	convulsion	1.3	1.01	1.67	0.03860531	89	5435	245	19492	236	phenytoin sodium	convulsion	20.5	80.2	1.36	0.03	11.54	0.5598452	1	49	6	399	236	phenytoin sodium	convulsion	0	0	64.58	1	0	19	2	224	236	phenytoin sodium	convulsion	1.47	0.03	12.62	0.5350988	1	36	6	317	236	phenytoin sodium	convulsion	-0.03	0.970445533548508	1.08	0.975754	0.02	0.02	0.156453	-0.84	0.81	0.296277	86058
237	ambenonium chloride	0	0	5.52	1	0	152	39251	8824936	237	ambenonium chloride	myasthenia gravis	0	0	19.68	1	0	71	7	1977	237	ambenonium chloride	myasthenia gravis	62.1	73	0	0	Inf	1	0	0	2	120	237	ambenonium chloride	myasthenia gravis	0	0	145.96	1	0	3	4	194	237	ambenonium chloride	myasthenia gravis	0	0	Inf	1	0	3	0	280	237	ambenonium chloride	myasthenia gravis	-17.74	1.97522189502281e-08	17793.64	0.9992046	0.02	0.03	0.6370281	18.53	2848.25	0.9948082	84848
238	methylphenidate	1.2	1.05	1.36	0.007048667	234	43966	39017	8781122	238	methylphenidate	attention deficit/hyperactivity disorder	0.66	0.44	0.99	0.04034664	36	18339	86	29026	238	methylphenidate	attention deficit/hyperactivity disorder	8.7	71.6	1.11	0.49	2.37	0.8516942	11	2432	23	5622	238	methylphenidate	attention deficit/hyperactivity disorder	1.07	0.36	2.96	1	7	2211	12	4061	238	methylphenidate	attention deficit/hyperactivity disorder	0.66	0.16	2.08	0.6137999	4	1086	15	2694	238	methylphenidate	attention deficit/hyperactivity disorder	0.1	1.10517091807565	0.36	0.7867354	0.04	0.01	7.417732e-06	0.01	0.35	0.9799871	8100908
239	prednisolone acetate	0.74	0.4	1.24	0.2993441	14	4265	39237	8820823	239	prednisolone acetate	cataract operation	0	0	21.99	1	0	348	2	1434	239	prednisolone acetate	cataract operation	68.6	68.6	0	0	Inf	1	0	0	0	0	239	prednisolone acetate	cataract operation	0	0	Inf	1	0	12	0	89	239	prednisolone acetate	cataract operation	0	0	261.86	1	0	31	1	208	239	prednisolone acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
240	mecamylamine	0	0	1233.12	1	0	2	39251	8825086	240	mecamylamine	autism	0	0	10719.88	1	0	1	6	1980	240	mecamylamine	autism	NA	NA	0	0	Inf	1	0	0	0	0	240	mecamylamine	autism	0	0	Inf	1	0	0	0	390	240	mecamylamine	autism	0	0	Inf	1	0	0	0	59	240	mecamylamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	hydroxyprogesterone caproate	0	0	0.36	5.948861e-05	0	2308	39251	8822780	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	978	0	28	241	hydroxyprogesterone caproate	premature delivery	NA	NA	0	0	Inf	1	0	0	0	0	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	0	0	2	241	hydroxyprogesterone caproate	premature delivery	0	0	Inf	1	0	147	0	4	241	hydroxyprogesterone caproate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	promazine	2.09	0.68	4.91	0.09596756	5	538	39246	8824550	242	promazine	schizophrenia	0	0	8.88	1	0	56	466	60517	242	promazine	schizophrenia	22.1	80.8	0	0	114.44	1	0	6	59	7766	242	promazine	schizophrenia	0	0	85.54	1	0	7	45	5392	242	promazine	schizophrenia	0	0	Inf	1	0	0	22	3421	242	promazine	schizophrenia	-10.78	2.0811600715958e-05	542.53	0.9841503	0.03	0.01	1.217128e-05	0.39	0.26	0.1405856	888878
243	clidinium bromide	3.55	2.43	5	1.557886e-09	33	2094	39218	8822994	243	clidinium bromide	crohn s disease	6.35	0.16	36.54	0.1473364	1	205	114	148469	243	clidinium bromide	crohn s disease	12.8	81.2	0	0	98.25	1	0	57	27	37111	243	clidinium bromide	crohn s disease	0	0	987.95	1	0	7	11	14128	243	clidinium bromide	crohn s disease	0	0	101.12	1	0	50	20	24132	243	clidinium bromide	crohn s disease	-10.56	2.59328513784309e-05	516.72	0.9837018	0.04	0.01	0.0001225033	0.03	0.38	0.9449366	8383488
244	epinephrine bitartrate	0.38	0.05	1.39	0.2622992	2	1169	39249	8823919	244	epinephrine bitartrate	musculoskeletal pain	0	0	2.28	0.4107435	0	262	42	6451	244	epinephrine bitartrate	musculoskeletal pain	46.5	79.6	0	0	Inf	1	0	0	4	942	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	3	550	244	epinephrine bitartrate	musculoskeletal pain	0	0	Inf	1	0	0	3	780	244	epinephrine bitartrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	liothyronine sodium	1.68	1.14	2.39	0.006893229	31	4153	39220	8820935	245	liothyronine sodium	hypothyroidism	1.01	0.32	2.39	0.822027	5	893	312	56166	245	liothyronine sodium	hypothyroidism	46	93	1.17	0.03	6.87	0.577837	1	150	67	11798	245	liothyronine sodium	hypothyroidism	0	0	34.37	1	0	27	13	2670	245	liothyronine sodium	hypothyroidism	1.04	0.03	6.1	0.6200486	1	167	68	11861	245	liothyronine sodium	hypothyroidism	0.39	1.47698079388264	1.01	0.7007755	0.06	0.01	1.33945e-10	-0.3	0.3	0.3258142	8148078
